#NTIMES: 145 
#NSTAGES: 5 
#TIMES[d]: 4.14 4.22 4.31 4.40 4.49 4.58 4.68 4.77 4.87 4.97 5.08 5.18 5.29 5.40 5.51 5.62 5.74 5.86 5.98 6.10 6.23 6.36 6.49 6.62 6.76 6.90 7.04 7.19 7.34 7.49 7.64 7.80 7.96 8.13 8.30 8.47 8.64 8.82 9.01 9.19 9.38 9.58 9.77 9.98 10.18 10.39 10.61 10.83 11.05 11.28 11.51 11.75 11.99 12.24 12.50 12.75 13.02 13.29 13.56 13.84 14.13 14.42 14.72 15.02 15.33 15.65 15.98 16.31 16.64 16.99 17.34 17.70 18.06 18.44 18.82 19.21 19.60 20.01 20.42 20.85 21.28 21.72 22.17 22.62 23.09 23.57 24.06 24.56 25.06 25.58 26.11 26.65 27.20 27.76 28.34 28.93 29.52 30.13 30.76 31.39 32.04 32.71 33.38 34.07 34.78 35.50 36.23 36.98 37.74 38.53 39.32 40.14 40.97 41.81 42.68 43.56 44.46 45.38 46.32 47.28 48.26 49.25 50.27 51.31 52.37 53.46 54.56 55.69 56.84 58.02 59.22 60.44 61.69 62.97 64.27 65.60 66.96 68.34 69.76 71.20 72.67 74.17 75.71 77.27 78.87 
#
#TIME: 4.14 
#NVEL: 67 
#vel_mid[km/s] ne0 ne1 ne2 ne3 ne4 
19260.76 1.00e+00 9.51e-07 6.67e-26 9.36e-36 3.91e-33 
20034.10 1.00e+00 8.22e-08 2.15e-26 3.96e-36 3.18e-34 
20838.00 1.00e+00 1.67e-08 1.44e-26 1.24e-36 1.24e-36 
21647.97 1.00e+00 3.17e-09 4.17e-27 3.49e-37 3.49e-37 
22447.94 1.00e+00 5.94e-10 2.39e-27 1.39e-37 1.39e-37 
23245.88 1.00e+00 1.56e-10 2.26e-27 7.70e-38 7.70e-38 
24052.47 1.00e+00 3.18e-11 1.34e-27 5.14e-38 5.14e-38 
24867.72 1.00e+00 9.37e-12 1.64e-27 4.06e-38 4.06e-38 
25698.86 1.00e+00 3.02e-12 3.30e-27 3.76e-38 3.76e-38 
26587.16 1.00e+00 6.81e-13 4.38e-27 4.14e-38 4.14e-38 
27637.54 1.00e+00 1.78e-13 9.11e-27 5.59e-38 5.59e-38 
28986.97 1.00e+00 3.46e-14 2.64e-26 1.01e-37 1.01e-37 
#TIME: 4.49 
#NVEL: 67 
#vel_mid[km/s] ne0 ne1 ne2 ne3 ne4 
440.10 2.25e-12 5.35e-05 4.77e-01 5.23e-01 1.10e-05 
999.11 7.34e-14 2.73e-06 1.28e-01 8.72e-01 1.38e-04 
1267.34 3.70e-15 1.80e-07 2.80e-02 9.71e-01 1.38e-03 
1514.05 4.38e-16 2.43e-08 8.65e-03 9.84e-01 7.68e-03 
1808.80 7.08e-17 4.54e-09 3.21e-03 9.69e-01 2.81e-02 
1919.29 1.79e-17 1.24e-09 1.40e-03 9.16e-01 8.21e-02 
2160.92 4.78e-18 3.77e-10 6.63e-04 8.17e-01 1.82e-01 
2292.92 9.75e-19 8.86e-11 2.29e-04 5.76e-01 4.24e-01 
2432.98 4.47e-19 4.47e-11 1.45e-04 4.87e-01 5.13e-01 
2581.60 2.63e-19 2.79e-11 1.04e-04 4.25e-01 5.74e-01 
2739.29 2.08e-19 2.32e-11 9.40e-05 4.12e-01 5.88e-01 
2906.62 1.41e-19 1.69e-11 7.49e-05 3.75e-01 6.25e-01 
3084.17 1.13e-19 1.44e-11 6.72e-05 3.62e-01 6.38e-01 
3272.56 8.71e-20 1.23e-11 6.16e-05 3.55e-01 6.45e-01 
3472.46 8.62e-20 1.32e-11 6.65e-05 3.76e-01 6.24e-01 
3684.57 8.69e-20 1.47e-11 7.35e-05 4.03e-01 5.96e-01 
3909.64 8.06e-20 1.56e-11 7.88e-05 4.28e-01 5.71e-01 
4148.46 9.42e-20 1.95e-11 9.37e-05 4.71e-01 5.29e-01 
4401.86 1.64e-19 3.25e-11 1.35e-04 5.48e-01 4.52e-01 
4670.75 2.61e-19 5.14e-11 1.87e-04 6.21e-01 3.79e-01 
4956.05 2.88e-19 6.22e-11 2.23e-04 6.68e-01 3.31e-01 
5258.79 2.72e-19 6.52e-11 2.36e-04 6.90e-01 3.10e-01 
5580.02 3.53e-19 8.90e-11 2.98e-04 7.43e-01 2.56e-01 
5920.87 4.65e-19 1.23e-10 3.81e-04 7.96e-01 2.03e-01 
6282.54 6.07e-19 1.69e-10 4.75e-04 8.39e-01 1.61e-01 
6666.30 9.56e-19 2.75e-10 6.58e-04 8.87e-01 1.12e-01 
7073.50 1.70e-18 4.90e-10 9.40e-04 9.27e-01 7.16e-02 
7505.58 3.28e-18 9.73e-10 1.44e-03 9.60e-01 3.88e-02 
7964.05 8.69e-18 2.59e-09 2.64e-03 9.82e-01 1.52e-02 
8450.53 3.67e-17 1.03e-08 6.10e-03 9.90e-01 4.12e-03 
8966.72 1.82e-16 4.66e-08 1.48e-02 9.84e-01 9.60e-04 
9514.44 1.73e-15 3.62e-07 4.85e-02 9.51e-01 1.28e-04 
10095.62 5.32e-14 7.43e-06 2.66e-01 7.34e-01 4.80e-06 
10712.30 1.82e-12 1.32e-04 8.22e-01 1.78e-01 1.58e-08 
11366.65 7.16e-11 1.74e-03 9.92e-01 6.62e-03 2.06e-12 
12061.10 7.94e-09 4.18e-02 9.58e-01 4.20e-05 3.12e-18 
12793.43 7.32e-07 6.22e-01 3.78e-01 1.26e-08 7.33e-26 
13528.61 1.21e-05 9.93e-01 6.85e-03 1.87e-13 3.83e-29 
14194.74 1.21e-04 1.00e+00 4.62e-05 9.31e-19 4.53e-30 
14757.77 8.41e-04 9.99e-01 9.72e-07 4.55e-23 3.04e-30 
15240.48 5.25e-03 9.95e-01 3.19e-08 7.83e-27 7.07e-31 
15646.99 2.91e-02 9.71e-01 1.45e-09 3.71e-30 1.73e-31 
15960.30 1.65e-01 8.35e-01 5.39e-11 2.06e-32 8.26e-32 
16187.41 4.53e-01 5.47e-01 2.86e-12 5.83e-33 3.26e-32 
16354.17 7.63e-01 2.37e-01 1.21e-13 2.78e-33 3.06e-32 
16484.18 8.77e-01 1.23e-01 1.29e-14 1.33e-33 1.52e-32 
16593.12 9.29e-01 7.09e-02 1.96e-15 4.65e-34 3.03e-33 
16691.99 9.58e-01 4.21e-02 3.91e-16 2.75e-33 2.02e-31 
16788.59 9.83e-01 1.70e-02 2.76e-17 2.12e-34 7.06e-33 
16888.37 9.85e-01 1.54e-02 1.70e-17 7.08e-34 1.17e-32 
16998.79 9.89e-01 1.12e-02 5.91e-18 1.58e-33 7.60e-32 
17146.37 9.97e-01 3.05e-03 1.36e-19 2.88e-34 4.04e-32 
17415.23 9.99e-01 8.88e-04 3.37e-21 1.91e-34 2.76e-32 
17888.12 1.00e+00 1.31e-04 1.03e-23 2.04e-34 2.15e-32 
18532.37 1.00e+00 9.00e-06 4.39e-26 2.85e-35 1.06e-32 
19260.76 1.00e+00 8.20e-07 3.39e-26 9.95e-36 1.68e-33 
20034.10 1.00e+00 1.07e-07 3.59e-26 4.22e-36 1.58e-34 
20838.00 1.00e+00 2.08e-08 1.73e-26 1.32e-36 1.32e-36 
21647.97 1.00e+00 3.87e-09 6.03e-27 3.71e-37 3.71e-37 
22447.94 1.00e+00 6.76e-10 2.82e-27 1.48e-37 1.48e-37 
23245.88 1.00e+00 1.68e-10 2.03e-27 8.18e-38 8.18e-38 
24052.47 1.00e+00 3.84e-11 1.41e-27 5.46e-38 5.46e-38 
24867.72 1.00e+00 1.13e-11 1.58e-27 4.32e-38 4.32e-38 
25698.86 1.00e+00 3.62e-12 1.79e-27 4.00e-38 4.00e-38 
26587.16 1.00e+00 8.77e-13 3.02e-27 4.40e-38 4.40e-38 
27637.54 1.00e+00 1.65e-13 4.29e-27 5.94e-38 5.94e-38 
28986.97 1.00e+00 3.46e-14 1.73e-26 1.07e-37 1.07e-37 
#TIME: 4.58 
#NVEL: 67 
#vel_mid[km/s] ne0 ne1 ne2 ne3 ne4 
440.10 9.77e-13 3.07e-05 3.93e-01 6.07e-01 1.70e-05 
999.11 4.63e-14 1.92e-06 1.06e-01 8.94e-01 2.21e-04 
1267.34 2.75e-15 1.45e-07 2.45e-02 9.74e-01 1.91e-03 
1514.05 3.83e-16 2.21e-08 8.11e-03 9.83e-01 8.82e-03 
1808.80 6.81e-17 4.53e-09 3.21e-03 9.69e-01 2.82e-02 
1919.29 1.72e-17 1.22e-09 1.35e-03 9.09e-01 8.95e-02 
2160.92 5.08e-18 4.19e-10 7.18e-04 8.33e-01 1.66e-01 
2292.92 1.03e-18 9.66e-11 2.40e-04 5.88e-01 4.11e-01 
2432.98 5.22e-19 5.38e-11 1.62e-04 5.11e-01 4.89e-01 
2581.60 2.94e-19 3.27e-11 1.18e-04 4.53e-01 5.47e-01 
2739.29 2.27e-19 2.61e-11 1.02e-04 4.28e-01 5.72e-01 
2906.62 1.70e-19 2.08e-11 8.84e-05 4.07e-01 5.93e-01 
3084.17 1.34e-19 1.78e-11 8.09e-05 3.99e-01 6.01e-01 
3272.56 1.04e-19 1.53e-11 7.36e-05 3.89e-01 6.10e-01 
3472.46 1.03e-19 1.65e-11 7.96e-05 4.13e-01 5.87e-01 
3684.57 1.02e-19 1.81e-11 8.68e-05 4.38e-01 5.61e-01 
3909.64 9.64e-20 1.94e-11 9.37e-05 4.67e-01 5.33e-01 
4148.46 1.14e-19 2.45e-11 1.12e-04 5.12e-01 4.87e-01 
4401.86 1.93e-19 3.99e-11 1.57e-04 5.86e-01 4.14e-01 
4670.75 3.04e-19 6.24e-11 2.18e-04 6.60e-01 3.40e-01 
4956.05 3.25e-19 7.30e-11 2.51e-04 6.98e-01 3.02e-01 
5258.79 3.21e-19 8.01e-11 2.76e-04 7.26e-01 2.74e-01 
5580.02 4.19e-19 1.10e-10 3.50e-04 7.79e-01 2.21e-01 
5920.87 5.37e-19 1.48e-10 4.33e-04 8.21e-01 1.78e-01 
6282.54 7.26e-19 2.10e-10 5.51e-04 8.63e-01 1.36e-01 
6666.30 1.13e-18 3.31e-10 7.34e-04 9.02e-01 9.75e-02 
7073.50 2.02e-18 6.01e-10 1.07e-03 9.39e-01 5.99e-02 
7505.58 3.95e-18 1.22e-09 1.68e-03 9.68e-01 3.04e-02 
7964.05 1.14e-17 3.49e-09 3.21e-03 9.86e-01 1.09e-02 
8450.53 4.65e-17 1.35e-08 7.25e-03 9.90e-01 3.04e-03 
8966.72 2.38e-16 6.18e-08 1.76e-02 9.82e-01 6.92e-04 
9514.44 2.53e-15 5.27e-07 6.15e-02 9.38e-01 8.15e-05 
10095.62 7.42e-14 1.01e-05 3.10e-01 6.90e-01 3.01e-06 
10712.30 2.42e-12 1.65e-04 8.57e-01 1.43e-01 7.95e-09 
11366.65 9.85e-11 2.18e-03 9.93e-01 4.46e-03 7.69e-13 
12061.10 1.15e-08 5.34e-02 9.47e-01 2.68e-05 1.25e-18 
12793.43 8.92e-07 6.76e-01 3.24e-01 6.98e-09 2.03e-26 
13528.61 1.37e-05 9.95e-01 4.76e-03 8.31e-14 3.59e-29 
14194.74 1.43e-04 1.00e+00 3.20e-05 3.52e-19 6.34e-30 
14757.77 9.84e-04 9.99e-01 7.07e-07 2.11e-23 2.60e-30 
15240.48 5.58e-03 9.94e-01 2.69e-08 4.65e-27 9.37e-31 
15646.99 3.07e-02 9.69e-01 1.27e-09 2.48e-30 2.51e-31 
15960.30 1.88e-01 8.12e-01 3.81e-11 2.00e-32 7.79e-32 
16187.41 4.33e-01 5.67e-01 2.69e-12 7.57e-33 4.63e-32 
16354.17 7.85e-01 2.15e-01 8.20e-14 2.06e-33 1.55e-32 
16484.18 8.71e-01 1.29e-01 1.45e-14 3.44e-33 5.50e-32 
16593.12 9.12e-01 8.82e-02 3.71e-15 4.74e-33 2.37e-31 
16691.99 9.60e-01 4.01e-02 3.49e-16 2.27e-33 1.98e-32 
16788.59 9.77e-01 2.33e-02 5.74e-17 3.21e-33 3.71e-31 
16888.37 9.85e-01 1.47e-02 1.39e-17 8.21e-34 2.90e-32 
16998.79 9.93e-01 6.92e-03 1.54e-18 2.76e-34 4.18e-33 
17146.37 9.97e-01 2.99e-03 1.24e-19 8.72e-34 6.80e-32 
17415.23 9.99e-01 1.02e-03 4.38e-21 4.67e-34 5.16e-32 
17888.12 1.00e+00 1.55e-04 1.53e-23 2.20e-34 1.84e-32 
18532.37 1.00e+00 1.06e-05 6.84e-26 5.06e-35 2.04e-32 
19260.76 1.00e+00 1.05e-06 5.67e-26 1.06e-35 2.40e-33 
20034.10 1.00e+00 1.34e-07 4.16e-26 4.48e-36 4.48e-36 
20838.00 1.00e+00 1.57e-08 9.18e-27 1.41e-36 5.20e-36 
21647.97 1.00e+00 3.70e-09 5.19e-27 3.94e-37 3.94e-37 
22447.94 1.00e+00 8.31e-10 3.36e-27 1.58e-37 1.58e-37 
23245.88 1.00e+00 1.62e-10 1.82e-27 8.70e-38 8.70e-38 
24052.47 1.00e+00 3.87e-11 1.54e-27 5.81e-38 5.81e-38 
24867.72 1.00e+00 1.51e-11 1.99e-27 4.59e-38 4.59e-38 
25698.86 1.00e+00 3.12e-12 1.50e-27 4.25e-38 4.25e-38 
26587.16 1.00e+00 1.55e-12 5.36e-27 4.68e-38 4.68e-38 
27637.54 1.00e+00 2.61e-13 8.67e-27 6.32e-38 6.32e-38 
28986.97 1.00e+00 4.66e-14 2.48e-26 1.14e-37 1.14e-37 
#TIME: 4.68 
#NVEL: 67 
#vel_mid[km/s] ne0 ne1 ne2 ne3 ne4 
440.10 7.15e-13 2.13e-05 3.28e-01 6.72e-01 3.29e-05 
999.11 3.52e-14 1.57e-06 9.72e-02 9.03e-01 2.30e-04 
1267.34 2.42e-15 1.33e-07 2.39e-02 9.74e-01 1.78e-03 
1514.05 3.35e-16 2.06e-08 7.88e-03 9.83e-01 8.67e-03 
1808.80 6.47e-17 4.56e-09 3.24e-03 9.69e-01 2.73e-02 
1919.29 1.63e-17 1.23e-09 1.40e-03 9.18e-01 8.04e-02 
2160.92 5.53e-18 4.70e-10 7.72e-04 8.47e-01 1.52e-01 
2292.92 1.12e-18 1.10e-10 2.66e-04 6.18e-01 3.82e-01 
2432.98 6.04e-19 6.46e-11 1.91e-04 5.54e-01 4.46e-01 
2581.60 3.53e-19 4.05e-11 1.38e-04 4.89e-01 5.11e-01 
2739.29 2.39e-19 2.93e-11 1.14e-04 4.55e-01 5.44e-01 
2906.62 1.93e-19 2.47e-11 1.02e-04 4.38e-01 5.62e-01 
3084.17 1.57e-19 2.18e-11 9.49e-05 4.32e-01 5.68e-01 
3272.56 1.28e-19 1.94e-11 8.93e-05 4.29e-01 5.70e-01 
3472.46 1.23e-19 2.04e-11 9.46e-05 4.50e-01 5.50e-01 
3684.57 1.25e-19 2.29e-11 1.05e-04 4.80e-01 5.20e-01 
3909.64 1.17e-19 2.45e-11 1.13e-04 5.09e-01 4.91e-01 
4148.46 1.41e-19 3.13e-11 1.36e-04 5.59e-01 4.41e-01 
4401.86 2.33e-19 5.01e-11 1.88e-04 6.29e-01 3.71e-01 
4670.75 3.46e-19 7.42e-11 2.49e-04 6.93e-01 3.07e-01 
4956.05 3.73e-19 8.73e-11 2.86e-04 7.29e-01 2.71e-01 
5258.79 3.85e-19 9.93e-11 3.23e-04 7.62e-01 2.38e-01 
5580.02 4.79e-19 1.31e-10 3.98e-04 8.06e-01 1.94e-01 
5920.87 6.32e-19 1.81e-10 4.98e-04 8.47e-01 1.53e-01 
6282.54 8.36e-19 2.53e-10 6.32e-04 8.84e-01 1.15e-01 
6666.30 1.32e-18 4.03e-10 8.43e-04 9.19e-01 8.06e-02 
7073.50 2.46e-18 7.53e-10 1.24e-03 9.51e-01 4.78e-02 
7505.58 4.83e-18 1.53e-09 1.94e-03 9.74e-01 2.36e-02 
7964.05 1.44e-17 4.59e-09 3.85e-03 9.88e-01 8.05e-03 
8450.53 5.93e-17 1.75e-08 8.47e-03 9.89e-01 2.36e-03 
8966.72 3.12e-16 8.14e-08 2.08e-02 9.79e-01 5.21e-04 
9514.44 3.48e-15 7.22e-07 7.40e-02 9.26e-01 5.73e-05 
10095.62 1.09e-13 1.44e-05 3.75e-01 6.25e-01 2.05e-06 
10712.30 3.32e-12 2.13e-04 8.95e-01 1.05e-01 1.05e-08 
11366.65 1.39e-10 2.77e-03 9.94e-01 3.06e-03 1.80e-13 
12061.10 1.66e-08 6.96e-02 9.30e-01 1.53e-05 1.90e-19 
12793.43 1.09e-06 7.28e-01 2.72e-01 3.68e-09 5.32e-27 
13528.61 1.58e-05 9.96e-01 4.06e-03 4.19e-14 4.28e-29 
14194.74 1.66e-04 1.00e+00 2.35e-05 1.60e-19 8.06e-30 
14757.77 1.12e-03 9.99e-01 5.34e-07 9.96e-24 2.74e-30 
15240.48 6.30e-03 9.94e-01 2.08e-08 2.43e-27 8.69e-31 
15646.99 3.52e-02 9.65e-01 9.46e-10 1.16e-30 1.88e-31 
15960.30 1.96e-01 8.04e-01 3.42e-11 2.49e-32 1.06e-31 
16187.41 5.03e-01 4.97e-01 1.81e-12 4.57e-33 2.35e-32 
16354.17 8.01e-01 1.99e-01 6.15e-14 2.36e-33 2.76e-32 
16484.18 8.75e-01 1.25e-01 1.18e-14 1.84e-33 1.18e-32 
16593.12 9.28e-01 7.23e-02 1.99e-15 1.52e-33 7.48e-33 
16691.99 9.51e-01 4.94e-02 5.47e-16 3.13e-33 3.57e-32 
16788.59 9.73e-01 2.69e-02 8.25e-17 2.31e-33 1.68e-32 
16888.37 9.85e-01 1.46e-02 1.53e-17 2.44e-33 8.23e-32 
16998.79 9.93e-01 7.46e-03 1.83e-18 1.10e-33 9.00e-32 
17146.37 9.96e-01 3.74e-03 2.17e-19 1.38e-33 3.39e-32 
17415.23 9.99e-01 1.04e-03 4.33e-21 1.89e-34 9.95e-33 
17888.12 1.00e+00 1.31e-04 8.99e-24 9.74e-35 7.26e-33 
18532.37 1.00e+00 1.17e-05 7.13e-26 3.75e-35 5.19e-33 
19260.76 1.00e+00 9.68e-07 4.54e-26 1.12e-35 9.73e-34 
20034.10 1.00e+00 1.18e-07 2.94e-26 4.77e-36 2.80e-34 
20838.00 1.00e+00 2.11e-08 2.33e-26 1.49e-36 1.49e-36 
21647.97 1.00e+00 4.25e-09 7.47e-27 4.19e-37 4.19e-37 
22447.94 1.00e+00 8.35e-10 3.15e-27 1.68e-37 1.68e-37 
23245.88 1.00e+00 2.00e-10 2.75e-27 9.25e-38 9.25e-38 
24052.47 1.00e+00 7.47e-11 3.96e-27 6.18e-38 6.18e-38 
24867.72 1.00e+00 1.81e-11 2.16e-27 4.88e-38 4.88e-38 
25698.86 1.00e+00 4.41e-12 2.34e-27 4.52e-38 4.52e-38 
26587.16 1.00e+00 1.37e-12 2.84e-27 4.97e-38 4.97e-38 
27637.54 1.00e+00 2.91e-13 7.42e-27 6.72e-38 6.72e-38 
28986.97 1.00e+00 6.60e-14 3.22e-26 1.21e-37 1.21e-37 
#TIME: 4.77 
#NVEL: 67 
#vel_mid[km/s] ne0 ne1 ne2 ne3 ne4 
440.10 3.42e-13 1.02e-05 1.80e-01 8.19e-01 3.18e-04 
999.11 2.52e-14 1.21e-06 8.45e-02 9.15e-01 2.96e-04 
1267.34 1.94e-15 1.14e-07 2.15e-02 9.76e-01 2.19e-03 
1514.05 3.10e-16 2.01e-08 7.79e-03 9.84e-01 8.63e-03 
1808.80 6.52e-17 4.74e-09 3.33e-03 9.71e-01 2.56e-02 
1919.29 1.61e-17 1.26e-09 1.39e-03 9.16e-01 8.22e-02 
2160.92 5.88e-18 5.18e-10 8.19e-04 8.59e-01 1.40e-01 
2292.92 1.22e-18 1.23e-10 2.86e-04 6.37e-01 3.62e-01 
2432.98 6.73e-19 7.41e-11 2.05e-04 5.71e-01 4.29e-01 
2581.60 4.22e-19 4.98e-11 1.62e-04 5.26e-01 4.74e-01 
2739.29 2.89e-19 3.62e-11 1.31e-04 4.85e-01 5.15e-01 
2906.62 2.26e-19 3.00e-11 1.17e-04 4.70e-01 5.30e-01 
3084.17 1.91e-19 2.73e-11 1.13e-04 4.70e-01 5.30e-01 
3272.56 1.52e-19 2.39e-11 1.06e-04 4.66e-01 5.34e-01 
3472.46 1.49e-19 2.58e-11 1.13e-04 4.90e-01 5.10e-01 
3684.57 1.54e-19 2.92e-11 1.26e-04 5.23e-01 4.77e-01 
3909.64 1.44e-19 3.13e-11 1.36e-04 5.54e-01 4.46e-01 
4148.46 1.69e-19 3.89e-11 1.61e-04 6.00e-01 4.00e-01 
4401.86 2.77e-19 6.18e-11 2.21e-04 6.71e-01 3.29e-01 
4670.75 4.06e-19 9.01e-11 2.87e-04 7.26e-01 2.74e-01 
4956.05 4.46e-19 1.08e-10 3.35e-04 7.64e-01 2.35e-01 
5258.79 4.49e-19 1.21e-10 3.75e-04 7.94e-01 2.05e-01 
5580.02 5.56e-19 1.58e-10 4.53e-04 8.31e-01 1.68e-01 
5920.87 7.66e-19 2.26e-10 5.81e-04 8.72e-01 1.27e-01 
6282.54 9.88e-19 3.06e-10 7.05e-04 8.99e-01 1.00e-01 
6666.30 1.58e-18 4.97e-10 9.62e-04 9.32e-01 6.70e-02 
7073.50 3.01e-18 9.49e-10 1.44e-03 9.61e-01 3.81e-02 
7505.58 6.21e-18 2.01e-09 2.31e-03 9.80e-01 1.80e-02 
7964.05 1.80e-17 5.87e-09 4.47e-03 9.89e-01 6.34e-03 
8450.53 7.82e-17 2.34e-08 1.01e-02 9.88e-01 1.71e-03 
8966.72 4.16e-16 1.09e-07 2.49e-02 9.75e-01 3.70e-04 
9514.44 5.12e-15 1.05e-06 9.20e-02 9.08e-01 4.07e-05 
10095.62 1.56e-13 2.01e-05 4.42e-01 5.58e-01 1.09e-06 
10712.30 4.44e-12 2.67e-04 9.20e-01 7.95e-02 1.33e-09 
11366.65 2.04e-10 3.67e-03 9.95e-01 1.82e-03 6.51e-14 
12061.10 2.18e-08 8.29e-02 9.17e-01 2.21e-05 2.77e-19 
12793.43 1.31e-06 7.83e-01 2.17e-01 1.88e-09 1.64e-27 
13528.61 1.82e-05 9.98e-01 1.87e-03 1.17e-14 2.50e-29 
14194.74 1.90e-04 1.00e+00 1.75e-05 7.18e-20 8.39e-30 
14757.77 1.23e-03 9.99e-01 4.20e-07 4.96e-24 3.07e-30 
15240.48 6.96e-03 9.93e-01 1.58e-08 1.19e-27 8.75e-31 
15646.99 3.91e-02 9.61e-01 7.31e-10 6.18e-31 2.21e-31 
15960.30 2.01e-01 7.99e-01 2.88e-11 2.77e-32 1.02e-31 
16187.41 4.73e-01 5.27e-01 1.68e-12 7.47e-33 6.57e-32 
16354.17 7.52e-01 2.48e-01 9.41e-14 6.52e-33 6.45e-32 
16484.18 8.31e-01 1.69e-01 1.03e-14 2.09e-33 2.72e-32 
16593.12 9.25e-01 7.53e-02 1.84e-15 2.29e-33 4.13e-32 
16691.99 9.52e-01 4.82e-02 5.17e-16 2.52e-33 2.74e-32 
16788.59 9.78e-01 2.17e-02 4.10e-17 5.40e-34 5.96e-33 
16888.37 9.85e-01 1.51e-02 1.51e-17 2.60e-33 3.31e-32 
16998.79 9.92e-01 7.56e-03 1.71e-18 1.11e-33 3.14e-32 
17146.37 9.97e-01 3.48e-03 1.82e-19 8.62e-34 1.58e-32 
17415.23 9.99e-01 1.10e-03 5.78e-21 5.27e-34 7.42e-32 
17888.12 1.00e+00 1.34e-04 1.08e-23 2.81e-34 6.85e-32 
18532.37 1.00e+00 1.10e-05 6.81e-26 2.37e-35 7.07e-33 
19260.76 1.00e+00 8.93e-07 5.56e-26 1.20e-35 5.44e-34 
20034.10 1.00e+00 1.01e-07 3.25e-26 5.07e-36 2.04e-33 
20838.00 1.00e+00 2.19e-08 2.05e-26 1.59e-36 1.59e-36 
21647.97 1.00e+00 4.17e-09 6.80e-27 4.46e-37 4.46e-37 
22447.94 1.00e+00 1.00e-09 4.20e-27 1.78e-37 1.78e-37 
23245.88 1.00e+00 2.80e-10 3.63e-27 9.84e-38 9.84e-38 
24052.47 1.00e+00 8.47e-11 2.55e-27 6.57e-38 6.57e-38 
24867.72 1.00e+00 2.03e-11 2.08e-27 5.19e-38 5.19e-38 
25698.86 1.00e+00 5.64e-12 2.67e-27 4.81e-38 4.81e-38 
26587.16 1.00e+00 1.50e-12 3.94e-27 5.29e-38 5.29e-38 
27637.54 1.00e+00 4.10e-13 1.08e-26 7.14e-38 7.14e-38 
28986.97 1.00e+00 7.94e-14 3.12e-26 1.29e-37 1.29e-37 
#TIME: 4.87 
#NVEL: 67 
#vel_mid[km/s] ne0 ne1 ne2 ne3 ne4 
440.10 4.48e-13 1.43e-05 2.80e-01 7.20e-01 2.95e-05 
999.11 1.94e-14 1.00e-06 7.75e-02 9.22e-01 3.09e-04 
1267.34 1.77e-15 1.08e-07 2.13e-02 9.77e-01 1.98e-03 
1514.05 3.16e-16 2.11e-08 8.01e-03 9.84e-01 7.80e-03 
1808.80 6.30e-17 4.84e-09 3.38e-03 9.72e-01 2.45e-02 
1919.29 1.69e-17 1.40e-09 1.51e-03 9.27e-01 7.13e-02 
2160.92 6.07e-18 5.56e-10 8.65e-04 8.68e-01 1.31e-01 
2292.92 1.35e-18 1.42e-10 3.20e-04 6.68e-01 3.32e-01 
2432.98 7.64e-19 8.86e-11 2.41e-04 6.12e-01 3.87e-01 
2581.60 4.82e-19 5.92e-11 1.84e-04 5.58e-01 4.42e-01 
2739.29 3.48e-19 4.53e-11 1.57e-04 5.29e-01 4.71e-01 
2906.62 2.65e-19 3.65e-11 1.37e-04 5.05e-01 4.94e-01 
3084.17 2.29e-19 3.39e-11 1.33e-04 5.07e-01 4.93e-01 
3272.56 1.78e-19 2.93e-11 1.23e-04 5.01e-01 4.99e-01 
3472.46 1.84e-19 3.30e-11 1.37e-04 5.34e-01 4.66e-01 
3684.57 1.81e-19 3.57e-11 1.48e-04 5.63e-01 4.37e-01 
3909.64 1.74e-19 3.93e-11 1.63e-04 5.98e-01 4.02e-01 
4148.46 1.97e-19 4.76e-11 1.89e-04 6.41e-01 3.59e-01 
4401.86 3.21e-19 7.45e-11 2.54e-04 7.04e-01 2.96e-01 
4670.75 4.88e-19 1.12e-10 3.36e-04 7.62e-01 2.38e-01 
4956.05 5.44e-19 1.36e-10 3.96e-04 8.00e-01 1.99e-01 
5258.79 5.27e-19 1.47e-10 4.29e-04 8.21e-01 1.78e-01 
5580.02 6.66e-19 1.95e-10 5.25e-04 8.57e-01 1.43e-01 
5920.87 8.64e-19 2.68e-10 6.59e-04 8.91e-01 1.09e-01 
6282.54 1.16e-18 3.74e-10 8.13e-04 9.17e-01 8.24e-02 
6666.30 1.88e-18 6.12e-10 1.11e-03 9.44e-01 5.46e-02 
7073.50 3.67e-18 1.19e-09 1.69e-03 9.70e-01 2.87e-02 
7505.58 8.09e-18 2.69e-09 2.79e-03 9.84e-01 1.31e-02 
7964.05 2.35e-17 7.83e-09 5.36e-03 9.90e-01 4.66e-03 
8450.53 1.02e-16 3.11e-08 1.21e-02 9.87e-01 1.25e-03 
8966.72 5.51e-16 1.47e-07 2.99e-02 9.70e-01 2.71e-04 
9514.44 7.58e-15 1.54e-06 1.18e-01 8.82e-01 2.49e-05 
10095.62 2.20e-13 2.73e-05 5.08e-01 4.92e-01 5.77e-07 
10712.30 6.00e-12 3.36e-04 9.41e-01 5.88e-02 5.32e-10 
11366.65 2.89e-10 4.70e-03 9.94e-01 1.14e-03 1.75e-14 
12061.10 3.14e-08 1.07e-01 8.93e-01 8.06e-06 3.46e-20 
12793.43 1.63e-06 8.32e-01 1.68e-01 8.98e-10 6.71e-28 
13528.61 2.06e-05 9.98e-01 1.88e-03 7.37e-15 5.92e-29 
