#NTIMES: 200
#NSTAGES: 10
#TIMES[d]: 1.3135 1.3409 1.3688 1.3973 1.4263 1.4560 1.4863 1.5173 1.5488 1.5811 1.6140 1.6476 1.6819 1.7169 1.7526 1.7891 1.8263 1.8643 1.9031 1.9427 1.9831 2.0244 2.0665 2.1096 2.1535 2.1983 2.2440 2.2907 2.3384 2.3871 2.4368 2.4875 2.5392 2.5921 2.6460 2.7011 2.7573 2.8147 2.8733 2.9331 2.9941 3.0564 3.1200 3.1850 3.2513 3.3189 3.3880 3.4585 3.5305 3.6040 3.6790 3.7555 3.8337 3.9135 3.9949 4.0781 4.1629 4.2496 4.3380 4.4283 4.5205 4.6145 4.7106 4.8086 4.9087 5.0109 5.1151 5.2216 5.3303 5.4412 5.5544 5.6700 5.7880 5.9085 6.0315 6.1570 6.2851 6.4159 6.5495 6.6858 6.8249 6.9670 7.1120 7.2600 7.4111 7.5653 7.7228 7.8835 8.0476 8.2150 8.3860 8.5605 8.7387 8.9206 9.1062 9.2957 9.4892 9.6867 9.8883 10.0941 10.3042 10.5186 10.7375 10.9610 11.1891 11.4220 11.6597 11.9023 12.1501 12.4029 12.6611 12.9246 13.1935 13.4681 13.7484 14.0346 14.3266 14.6248 14.9292 15.2399 15.5570 15.8808 16.2113 16.5487 16.8931 17.2447 17.6036 17.9700 18.3440 18.7257 19.1155 19.5133 19.9194 20.3340 20.7571 21.1891 21.6301 22.0803 22.5398 23.0089 23.4878 23.9766 24.4756 24.9850 25.5050 26.0358 26.5776 27.1308 27.6954 28.2718 28.8602 29.4608 30.0740 30.6999 31.3388 31.9910 32.6568 33.3365 34.0302 34.7385 35.4615 36.1995 36.9529 37.7219 38.5070 39.3084 40.1265 40.9616 41.8141 42.6843 43.5726 44.4795 45.4052 46.3501 47.3148 48.2995 49.3047 50.3308 51.3783 52.4476 53.5391 54.6534 55.7908 56.9519 58.1372 59.3472 60.5823 61.8431 63.1302 64.4440 65.7853 67.1544 68.5520 69.9787 71.4351 72.9218 74.4394 75.9886 77.5701 79.1845
#
#TIME: 1.3135
#NVEL: 115
#vel_mid[km/s] cr0 cr1 cr2 cr3 cr4 cr5 cr6 cr7 cr8 cr9
8.7177e+03 7.4858e-11 2.6302e-03 9.9737e-01 1.2566e-06 5.0986e-23 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
9.2147e+03 9.8906e-10 1.6270e-02 9.8373e-01 3.2694e-08 4.1153e-27 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
9.6291e+03 1.3558e-08 1.0355e-01 8.9645e-01 6.1312e-10 1.5563e-31 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
9.9539e+03 1.0976e-07 4.3155e-01 5.6845e-01 8.1615e-12 3.9943e-36 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.0246e+04 4.2930e-07 8.3936e-01 1.6064e-01 4.6719e-14 4.2448e-41 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.0542e+04 1.0145e-06 9.7391e-01 2.6090e-02 1.4642e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.0840e+04 1.9348e-06 9.9548e-01 4.5228e-03 7.1530e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1119e+04 3.4170e-06 9.9907e-01 9.2991e-04 6.2288e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1356e+04 6.0294e-06 9.9976e-01 2.3106e-04 1.0824e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1540e+04 1.1012e-05 9.9992e-01 6.8033e-05 3.6374e-24 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1677e+04 1.8639e-05 9.9996e-01 2.2864e-05 1.7415e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1784e+04 2.8422e-05 9.9996e-01 8.7202e-06 1.1137e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1876e+04 3.9062e-05 9.9996e-01 3.8544e-06 1.0239e-27 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1964e+04 4.8657e-05 9.9995e-01 1.9048e-06 1.2025e-28 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2056e+04 5.1119e-05 9.9995e-01 1.1030e-06 1.9078e-29 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2170e+04 5.0018e-05 9.9995e-01 8.1103e-07 6.2886e-30 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2360e+04 5.9468e-05 9.9994e-01 3.6116e-07 4.8024e-31 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2670e+04 7.0013e-05 9.9993e-01 1.4125e-07 2.3007e-32 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.3075e+04 7.3236e-05 9.9993e-01 7.4795e-08 2.6682e-33 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.3530e+04 7.8480e-05 9.9992e-01 3.8820e-08 2.9955e-34 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.4013e+04 9.7081e-05 9.9990e-01 1.4247e-08 1.2443e-35 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.4509e+04 1.0027e-04 9.9990e-01 8.1731e-09 1.8796e-36 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5002e+04 1.1139e-04 9.9989e-01 4.2585e-09 2.2637e-37 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5476e+04 1.2876e-04 9.9987e-01 2.1096e-09 2.4274e-38 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5924e+04 1.2978e-04 9.9987e-01 1.3059e-09 4.6183e-39 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6356e+04 1.2261e-04 9.9988e-01 8.9921e-10 1.1571e-39 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6776e+04 1.3236e-04 9.9987e-01 4.8452e-10 1.5045e-40 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7184e+04 1.2712e-04 9.9987e-01 3.4555e-10 4.3673e-41 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7580e+04 1.2588e-04 9.9987e-01 2.0407e-10 6.8790e-42 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7990e+04 1.0204e-04 9.9990e-01 1.7053e-10 2.6989e-42 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.8458e+04 1.0836e-04 9.9989e-01 7.1410e-11 1.4293e-43 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.9085e+04 1.2629e-04 9.9987e-01 2.0112e-11 2.8026e-45 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.0000e+04 1.2566e-04 9.9987e-01 4.1203e-12 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.1194e+04 8.7304e-05 9.9991e-01 1.2262e-12 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.2528e+04 3.9921e-05 9.9996e-01 1.5843e-12 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.3943e+04 2.1522e-05 9.9998e-01 1.9013e-12 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.5446e+04 1.4084e-05 9.9999e-01 2.1690e-12 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.7044e+04 2.0857e-05 9.9998e-01 2.8670e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.8744e+04 2.2356e-05 9.9998e-01 7.7144e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.0520e+04 3.1865e-05 9.9997e-01 1.1704e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.2244e+04 9.8501e-05 9.9990e-01 3.7788e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.3773e+04 1.5358e-04 9.9985e-01 7.2601e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.5108e+04 6.1424e-05 9.9994e-01 3.7091e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.6326e+04 9.1508e-05 9.9991e-01 6.7021e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.7486e+04 3.4426e-05 9.9997e-01 3.6551e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.8628e+04 1.7772e-05 9.9998e-01 9.5137e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.9769e+04 1.1547e-05 9.9999e-01 1.4691e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.0916e+04 2.4908e-05 9.9998e-01 1.2590e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.2074e+04 4.4682e-05 9.9996e-01 1.6741e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.3252e+04 2.4740e-05 9.9998e-01 3.9974e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.4454e+04 1.5936e-05 9.9998e-01 6.5691e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.5683e+04 1.5120e-05 9.9998e-01 4.2110e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.6942e+04 1.2105e-05 9.9999e-01 4.0877e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.8231e+04 3.7385e-06 1.0000e+00 3.9503e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.9550e+04 6.1763e-06 9.9999e-01 6.6911e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.0900e+04 6.9181e-06 9.9999e-01 2.9050e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.2277e+04 3.7216e-06 1.0000e+00 7.3881e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.3682e+04 5.9137e-06 9.9999e-01 1.3920e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.5110e+04 5.5083e-06 9.9999e-01 9.5311e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.6562e+04 1.0587e-05 9.9999e-01 1.1375e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.8030e+04 1.0091e-05 9.9999e-01 7.4697e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.9510e+04 6.6640e-06 9.9999e-01 1.2021e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.0994e+04 5.1331e-06 9.9999e-01 1.3503e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.2466e+04 7.1034e-06 9.9999e-01 3.7222e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.3912e+04 7.3536e-06 9.9999e-01 2.1139e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.5312e+04 8.6383e-06 9.9999e-01 9.0532e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.6639e+04 6.1507e-06 9.9999e-01 1.3532e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.7870e+04 9.8657e-06 9.9999e-01 2.9048e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.8864e+04 2.1223e-05 9.9998e-01 3.0785e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9460e+04 1.5097e-05 9.9998e-01 6.1839e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9745e+04 5.8393e-06 9.9999e-01 5.9283e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9888e+04 4.6007e-06 1.0000e+00 1.0056e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9960e+04 4.9333e-06 1.0000e+00 8.3935e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9991e+04 4.5765e-06 1.0000e+00 9.9235e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
7.0000e+04 1.8201e-06 1.0000e+00 2.5522e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
#
#TIME: 11.4220
#NVEL: 115
#vel_mid[km/s] cr0 cr1 cr2 cr3 cr4 cr5 cr6 cr7 cr8 cr9
4.2577e+02 7.3982e-26 5.6312e-15 2.7048e-06 3.3273e-01 6.6727e-01 2.7669e-06 7.7436e-17 7.9874e-44 0.0000e+00 0.0000e+00
8.5779e+02 2.9138e-20 3.3179e-11 2.8477e-04 9.2355e-01 7.6169e-02 2.1153e-08 6.6819e-20 0.0000e+00 0.0000e+00 0.0000e+00
8.7843e+02 1.5660e-20 1.9476e-11 1.9617e-04 8.7911e-01 1.2070e-01 6.8417e-08 5.4881e-19 1.4013e-45 0.0000e+00 0.0000e+00
9.1772e+02 8.6048e-21 1.1601e-11 1.3531e-04 8.1894e-01 1.8092e-01 1.9986e-07 3.8358e-18 5.6052e-44 0.0000e+00 0.0000e+00
9.7304e+02 4.2727e-21 6.2910e-12 8.6127e-05 7.2717e-01 2.7274e-01 6.3383e-07 3.2206e-17 2.5938e-42 0.0000e+00 0.0000e+00
1.0350e+03 1.8549e-21 2.9999e-12 4.8823e-05 5.9610e-01 4.0385e-01 2.1602e-06 3.2766e-16 1.8098e-40 0.0000e+00 0.0000e+00
1.1000e+03 6.9794e-22 1.2439e-12 2.4234e-05 4.3864e-01 5.6132e-01 7.3816e-06 3.6518e-15 1.6254e-38 0.0000e+00 0.0000e+00
1.1690e+03 2.1703e-22 4.2930e-13 1.0123e-05 2.8082e-01 7.1914e-01 2.5280e-05 4.5614e-14 2.0005e-36 0.0000e+00 0.0000e+00
1.2425e+03 6.0068e-23 1.3169e-13 3.7481e-06 1.6062e-01 8.3930e-01 8.1369e-05 5.5954e-13 2.6306e-34 0.0000e+00 0.0000e+00
1.3205e+03 1.5589e-23 3.7451e-14 1.2702e-06 8.4280e-02 9.1546e-01 2.5355e-04 7.0073e-12 3.9435e-32 0.0000e+00 0.0000e+00
1.4033e+03 3.7237e-24 9.9133e-15 4.0287e-07 4.1797e-02 9.5743e-01 7.7147e-04 8.7609e-11 6.1125e-30 0.0000e+00 0.0000e+00
1.4915e+03 8.1852e-25 2.4774e-15 1.2269e-07 2.0131e-02 9.7758e-01 2.2857e-03 1.0547e-09 8.7801e-28 0.0000e+00 0.0000e+00
1.5852e+03 1.6287e-25 5.7783e-16 3.5655e-08 9.4228e-03 9.8385e-01 6.7307e-03 1.2643e-08 1.2329e-25 0.0000e+00 0.0000e+00
1.6847e+03 3.2036e-26 1.3482e-16 1.0399e-08 4.4053e-03 9.7648e-01 1.9111e-02 1.4131e-07 1.5083e-23 4.4842e-44 0.0000e+00
1.7904e+03 6.2380e-27 3.1467e-17 3.0400e-09 2.0477e-03 9.4651e-01 5.1439e-02 1.4341e-06 1.5397e-21 6.6433e-41 0.0000e+00
1.9028e+03 1.1783e-27 7.1943e-18 8.7223e-10 9.2453e-04 8.7203e-01 1.2703e-01 1.2696e-05 1.2431e-19 6.8610e-38 0.0000e+00
2.0223e+03 2.3035e-28 1.6650e-18 2.4625e-10 3.9580e-04 7.2924e-01 2.7027e-01 9.0980e-05 7.4043e-18 4.7130e-35 0.0000e+00
2.1493e+03 4.8074e-29 4.0232e-19 7.0484e-11 1.6272e-04 5.4099e-01 4.5839e-01 4.5311e-04 2.4284e-16 1.3641e-32 0.0000e+00
2.2843e+03 1.2629e-29 1.1830e-19 2.3568e-11 7.1986e-05 3.8029e-01 6.1821e-01 1.4301e-03 3.4103e-15 1.0759e-30 0.0000e+00
2.4277e+03 4.7194e-30 4.8198e-20 1.0566e-11 3.9172e-05 2.8336e-01 7.1368e-01 2.9122e-03 1.8654e-14 1.8409e-29 0.0000e+00
2.5802e+03 3.0152e-30 3.2395e-20 7.4940e-12 3.0319e-05 2.4959e-01 7.4660e-01 3.7842e-03 3.4823e-14 5.2037e-29 0.0000e+00
2.7422e+03 3.8785e-30 4.2011e-20 9.7561e-12 3.7806e-05 2.8117e-01 7.1589e-01 2.9012e-03 1.7425e-14 1.5790e-29 0.0000e+00
2.9144e+03 1.2518e-29 1.2887e-19 2.8002e-11 8.6530e-05 4.2210e-01 5.7680e-01 1.0160e-03 1.3398e-15 2.0815e-31 0.0000e+00
3.0973e+03 1.0264e-28 9.3048e-19 1.7181e-10 3.3277e-04 7.0875e-01 2.9081e-01 1.0352e-04 7.6867e-18 4.2313e-35 0.0000e+00
3.2918e+03 9.7054e-28 7.7249e-18 1.1779e-09 1.2548e-03 9.1936e-01 7.9384e-02 3.5255e-06 6.0786e-21 4.2241e-40 0.0000e+00
3.4986e+03 8.6099e-27 5.7323e-17 6.7988e-09 3.8550e-03 9.7761e-01 1.8534e-02 1.1110e-07 5.4344e-24 5.6052e-45 0.0000e+00
3.7182e+03 2.5222e-25 1.1145e-15 7.8825e-08 1.6957e-02 9.8058e-01 2.4632e-03 1.0935e-09 6.1521e-28 0.0000e+00 0.0000e+00
3.9517e+03 6.9104e-23 1.7928e-13 5.6147e-06 2.1429e-01 7.8566e-01 4.1286e-05 1.1664e-13 9.2893e-36 0.0000e+00 0.0000e+00
4.1999e+03 2.6000e-21 6.0065e-12 1.0910e-04 8.2360e-01 1.7629e-01 1.4312e-07 1.5014e-18 4.2039e-45 0.0000e+00 0.0000e+00
4.4636e+03 9.7979e-21 2.2412e-11 3.0647e-04 9.5698e-01 4.2717e-02 3.4124e-09 1.5765e-21 0.0000e+00 0.0000e+00 0.0000e+00
4.7438e+03 5.0827e-20 9.6460e-11 8.4414e-04 9.9015e-01 9.0048e-03 7.4743e-11 1.7470e-24 0.0000e+00 0.0000e+00 0.0000e+00
5.0416e+03 4.2178e-19 6.0807e-10 2.9207e-03 9.9581e-01 1.2655e-03 6.5385e-13 4.0144e-28 0.0000e+00 0.0000e+00 0.0000e+00
5.3582e+03 4.9731e-18 5.3022e-09 1.2561e-02 9.8732e-01 1.2008e-04 2.2442e-15 1.7675e-32 0.0000e+00 0.0000e+00 0.0000e+00
5.6947e+03 1.0467e-16 7.9203e-08 7.7085e-02 9.2291e-01 5.4138e-06 1.3618e-18 3.7165e-38 0.0000e+00 0.0000e+00 0.0000e+00
6.0522e+03 2.0434e-15 1.0973e-06 4.0327e-01 5.9673e-01 1.1818e-07 2.3698e-22 1.1210e-44 0.0000e+00 0.0000e+00 0.0000e+00
6.4323e+03 1.8041e-14 6.5218e-06 8.5244e-01 1.4755e-01 9.3616e-10 1.4216e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.8362e+03 8.5989e-14 2.0710e-05 9.7867e-01 2.1313e-02 4.9613e-12 6.9993e-31 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
7.2654e+03 3.6168e-13 5.7909e-05 9.9712e-01 2.8189e-03 2.5457e-14 3.6234e-35 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
7.7216e+03 1.7729e-12 1.8037e-04 9.9953e-01 2.8465e-04 6.6246e-17 5.3119e-40 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
8.2065e+03 9.6727e-12 6.1562e-04 9.9936e-01 2.2985e-05 9.4702e-20 2.8026e-45 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
8.7177e+03 8.5986e-11 2.9631e-03 9.9704e-01 9.4212e-07 2.3487e-23 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
9.2147e+03 1.2035e-09 1.9078e-02 9.8092e-01 2.2530e-08 1.5300e-27 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
9.6291e+03 1.6904e-08 1.2349e-01 8.7651e-01 3.8195e-10 4.5620e-32 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
9.9539e+03 1.3336e-07 4.9258e-01 5.0742e-01 4.2399e-12 8.4466e-37 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.0246e+04 4.9003e-07 8.7603e-01 1.2397e-01 1.9031e-14 6.0550e-42 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.0542e+04 1.0783e-06 9.7926e-01 2.0741e-02 6.9473e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.0840e+04 2.0522e-06 9.9645e-01 3.5440e-03 3.2835e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1119e+04 3.6490e-06 9.9927e-01 7.2286e-04 2.8244e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1356e+04 6.2634e-06 9.9980e-01 1.9357e-04 6.1414e-23 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1540e+04 1.1609e-05 9.9993e-01 5.5142e-05 1.8807e-24 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1677e+04 1.9381e-05 9.9996e-01 1.9154e-05 9.9115e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1784e+04 2.7581e-05 9.9996e-01 8.6190e-06 1.0214e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1876e+04 3.7494e-05 9.9996e-01 3.9120e-06 1.0138e-27 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1964e+04 4.7884e-05 9.9995e-01 1.8194e-06 9.9951e-29 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2056e+04 4.8857e-05 9.9995e-01 1.1313e-06 1.9481e-29 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2170e+04 5.1408e-05 9.9995e-01 6.9649e-07 3.8450e-30 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2360e+04 6.1935e-05 9.9994e-01 3.0021e-07 2.6735e-31 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2670e+04 6.3628e-05 9.9994e-01 1.6374e-07 3.3419e-32 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.3075e+04 7.4145e-05 9.9993e-01 6.6660e-08 1.8179e-33 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.3530e+04 7.8810e-05 9.9992e-01 3.5295e-08 2.1620e-34 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.4013e+04 9.1783e-05 9.9991e-01 1.4975e-08 1.3618e-35 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.4509e+04 9.5303e-05 9.9990e-01 8.4801e-09 1.9819e-36 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5002e+04 1.0518e-04 9.9989e-01 4.4874e-09 2.4952e-37 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5476e+04 1.1776e-04 9.9988e-01 2.3998e-09 3.3314e-38 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5924e+04 1.1779e-04 9.9988e-01 1.5132e-09 6.6829e-39 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6356e+04 1.2177e-04 9.9988e-01 8.3939e-10 9.0126e-40 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6776e+04 1.1418e-04 9.9989e-01 6.3479e-10 3.0960e-40 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7184e+04 1.1772e-04 9.9988e-01 3.8176e-10 5.5142e-41 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7580e+04 1.1703e-04 9.9988e-01 2.2341e-10 8.4638e-42 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7990e+04 1.2040e-04 9.9988e-01 1.0473e-10 6.3199e-43 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
