#NTIMES: 200
#NSTAGES: 7
#TIMES[d]: 1.3135 1.3409 1.3688 1.3973 1.4263 1.4560 1.4863 1.5173 1.5488 1.5811 1.6140 1.6476 1.6819 1.7169 1.7526 1.7891 1.8263 1.8643 1.9031 1.9427 1.9831 2.0244 2.0665 2.1096 2.1535 2.1983 2.2440 2.2907 2.3384 2.3871 2.4368 2.4875 2.5392 2.5921 2.6460 2.7011 2.7573 2.8147 2.8733 2.9331 2.9941 3.0564 3.1200 3.1850 3.2513 3.3189 3.3880 3.4585 3.5305 3.6040 3.6790 3.7555 3.8337 3.9135 3.9949 4.0781 4.1629 4.2496 4.3380 4.4283 4.5205 4.6145 4.7106 4.8086 4.9087 5.0109 5.1151 5.2216 5.3303 5.4412 5.5544 5.6700 5.7880 5.9085 6.0315 6.1570 6.2851 6.4159 6.5495 6.6858 6.8249 6.9670 7.1120 7.2600 7.4111 7.5653 7.7228 7.8835 8.0476 8.2150 8.3860 8.5605 8.7387 8.9206 9.1062 9.2957 9.4892 9.6867 9.8883 10.0941 10.3042 10.5186 10.7375 10.9610 11.1891 11.4220 11.6597 11.9023 12.1501 12.4029 12.6611 12.9246 13.1935 13.4681 13.7484 14.0346 14.3266 14.6248 14.9292 15.2399 15.5570 15.8808 16.2113 16.5487 16.8931 17.2447 17.6036 17.9700 18.3440 18.7257 19.1155 19.5133 19.9194 20.3340 20.7571 21.1891 21.6301 22.0803 22.5398 23.0089 23.4878 23.9766 24.4756 24.9850 25.5050 26.0358 26.5776 27.1308 27.6954 28.2718 28.8602 29.4608 30.0740 30.6999 31.3388 31.9910 32.6568 33.3365 34.0302 34.7385 35.4615 36.1995 36.9529 37.7219 38.5070 39.3084 40.1265 40.9616 41.8141 42.6843 43.5726 44.4795 45.4052 46.3501 47.3148 48.2995 49.3047 50.3308 51.3783 52.4476 53.5391 54.6534 55.7908 56.9519 58.1372 59.3472 60.5823 61.8431 63.1302 64.4440 65.7853 67.1544 68.5520 69.9787 71.4351 72.9218 74.4394 75.9886 77.5701 79.1845
#
#TIME: 1.3135
#NVEL: 115
#vel_mid[km/s] mg0 mg1 mg2 mg3 mg4 mg5 mg6
9.9539e+03 1.0859e-10 1.5269e-03 9.9847e-01 2.1086e-31 0.0000e+00 0.0000e+00 0.0000e+00
1.0246e+04 5.1247e-10 4.7516e-03 9.9525e-01 3.2249e-34 0.0000e+00 0.0000e+00 0.0000e+00
1.0542e+04 2.6415e-09 1.5190e-02 9.8481e-01 4.5040e-37 0.0000e+00 0.0000e+00 0.0000e+00
1.0840e+04 2.1774e-08 6.2844e-02 9.3716e-01 1.8476e-40 0.0000e+00 0.0000e+00 0.0000e+00
1.1119e+04 1.9597e-07 2.5485e-01 7.4515e-01 2.9427e-44 0.0000e+00 0.0000e+00 0.0000e+00
1.1356e+04 1.4257e-06 6.9619e-01 3.0381e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1540e+04 4.9057e-06 9.3752e-01 6.2480e-02 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1677e+04 1.0396e-05 9.8608e-01 1.3907e-02 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1784e+04 1.9020e-05 9.9615e-01 3.8356e-03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1876e+04 3.5021e-05 9.9890e-01 1.0623e-03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1964e+04 5.9253e-05 9.9961e-01 3.3575e-04 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2056e+04 7.7526e-05 9.9977e-01 1.4971e-04 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2170e+04 1.1348e-04 9.9983e-01 5.6168e-05 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2360e+04 1.7183e-04 9.9981e-01 1.9353e-05 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2670e+04 2.7046e-04 9.9972e-01 5.5582e-06 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.3075e+04 4.7656e-04 9.9952e-01 1.2959e-06 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.3530e+04 7.2461e-04 9.9927e-01 4.1612e-07 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.4013e+04 1.0757e-03 9.9892e-01 1.4023e-07 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.4509e+04 1.7727e-03 9.9823e-01 3.8905e-08 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5002e+04 2.3340e-03 9.9767e-01 1.7519e-08 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5476e+04 3.0142e-03 9.9699e-01 8.4177e-09 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5924e+04 3.9906e-03 9.9601e-01 3.5814e-09 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6356e+04 4.3528e-03 9.9565e-01 2.1522e-09 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6776e+04 4.5071e-03 9.9549e-01 1.5049e-09 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7184e+04 5.3593e-03 9.9464e-01 7.9972e-10 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7580e+04 5.5421e-03 9.9446e-01 5.1908e-10 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7990e+04 6.2123e-03 9.9379e-01 2.6226e-10 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.8458e+04 5.2045e-03 9.9480e-01 2.3066e-10 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.9085e+04 7.3008e-03 9.9270e-01 6.5282e-11 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.0000e+04 8.2357e-03 9.9176e-01 1.7867e-11 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.1194e+04 8.0307e-03 9.9197e-01 4.6592e-12 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.2528e+04 8.0096e-03 9.9199e-01 1.5175e-12 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.3943e+04 3.9319e-03 9.9607e-01 2.4884e-12 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.5446e+04 4.1592e-03 9.9584e-01 1.1685e-12 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.7044e+04 3.4782e-03 9.9652e-01 8.8447e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.8744e+04 4.2438e-04 9.9958e-01 2.7113e-11 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.0520e+04 2.7947e-02 9.7205e-01 2.8731e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.2244e+04 4.2238e-02 9.5776e-01 7.4949e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.3773e+04 6.3563e-02 9.3644e-01 2.0879e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.5108e+04 1.5283e-02 9.8472e-01 3.0069e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.6326e+04 3.0582e-03 9.9694e-01 5.0046e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.7486e+04 4.1655e-02 9.5835e-01 1.3412e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.8628e+04 3.0328e-03 9.9697e-01 2.0513e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.9769e+04 3.2795e-02 9.6721e-01 9.7247e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.0916e+04 3.1313e-03 9.9687e-01 8.6080e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.2074e+04 5.8592e-02 9.4141e-01 1.2128e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.3252e+04 3.1710e-01 6.8290e-01 7.5321e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.4454e+04 4.6126e-02 9.5387e-01 9.6004e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.5683e+04 4.4525e-01 5.5475e-01 8.0465e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.6942e+04 5.0945e-01 4.9055e-01 2.6572e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.8231e+04 5.7038e-01 4.2962e-01 8.9093e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.9550e+04 4.2954e-02 9.5705e-01 2.4356e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.0900e+04 8.0855e-04 9.9919e-01 5.9232e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.2277e+04 1.4098e-05 9.9999e-01 1.2657e-11 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.3682e+04 2.3022e-06 1.0000e+00 1.4016e-09 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.5110e+04 2.7044e-16 8.2368e-05 9.9992e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.6562e+04 6.7096e-07 1.0000e+00 5.2362e-08 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.8030e+04 5.7125e-02 9.4288e-01 1.3794e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.9510e+04 5.1482e-01 4.8518e-01 8.7459e-23 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.0994e+04 3.9198e-01 6.0802e-01 2.4641e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.2466e+04 1.4990e-02 9.8501e-01 8.8730e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.3912e+04 6.1777e-04 9.9938e-01 4.1120e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.5312e+04 5.4777e-01 4.5223e-01 1.5988e-23 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.6639e+04 5.0037e-01 4.9963e-01 2.0735e-23 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.7870e+04 4.5010e-01 5.4990e-01 2.8146e-23 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.8864e+04 3.8848e-03 9.9612e-01 3.5599e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9460e+04 9.1458e-07 1.0000e+00 1.4172e-10 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9745e+04 1.0759e-05 9.9999e-01 3.2588e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9888e+04 3.0904e-05 9.9997e-01 3.9658e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9960e+04 1.7660e-05 9.9998e-01 1.1741e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9991e+04 1.6472e-05 9.9998e-01 1.3332e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
7.0000e+04 7.0104e-06 9.9999e-01 3.0440e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
#
#TIME: 6.6858
#NVEL: 115
#vel_mid[km/s] mg0 mg1 mg2 mg3 mg4 mg5 mg6
4.2577e+02 1.5024e-18 3.8719e-09 1.0000e+00 3.9428e-06 6.7341e-19 1.5513e-39 0.0000e+00
8.5779e+02 6.3408e-15 2.3196e-07 1.0000e+00 2.2673e-07 3.8010e-21 1.5414e-42 0.0000e+00
8.7843e+02 4.5247e-15 1.8199e-07 1.0000e+00 9.9617e-07 1.2493e-19 6.7742e-40 0.0000e+00
9.1772e+02 2.7802e-15 1.2845e-07 9.9999e-01 1.1028e-05 3.6815e-17 1.3863e-35 0.0000e+00
9.7304e+02 1.8532e-15 9.7631e-08 9.9991e-01 8.7899e-05 5.0064e-15 7.3969e-32 0.0000e+00
1.0350e+03 1.4342e-15 8.3228e-08 9.9971e-01 2.8601e-04 8.1309e-14 9.5792e-30 0.0000e+00
1.1000e+03 1.1865e-15 7.4393e-08 9.9936e-01 6.3540e-04 5.3457e-13 2.5508e-28 0.0000e+00
1.1690e+03 9.8302e-16 6.6806e-08 9.9867e-01 1.3344e-03 3.0723e-12 5.3591e-27 0.0000e+00
1.2425e+03 7.7811e-16 5.8605e-08 9.9655e-01 3.4539e-03 2.9007e-11 2.6825e-25 0.0000e+00
1.3205e+03 5.9774e-16 5.0628e-08 9.8825e-01 1.1750e-02 5.3096e-10 4.3308e-23 4.0638e-44
1.4033e+03 4.2353e-16 4.1718e-08 9.5058e-01 4.9423e-02 1.6748e-08 1.8529e-20 5.1538e-40
1.4915e+03 2.5933e-16 3.0344e-08 8.0502e-01 1.9497e-01 5.3983e-07 9.0540e-18 8.6283e-36
1.5852e+03 1.2398e-16 1.7004e-08 5.0872e-01 4.9128e-01 9.0151e-06 1.7542e-15 4.0298e-32
1.6847e+03 4.0383e-17 6.5004e-09 2.1618e-01 7.8373e-01 8.7830e-05 1.7855e-13 8.5832e-29
1.7904e+03 9.5443e-18 1.8628e-09 7.0258e-02 9.2914e-01 6.0445e-04 1.1919e-11 1.0726e-25
1.9028e+03 2.0062e-18 4.9012e-10 2.1496e-02 9.7517e-01 3.3391e-03 5.5667e-10 7.7229e-23
2.0223e+03 4.1021e-19 1.2566e-10 6.3561e-03 9.7634e-01 1.7302e-02 2.3901e-08 4.9588e-20
2.1493e+03 8.6208e-20 3.2732e-11 1.8769e-03 9.2003e-01 7.8093e-02 8.1138e-07 2.2174e-17
2.2843e+03 1.9172e-20 8.6988e-12 5.4636e-04 7.4566e-01 2.5378e-01 1.5871e-05 4.3009e-15
2.4277e+03 4.3384e-21 2.2976e-12 1.5640e-04 4.8908e-01 5.1062e-01 1.3569e-04 2.3226e-13
2.5802e+03 1.2631e-21 7.5789e-13 5.5531e-05 3.0781e-01 6.9164e-01 4.9140e-04 2.9233e-12
2.7422e+03 7.0674e-22 4.5832e-13 3.5654e-05 2.4862e-01 7.5058e-01 7.7137e-04 7.2540e-12
2.9144e+03 1.1668e-21 7.5831e-13 6.0988e-05 3.2631e-01 6.7321e-01 4.1529e-04 2.0052e-12
3.0973e+03 5.8631e-21 3.5208e-12 2.8668e-04 6.2750e-01 3.7217e-01 4.4498e-05 2.5813e-14
3.2918e+03 4.8693e-20 2.5605e-11 2.1196e-03 9.3807e-01 5.9809e-02 3.8040e-07 4.9401e-18
3.4986e+03 5.5352e-19 2.2249e-10 1.6329e-02 9.7963e-01 4.0421e-03 7.3258e-10 9.7013e-23
3.7182e+03 1.2674e-17 3.1987e-09 1.6802e-01 8.3186e-01 1.2014e-04 2.9522e-13 1.5796e-28
3.9517e+03 1.8910e-16 2.7322e-08 9.1158e-01 8.8424e-02 6.1691e-08 1.5658e-19 1.1533e-38
4.1999e+03 3.2231e-16 3.9313e-08 9.9931e-01 6.8631e-04 4.9371e-13 1.5593e-28 0.0000e+00
4.4636e+03 4.9179e-16 5.5157e-08 9.9998e-01 1.6421e-05 6.7497e-17 2.5424e-35 0.0000e+00
4.7438e+03 9.8525e-16 9.1982e-08 1.0000e+00 5.2022e-07 1.9211e-20 1.6406e-41 0.0000e+00
5.0416e+03 1.6539e-15 1.4060e-07 1.0000e+00 3.0301e-08 2.2847e-23 0.0000e+00 0.0000e+00
5.3582e+03 2.5182e-15 2.0270e-07 1.0000e+00 2.7578e-09 7.7977e-26 0.0000e+00 0.0000e+00
5.6947e+03 3.5569e-15 2.7675e-07 1.0000e+00 3.7172e-10 6.7405e-28 0.0000e+00 0.0000e+00
6.0522e+03 4.9476e-15 3.7257e-07 1.0000e+00 5.8970e-11 8.5953e-30 0.0000e+00 0.0000e+00
6.4323e+03 6.7287e-15 5.0098e-07 1.0000e+00 8.7747e-12 9.3509e-32 0.0000e+00 0.0000e+00
6.8362e+03 9.4835e-15 7.0680e-07 1.0000e+00 9.3092e-13 4.5392e-34 0.0000e+00 0.0000e+00
7.2654e+03 1.5846e-14 1.1518e-06 1.0000e+00 4.7144e-14 3.8464e-37 0.0000e+00 0.0000e+00
7.7216e+03 3.4562e-14 2.4151e-06 1.0000e+00 5.4342e-16 9.7446e-42 0.0000e+00 0.0000e+00
8.2065e+03 1.1610e-13 7.2629e-06 9.9999e-01 9.1290e-19 0.0000e+00 0.0000e+00 0.0000e+00
8.7177e+03 6.7713e-13 3.1573e-05 9.9997e-01 3.0522e-22 0.0000e+00 0.0000e+00 0.0000e+00
9.2147e+03 4.3759e-12 1.3766e-04 9.9986e-01 1.1005e-25 0.0000e+00 0.0000e+00 0.0000e+00
9.6291e+03 2.4413e-11 5.1355e-04 9.9949e-01 7.6747e-29 0.0000e+00 0.0000e+00 0.0000e+00
9.9539e+03 1.2068e-10 1.6837e-03 9.9832e-01 9.9684e-32 0.0000e+00 0.0000e+00 0.0000e+00
1.0246e+04 5.6584e-10 5.1991e-03 9.9480e-01 1.5850e-34 0.0000e+00 0.0000e+00 0.0000e+00
1.0542e+04 2.8865e-09 1.6475e-02 9.8352e-01 2.2863e-37 0.0000e+00 0.0000e+00 0.0000e+00
1.0840e+04 2.3944e-08 6.8333e-02 9.3167e-01 8.8402e-41 0.0000e+00 0.0000e+00 0.0000e+00
1.1119e+04 2.2040e-07 2.7872e-01 7.2128e-01 1.1210e-44 0.0000e+00 0.0000e+00 0.0000e+00
1.1356e+04 1.5314e-06 7.2391e-01 2.7609e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1540e+04 5.0177e-06 9.4376e-01 5.6235e-02 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1677e+04 1.0605e-05 9.8755e-01 1.2437e-02 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1784e+04 1.9613e-05 9.9660e-01 3.3807e-03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1876e+04 3.5299e-05 9.9898e-01 9.8676e-04 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1964e+04 6.0464e-05 9.9963e-01 3.0493e-04 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2056e+04 7.8821e-05 9.9978e-01 1.3700e-04 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2170e+04 1.0379e-04 9.9983e-01 6.3150e-05 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2360e+04 1.6415e-04 9.9982e-01 1.9997e-05 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2670e+04 2.7645e-04 9.9972e-01 5.0320e-06 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.3075e+04 4.5034e-04 9.9955e-01 1.3675e-06 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.3530e+04 7.0490e-04 9.9929e-01 4.1492e-07 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.4013e+04 9.8633e-04 9.9901e-01 1.5676e-07 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.4509e+04 1.4575e-03 9.9854e-01 5.3744e-08 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5002e+04 1.8437e-03 9.9816e-01 2.6177e-08 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5476e+04 2.6859e-03 9.9731e-01 9.9632e-09 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5924e+04 3.1508e-03 9.9685e-01 5.3774e-09 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6356e+04 3.5734e-03 9.9643e-01 2.9969e-09 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6776e+04 3.8052e-03 9.9619e-01 1.9842e-09 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7184e+04 4.4871e-03 9.9551e-01 1.0735e-09 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7580e+04 3.8177e-03 9.9618e-01 1.0236e-09 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7990e+04 3.9053e-03 9.9609e-01 6.2021e-10 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.8458e+04 4.1314e-03 9.9587e-01 3.4364e-10 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.9085e+04 3.2765e-03 9.9672e-01 2.9982e-10 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.0000e+04 6.1901e-03 9.9381e-01 2.9758e-11 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.1194e+04 5.8952e-03 9.9410e-01 8.1361e-12 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.2528e+04 5.3621e-03 9.9464e-01 3.1977e-12 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.3943e+04 2.9623e-03 9.9704e-01 4.1255e-12 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.5446e+04 3.3818e-03 9.9662e-01 1.6684e-12 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.7044e+04 4.1223e-03 9.9588e-01 5.9424e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.8744e+04 1.8990e-03 9.9810e-01 1.3189e-12 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.0520e+04 3.5161e-03 9.9648e-01 1.9760e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.2244e+04 1.5942e-03 9.9841e-01 6.1099e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.3773e+04 7.8540e-03 9.9215e-01 1.7450e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.5108e+04 1.8132e-01 8.1868e-01 8.8632e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.6326e+04 3.8146e-02 9.6185e-01 2.4755e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.7486e+04 9.4346e-02 9.0565e-01 1.9112e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.8628e+04 3.9521e-02 9.6048e-01 9.1899e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.9769e+04 4.3453e-03 9.9565e-01 6.2472e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.0916e+04 3.7992e-02 9.6201e-01 4.4667e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.2074e+04 2.4629e-01 7.5371e-01 2.5554e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.3252e+04 2.6338e-02 9.7366e-01 4.5267e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.4454e+04 2.7121e-01 7.2879e-01 8.5035e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.5683e+04 9.0079e-02 9.0992e-01 1.3037e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.6942e+04 6.3966e-02 9.3603e-01 2.0018e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.8231e+04 3.5051e-02 9.6495e-01 5.2626e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.9550e+04 2.6150e-01 7.3850e-01 2.0798e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.0900e+04 1.2302e-02 9.8770e-01 2.2880e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.2277e+04 1.9190e-04 9.9981e-01 6.3447e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.3682e+04 5.3251e-06 9.9999e-01 8.3486e-11 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.5110e+04 7.0495e-15 7.1149e-04 9.9929e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.6562e+04 1.1768e-06 1.0000e+00 5.1746e-09 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.8030e+04 8.6389e-02 9.1361e-01 4.9249e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.9510e+04 3.8130e-05 9.9996e-01 2.3969e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.0994e+04 2.0962e-01 7.9038e-01 2.2431e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.2466e+04 1.1581e-01 8.8419e-01 8.3484e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.3912e+04 8.8841e-03 9.9112e-01 1.8055e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.5312e+04 6.6125e-01 3.3875e-01 3.6547e-24 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.6639e+04 7.4644e-01 2.5356e-01 7.7597e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.7870e+04 7.7986e-01 2.2014e-01 3.3552e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.8864e+04 3.5041e-02 9.6496e-01 3.3334e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9460e+04 2.1853e-06 1.0000e+00 1.0148e-11 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9745e+04 8.3458e-05 9.9992e-01 5.6199e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9888e+04 2.6648e-04 9.9973e-01 5.7009e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9960e+04 1.4476e-04 9.9986e-01 1.8524e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9991e+04 1.3405e-04 9.9987e-01 2.1302e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
7.0000e+04 5.5226e-05 9.9994e-01 5.0542e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
#
#TIME: 6.8249
#NVEL: 115
#vel_mid[km/s] mg0 mg1 mg2 mg3 mg4 mg5 mg6
4.2577e+02 1.4148e-18 3.8240e-09 1.0000e+00 3.0915e-06 3.7057e-19 5.3083e-40 0.0000e+00
8.5779e+02 5.9276e-15 2.2697e-07 1.0000e+00 1.9182e-07 2.5075e-21 7.2447e-43 0.0000e+00
8.7843e+02 4.3139e-15 1.8051e-07 1.0000e+00 7.6343e-07 6.5227e-20 2.1190e-40 0.0000e+00
9.1772e+02 2.7353e-15 1.3010e-07 9.9999e-01 6.9437e-06 1.2054e-17 1.9153e-36 0.0000e+00
9.7304e+02 1.8275e-15 9.8482e-08 9.9994e-01 5.6071e-05 1.6920e-15 1.0811e-32 0.0000e+00
1.0350e+03 1.4092e-15 8.3431e-08 9.9981e-01 1.9336e-04 3.1578e-14 1.7881e-30 0.0000e+00
1.1000e+03 1.1589e-15 7.4144e-08 9.9955e-01 4.5079e-04 2.3282e-13 5.8205e-29 0.0000e+00
1.1690e+03 9.5245e-16 6.6166e-08 9.9901e-01 9.9248e-04 1.4962e-12 1.4866e-27 0.0000e+00
1.2425e+03 7.5324e-16 5.7923e-08 9.9739e-01 2.6112e-03 1.4677e-11 7.9547e-26 0.0000e+00
1.3205e+03 5.7858e-16 4.9972e-08 9.9097e-01 9.0265e-03 2.7835e-10 1.3643e-23 7.0065e-45
1.4033e+03 4.1589e-16 4.1573e-08 9.6243e-01 3.7573e-02 8.4533e-09 5.4229e-21 7.3089e-41
1.4915e+03 2.6210e-16 3.1161e-08 8.4537e-01 1.5463e-01 2.8605e-07 2.8012e-18 1.3057e-36
