#NTIMES: 265
#NSTAGES: 5
#TIMES[d]: 1.0736 1.18096 1.299056 1.428962 1.571858 1.729044 1.901948 2.092143 2.301357 2.531493 2.784642 3.063106 3.369417 3.706359 4.076994 4.484694 4.933163 5.426479 5.969127 6.56604 7.222644 7.944908 8.739399 9.613339 10.574673 11.574673 12.574673 13.574673 14.574673 15.574673 16.574673 17.574673 18.574673 19.574673 20.574673 21.574673 22.574673 23.574673 24.574673 25.574673 26.574673 27.574673 28.574673 29.574673 30.574673 31.574673 32.574673 33.574673 34.574673 35.574673 36.574673 37.574673 38.574673 39.574673 40.574673 41.574673 42.574673 43.574673 44.574673 45.574673 46.574673 47.574673 48.57467 49.57467 50.57467 51.57467 52.57467 53.57467 54.57467 55.57467 56.57467 57.57467 58.57467 59.57467 60.57467 61.57467 62.57467 63.57467 64.57467 65.57467 66.57467 67.57467 68.57467 69.57467 70.57467 71.57467 72.57467 73.57467 74.57467 75.57467 76.57467 77.57467 78.57467 79.57467 80.57467 81.57467 82.57467 83.57467 84.57467 85.57467 86.57467 87.57467 88.57467 89.57467 90.57467 91.57467 92.57467 93.57467 94.57467 95.57467 96.57467 97.574676 98.574676 99.574676 100.574676 101.574676 102.574676 103.574676 104.574676 105.574676 106.574676 107.574676 108.574676 109.574676 110.574676 111.574676 112.574676 113.574676 114.574676 115.574676 116.574676 117.574676 118.574676 119.574676 120.574676 121.574676 122.574676 123.574676 124.574676 125.574676 126.574676 127.574676 128.574676 129.574676 130.574676 131.574676 132.574676 133.574676 134.574676 135.574676 136.574676 137.574676 138.574676 139.574676 140.574676 141.574676 142.574676 143.574676 144.574676 145.574676 146.574676 147.574676 148.574676 149.574676 150.574676 151.574676 152.574676 153.574676 154.574676 155.574676 156.574676 157.574676 158.574676 159.574676 160.574676 161.574676 162.574676 163.574676 164.574676 165.574676 166.574676 167.574676 168.574676 169.574676 170.574676 171.574676 172.574676 173.574676 174.574676 175.574676 176.574676 177.574676 178.574676 179.574676 180.574676 181.574676 182.574676 183.574676 184.574676 185.574676 186.574676 187.574676 188.574676 189.574676 190.574676 191.574676 192.574676 193.574676 194.574676 195.574676 196.574676 197.574676 198.574676 199.574676 200.574676 201.574676 202.574676 203.574676 204.574676 205.574676 206.574676 207.574676 208.574676 209.574676 210.574676 211.574676 212.574676 213.574676 214.574676 215.574676 216.574676 217.574676 218.574676 219.574676 220.574676 221.574676 222.574676 223.574676 224.574676 225.574676 226.574676 227.574676 228.574676 229.574676 230.574676 231.574676 232.574676 233.574676 234.574676 235.574676 236.574676 237.574676 238.574676 239.574676 240.574676 241.574676 242.574676 243.574676 244.574676 245.574676 246.574676 247.574676 248.574676 249.574676 250.574676 
#
#TIME: 1.073600
#NVEL: 114
#vel_mid[km/s] Ti0 Ti1 Ti2 Ti3 Ti4
3.637e+04 3.182795e-02 9.681720e-01 1.086996e-21 1.669162e-86 1.275426e-201
3.815e+04 5.864013e-03 9.941360e-01 4.568448e-20 1.810165e-81 3.844289e-191
3.975e+04 4.854590e-03 9.951454e-01 5.322438e-20 2.267224e-81 4.732667e-191
4.117e+04 1.851473e-02 9.814853e-01 1.115939e-21 5.617871e-87 3.937486e-203
4.247e+04 9.884813e-03 9.901152e-01 3.961295e-21 2.554232e-85 9.864251e-200
4.369e+04 2.381321e-02 9.761868e-01 2.441964e-22 1.986273e-89 1.178263e-208
4.488e+04 7.492940e-01 2.507060e-01 1.654420e-27 2.395303e-104 3.649157e-239
4.608e+04 9.249020e-01 7.509801e-02 2.871701e-29 1.233867e-108 1.942997e-247
4.729e+04 6.818638e-01 3.181362e-01 3.164820e-27 8.120251e-104 2.631897e-238
4.852e+04 2.841050e-02 9.715895e-01 4.221274e-23 2.290789e-92 2.283870e-215
4.975e+04 2.981050e-01 7.018950e-01 2.038970e-25 5.840654e-99 1.295927e-228
5.101e+04 1.002119e-02 9.899788e-01 3.734436e-22 1.729871e-89 1.945658e-209
5.229e+04 8.034653e-01 1.965347e-01 7.114746e-28 3.113850e-105 7.314231e-241
5.360e+04 7.873295e-01 2.126705e-01 9.627711e-28 6.821024e-105 3.471686e-240
5.492e+04 2.622300e-01 7.377700e-01 2.844366e-25 1.344623e-98 6.297797e-228
5.627e+04 9.025995e-01 9.740051e-02 6.630817e-29 9.302708e-108 9.491247e-246
5.762e+04 8.337081e-01 1.662919e-01 2.953211e-28 2.209085e-106 2.694874e-243
5.899e+04 8.130327e-01 1.869673e-01 6.651546e-28 3.136501e-105 8.807047e-241
6.034e+04 8.258249e-01 1.741751e-01 3.715774e-28 4.350701e-106 1.120319e-242
6.168e+04 8.382397e-01 1.617603e-01 2.269950e-28 8.814919e-107 3.473142e-244
6.297e+04 9.784527e-01 2.154733e-02 4.286850e-31 3.118405e-113 1.734415e-256
6.422e+04 9.949749e-01 5.025130e-03 5.562217e-33 1.193031e-117 7.080525e-265
6.539e+04 9.907193e-01 9.280741e-03 3.452275e-32 8.535681e-116 2.350784e-261
6.646e+04 9.777011e-01 2.229885e-02 4.752104e-31 3.970969e-113 2.745567e-256
6.742e+04 9.769916e-01 2.300837e-02 5.221432e-31 4.952873e-113 4.178399e-256
6.826e+04 9.987926e-01 1.207440e-03 8.077626e-35 6.033750e-122 4.959731e-273
6.896e+04 9.993006e-01 6.994390e-04 1.600456e-35 1.373131e-123 3.777873e-276
6.948e+04 9.995352e-01 4.648314e-04 4.766273e-36 8.098968e-125 1.754081e-278
6.976e+04 9.999191e-01 8.092295e-05 2.676558e-38 4.458818e-130 1.826981e-288
6.989e+04 9.997849e-01 2.151234e-04 4.856208e-37 3.896246e-127 6.995436e-283
6.995e+04 9.983683e-01 1.631702e-03 1.972977e-34 4.863454e-121 2.604743e-271
6.998e+04 9.996101e-01 3.898828e-04 2.830192e-36 2.395950e-125 1.738147e-279
7.000e+04 9.995979e-01 4.021068e-04 3.101416e-36 2.967218e-125 2.608312e-279
#TIME: 112.574676
#NVEL: 114
#vel_mid[km/s] Ti0 Ti1 Ti2 Ti3 Ti4
4.401e+02 8.663331e-05 9.999133e-01 4.362766e-08 2.089706e-36 3.512537e-89
8.862e+02 9.963112e-05 9.999003e-01 3.319635e-08 9.171815e-37 6.506560e-90
9.061e+02 1.168462e-04 9.998831e-01 2.429689e-08 3.578756e-37 9.466398e-91
9.444e+02 1.013075e-04 9.998987e-01 3.213017e-08 8.312215e-37 5.318963e-90
9.991e+02 1.135026e-04 9.998865e-01 2.571935e-08 4.248796e-37 1.345466e-90
1.061e+03 1.043020e-04 9.998957e-01 3.035119e-08 7.000976e-37 3.742433e-90
1.126e+03 9.366218e-05 9.999063e-01 3.747836e-08 1.322826e-36 1.378133e-89
1.194e+03 9.717668e-05 9.999028e-01 3.495471e-08 1.074792e-36 9.032095e-90
1.267e+03 1.074633e-04 9.998925e-01 2.887538e-08 6.079233e-37 2.830498e-90
1.345e+03 9.974298e-05 9.999002e-01 3.397424e-08 1.010341e-36 8.166047e-90
1.427e+03 9.302819e-05 9.999069e-01 3.992007e-08 1.686934e-36 2.400717e-89
1.514e+03 9.374881e-05 9.999062e-01 3.938288e-08 1.622090e-36 2.219475e-89
1.607e+03 8.357831e-05 9.999164e-01 4.816244e-08 2.902357e-36 7.112835e-89
1.705e+03 8.022676e-05 9.999197e-01 5.156771e-08 3.521852e-36 1.042929e-88
1.809e+03 8.427512e-05 9.999157e-01 4.663643e-08 2.589685e-36 5.529997e-89
1.919e+03 8.018357e-05 9.999198e-01 5.081626e-08 3.313625e-36 9.041115e-89
2.037e+03 8.275693e-05 9.999172e-01 4.719998e-08 2.618888e-36 5.507752e-89
2.161e+03 7.963825e-05 9.999203e-01 4.961381e-08 2.963221e-36 6.890585e-89
2.293e+03 6.951144e-05 9.999304e-01 6.129861e-08 5.290292e-36 2.121121e-88
2.433e+03 6.709260e-05 9.999328e-01 6.199410e-08 5.146577e-36 1.875858e-88
2.582e+03 6.621869e-05 9.999337e-01 6.097359e-08 4.680789e-36 1.471640e-88
2.739e+03 6.711479e-05 9.999328e-01 5.752568e-08 3.796700e-36 9.241455e-89
2.907e+03 6.220712e-05 9.999377e-01 6.377123e-08 4.936083e-36 1.501448e-88
3.084e+03 6.154032e-05 9.999384e-01 5.986039e-08 3.729456e-36 7.677390e-89
3.273e+03 6.094767e-05 9.999390e-01 5.423017e-08 2.443844e-36 2.822837e-89
3.472e+03 6.138319e-05 9.999386e-01 4.665982e-08 1.343814e-36 7.093436e-90
3.685e+03 6.332031e-05 9.999366e-01 3.695712e-08 5.541877e-37 9.489394e-91
3.910e+03 5.692047e-05 9.999430e-01 3.621142e-08 4.087560e-37 3.913607e-91
4.148e+03 6.386620e-05 9.999361e-01 2.488079e-08 1.124299e-37 2.342946e-92
4.402e+03 9.334679e-05 9.999066e-01 1.152046e-08 1.071337e-38 1.840873e-94
4.671e+03 1.301463e-04 9.998698e-01 5.803484e-09 1.305036e-39 2.369585e-96
4.956e+03 1.858746e-04 9.998141e-01 2.577439e-09 9.996774e-41 1.077272e-98
5.259e+03 2.762069e-04 9.997238e-01 1.049232e-09 5.829591e-42 2.770478e-101
5.580e+03 4.309908e-04 9.995690e-01 3.978208e-10 2.816167e-43 4.983265e-104
5.921e+03 6.787982e-04 9.993212e-01 1.420517e-10 1.086113e-44 5.386867e-107
6.282e+03 1.082805e-03 9.989172e-01 4.612551e-11 2.920655e-46 2.567733e-110
6.666e+03 1.692659e-03 9.983073e-01 1.496206e-11 7.504529e-48 1.064821e-113
7.074e+03 2.704877e-03 9.972951e-01 4.255719e-12 1.182909e-49 1.468211e-117
7.506e+03 4.124783e-03 9.958752e-01 1.234896e-12 1.838620e-51 1.814570e-121
7.964e+03 6.530155e-03 9.934698e-01 3.250946e-13 2.086729e-53 1.150022e-125
8.451e+03 1.232070e-02 9.876793e-01 6.076861e-14 8.583290e-56 9.253447e-131
8.967e+03 3.041781e-02 9.695822e-01 6.864341e-15 8.440145e-59 4.303348e-137
9.514e+03 9.655497e-02 9.034450e-01 4.464488e-16 1.925836e-62 1.179551e-144
1.010e+04 2.993809e-01 7.006191e-01 1.824780e-17 1.621880e-66 5.276181e-153
1.071e+04 6.705523e-01 3.294477e-01 2.904984e-19 1.958824e-71 6.647330e-163
1.137e+04 9.093072e-01 9.069275e-02 1.879770e-21 3.353589e-77 1.902229e-174
1.206e+04 9.819261e-01 1.807394e-02 4.352517e-24 2.863048e-84 9.052545e-189
1.279e+04 9.960134e-01 3.986557e-03 1.226897e-26 2.844008e-91 4.083969e-203
1.353e+04 9.982866e-01 1.713417e-03 3.849396e-28 1.642252e-95 6.801555e-212
1.419e+04 9.989074e-01 1.092576e-03 5.278500e-29 5.065739e-98 3.687222e-217
1.476e+04 9.990822e-01 9.178423e-04 2.050098e-29 2.630793e-99 6.307798e-220
1.524e+04 9.990263e-01 9.737098e-04 2.159103e-29 2.395981e-99 4.250898e-220
1.565e+04 9.991051e-01 8.949453e-04 1.415357e-29 6.615106e-100 2.726706e-221
1.596e+04 9.988860e-01 1.114018e-03 2.933464e-29 4.175706e-99 1.036796e-219
1.619e+04 9.988853e-01 1.114745e-03 2.128572e-29 1.125335e-99 4.874407e-221
1.635e+04 9.976332e-01 2.366819e-03 2.374504e-28 4.322574e-97 5.388168e-216
1.648e+04 9.965953e-01 3.404725e-03 6.236935e-28 3.395363e-96 2.209531e-214
1.659e+04 9.960801e-01 3.919888e-03 7.488842e-28 3.458485e-96 1.512037e-214
1.669e+04 9.951490e-01 4.850980e-03 1.240423e-27 9.006151e-96 7.424219e-214
1.679e+04 9.946225e-01 5.377467e-03 1.420380e-27 9.188970e-96 5.711863e-214
1.689e+04 9.946194e-01 5.380639e-03 1.116649e-27 3.434387e-96 5.754803e-215
1.700e+04 9.901883e-01 9.811671e-03 7.142215e-27 2.972363e-94 3.095718e-211
1.715e+04 9.958876e-01 4.112352e-03 2.233793e-28 1.945631e-98 7.492399e-220
1.742e+04 9.944981e-01 5.501903e-03 3.841412e-28 3.945766e-98 1.625822e-219
1.789e+04 9.963080e-01 3.692039e-03 3.846733e-29 2.606100e-101 2.090717e-226
1.853e+04 9.976649e-01 2.335104e-03 3.520831e-30 1.618487e-104 2.779337e-233
1.926e+04 9.982780e-01 1.722048e-03 7.512361e-31 1.433852e-106 1.140886e-237
2.003e+04 9.988349e-01 1.165069e-03 1.347891e-31 9.774684e-109 3.291154e-242
2.084e+04 9.993912e-01 6.088304e-04 9.336988e-33 5.213018e-112 5.426886e-249
2.165e+04 9.994033e-01 5.966797e-04 6.678986e-33 1.476589e-112 3.050356e-250
2.245e+04 9.985878e-01 1.412207e-03 1.114034e-31 1.668063e-109 3.007712e-244
2.325e+04 9.994280e-01 5.720421e-04 2.612084e-33 4.000383e-114 7.724117e-254
2.405e+04 9.981013e-01 1.898671e-03 1.361291e-31 8.210847e-110 2.378691e-245
2.487e+04 9.895790e-01 1.042097e-02 3.570410e-29 9.029942e-104 1.718919e-233
2.570e+04 9.631637e-01 3.683629e-02 1.500756e-27 5.297434e-100 2.272657e-226
2.659e+04 9.119177e-01 8.808228e-02 1.564930e-26 7.489426e-98 1.568668e-222
2.764e+04 7.011921e-01 2.988079e-01 8.755979e-25 1.069179e-93 1.260033e-214
2.899e+04 1.444739e-01 8.555261e-01 1.755134e-21 5.170312e-84 1.452088e-194
3.065e+04 1.399277e-01 8.600723e-01 5.093097e-22 3.029112e-86 8.518859e-200
3.252e+04 4.578933e-02 9.542107e-01 3.552230e-21 4.792630e-84 1.302398e-195
3.446e+04 1.208537e-02 9.879146e-01 3.114978e-20 1.763100e-81 1.224197e-190
3.637e+04 6.839988e-03 9.931600e-01 5.158092e-20 4.110794e-81 3.366626e-190
3.815e+04 6.109853e-03 9.938901e-01 3.983693e-20 1.129119e-81 1.371178e-191
3.975e+04 7.343469e-02 9.265653e-01 6.503285e-23 1.224503e-90 1.353188e-210
4.117e+04 1.649695e-02 9.835030e-01 1.649277e-21 2.151057e-86 7.379668e-202
4.247e+04 8.706692e-03 9.912933e-01 5.314743e-21 6.465468e-85 6.932274e-199
4.369e+04 3.976840e-02 9.602316e-01 7.550995e-23 5.239548e-91 6.077720e-212
4.488e+04 2.073041e-02 9.792696e-01 1.852966e-22 4.755318e-90 3.315123e-210
4.608e+04 7.254577e-02 9.274542e-01 5.791099e-24 6.204588e-95 1.297339e-220
4.729e+04 1.463568e-01 8.536432e-01 1.383562e-24 1.193094e-96 5.349654e-224
4.852e+04 9.368049e-01 6.319508e-02 1.386262e-29 1.584582e-109 2.786394e-249
4.975e+04 2.158973e-01 7.841027e-01 5.347796e-25 8.602420e-98 2.870453e-226
5.101e+04 9.858531e-01 1.414694e-02 1.666369e-31 5.882683e-114 1.268353e-257
5.229e+04 7.660809e-01 2.339191e-01 8.723193e-28 2.639854e-105 2.732987e-241
5.360e+04 8.922292e-01 1.077708e-01 8.388420e-29 1.406092e-107 1.801431e-245
5.492e+04 8.669282e-01 1.330718e-01 1.211873e-28 2.002286e-107 2.083283e-245
5.627e+04 8.548988e-01 1.451012e-01 2.534883e-28 2.519939e-106 5.738910e-243
5.762e+04 5.212211e-01 4.787789e-01 1.918718e-26 8.763772e-102 2.709262e-234
5.899e+04 9.939956e-01 6.004372e-03 9.443342e-33 4.113618e-117 7.423681e-264
6.034e+04 9.539101e-01 4.608990e-02 4.281680e-30 6.967648e-111 5.090098e-252
6.168e+04 8.661389e-03 9.913386e-01 3.782647e-22 1.336937e-89 8.344331e-210
6.297e+04 9.932417e-01 6.758335e-03 1.342588e-32 9.367946e-117 3.541599e-263
6.422e+04 9.910150e-01 8.985025e-03 3.134702e-32 6.810341e-116 1.531057e-261
6.539e+04 2.238848e-02 9.776115e-01 5.612262e-23 4.320928e-92 6.622880e-215
6.646e+04 9.971357e-01 2.864306e-03 1.047598e-33 2.407644e-119 4.289296e-268
6.742e+04 9.814710e-01 1.852898e-02 2.725285e-31 1.078060e-113 2.304645e-257
6.826e+04 9.834706e-01 1.652939e-02 1.935528e-31 4.834336e-114 5.021768e-258
6.896e+04 9.993775e-01 6.224896e-04 1.132875e-35 6.124266e-124 8.160064e-277
6.948e+04 9.995230e-01 4.769690e-04 5.144751e-36 9.682234e-125 2.461689e-278
6.976e+04 9.998438e-01 1.562106e-04 1.880731e-37 4.245752e-128 1.041272e-284
6.989e+04 9.999490e-01 5.103001e-05 6.822299e-39 1.827696e-131 4.250291e-291
6.995e+04 9.999392e-01 6.078921e-05 1.146161e-38 6.144075e-131 4.245150e-290
6.998e+04 9.999555e-01 4.454727e-05 4.560375e-39 7.130072e-132 7.119212e-292
7.000e+04 9.999526e-01 4.742459e-05 5.490205e-39 1.100089e-131 1.621512e-291
#TIME: 113.574676
#NVEL: 114
#vel_mid[km/s] Ti0 Ti1 Ti2 Ti3 Ti4
4.401e+02 1.574989e-04 9.998425e-01 1.318233e-08 5.502185e-38 1.982295e-92
8.862e+02 1.637227e-04 9.998363e-01 1.221325e-08 4.368354e-38 1.234979e-92
9.061e+02 1.834945e-04 9.998165e-01 9.752979e-09 2.212666e-38 3.060092e-93
9.444e+02 2.253319e-04 9.997747e-01 6.494328e-09 6.460554e-39 2.445561e-94
9.991e+02 1.944256e-04 9.998056e-01 8.698929e-09 1.565412e-38 1.504411e-93
1.061e+03 1.819417e-04 9.998180e-01 9.918528e-09 2.328353e-38 3.397543e-93
1.126e+03 1.921853e-04 9.998078e-01 8.905149e-09 1.681336e-38 1.742947e-93
1.194e+03 1.799478e-04 9.998200e-01 1.016501e-08 2.515168e-38 3.992993e-93
1.267e+03 1.892066e-04 9.998108e-01 9.259716e-09 1.908482e-38 2.281488e-93
1.345e+03 1.675098e-04 9.998325e-01 1.197328e-08 4.224902e-38 1.186750e-92
1.427e+03 1.438885e-04 9.998561e-01 1.655324e-08 1.153794e-37 9.574548e-92
1.514e+03 1.627719e-04 9.998372e-01 1.299100e-08 5.550884e-38 2.137022e-92
1.607e+03 1.499067e-04 9.998501e-01 1.491534e-08 8.215502e-38 4.646135e-92
1.705e+03 1.375907e-04 9.998624e-01 1.744328e-08 1.301588e-37 1.177062e-91
1.809e+03 1.450981e-04 9.998549e-01 1.562727e-08 9.284741e-38 5.852861e-92
1.919e+03 1.269398e-04 9.998730e-01 2.009557e-08 1.960552e-37 2.673819e-91
2.037e+03 1.235910e-04 9.998764e-01 2.091720e-08 2.183752e-37 3.288033e-91
2.161e+03 1.216651e-04 9.998783e-01 2.101949e-08 2.156119e-37 3.109856e-91
2.293e+03 1.110696e-04 9.998889e-01 2.380161e-08 2.961719e-37 5.600552e-91
2.433e+03 1.065993e-04 9.998934e-01 2.434708e-08 2.982660e-37 5.318207e-91
2.582e+03 1.055284e-04 9.998944e-01 2.380848e-08 2.666216e-37 4.027552e-91
2.739e+03 1.081302e-04 9.998918e-01 2.198345e-08 2.026170e-37 2.212583e-91
2.907e+03 1.017851e-04 9.998982e-01 2.367038e-08 2.415572e-37 3.014105e-91
3.084e+03 1.000066e-04 9.999000e-01 2.252426e-08 1.902186e-37 1.677889e-91
3.273e+03 1.029512e-04 9.998970e-01 1.890323e-08 9.888766e-38 3.836226e-92
3.472e+03 1.009437e-04 9.998990e-01 1.712902e-08 6.351496e-38 1.323961e-92
3.685e+03 1.067182e-04 9.998933e-01 1.289128e-08 2.237757e-38 1.278266e-93
3.910e+03 1.013287e-04 9.998987e-01 1.131498e-08 1.180595e-38 2.644755e-94
4.148e+03 1.138264e-04 9.998862e-01 7.696916e-09 3.124185e-39 1.449636e-95
4.402e+03 1.544593e-04 9.998455e-01 4.073856e-09 4.400671e-40 2.502250e-97
4.671e+03 2.168022e-04 9.997832e-01 1.997131e-09 4.864510e-41 2.597302e-99
4.956e+03 3.009547e-04 9.996990e-01 9.294658e-10 4.250699e-42 1.530534e-101
5.259e+03 4.284385e-04 9.995716e-01 4.081177e-10 3.087181e-43 6.112202e-104
5.580e+03 6.443913e-04 9.993556e-01 1.635337e-10 1.731174e-44 1.463930e-106
5.921e+03 9.519877e-04 9.990480e-01 6.511825e-11 9.118661e-46 2.941871e-109
6.282e+03 1.452343e-03 9.985477e-01 2.253870e-11 2.900851e-47 1.926615e-112
6.666e+03 2.139424e-03 9.978606e-01 8.158359e-12 1.030749e-48 1.540926e-115
7.074e+03 3.297486e-03 9.967025e-01 2.478990e-12 1.974639e-50 3.153224e-119
7.506e+03 5.024967e-03 9.949750e-01 7.140567e-13 2.978442e-52 3.632485e-123
7.964e+03 7.830005e-03 9.921700e-01 1.979109e-13 4.043390e-54 3.407470e-127
8.451e+03 1.576089e-02 9.842391e-01 3.268935e-14 1.161402e-56 1.330669e-132
8.967e+03 4.037549e-02 9.596245e-01 3.530060e-15 1.063214e-59 5.684362e-139
9.514e+03 1.292881e-01 8.707119e-01 2.134913e-16 2.106319e-63 1.231364e-146
1.010e+04 3.649592e-01 6.350408e-01 8.841251e-18 2.113305e-67 8.515583e-155
1.071e+04 7.329293e-01 2.670707e-01 1.236236e-19 2.131452e-72 8.212253e-165
1.137e+04 9.329070e-01 6.709296e-02 6.478392e-22 2.169555e-78 8.279676e-177
1.206e+04 9.865217e-01 1.347825e-02 1.498341e-24 1.694280e-85 3.019067e-191
1.279e+04 9.967176e-01 3.282389e-03 5.887034e-27 3.882558e-92 7.059122e-205
1.353e+04 9.984711e-01 1.528916e-03 2.470165e-28 4.841734e-96 5.554699e-213
1.419e+04 9.991754e-01 8.245993e-04 1.818367e-29 2.802901e-99 1.007426e-219
1.476e+04 9.991427e-01 8.573463e-04 1.555954e-29 1.214461e-99 1.277097e-220
1.524e+04 9.993278e-01 6.721960e-04 5.339546e-30 5.435545e-101 1.899314e-223
1.565e+04 9.994056e-01 5.943608e-04 3.029609e-30 1.016937e-101 5.523855e-225
1.596e+04 9.991324e-01 8.675884e-04 1.135757e-29 3.164674e-100 5.368294e-222
1.619e+04 9.980099e-01 1.990075e-03 1.764203e-28 3.148794e-97 4.327759e-216
1.635e+04 9.978102e-01 2.189837e-03 1.744282e-28 1.835131e-97 9.236245e-217
1.648e+04 9.958330e-01 4.167005e-03 1.270959e-27 2.180538e-95 9.192205e-213
1.659e+04 9.966511e-01 3.348945e-03 4.125980e-28 6.857434e-97 5.583801e-216
1.669e+04 9.965093e-01 3.490692e-03 3.673045e-28 3.445709e-97 9.920284e-217
1.679e+04 9.934048e-01 6.595219e-03 2.889932e-27 5.795265e-95 2.262051e-212
1.689e+04 9.912807e-01 8.719326e-03 6.135957e-27 2.947490e-94 4.328706e-211
1.700e+04 9.957516e-01 4.248429e-03 3.486468e-28 1.010237e-97 3.156223e-218
1.715e+04 9.922406e-01 7.759414e-03 2.129731e-27 7.201427e-96 1.076790e-214
1.742e+04 9.939833e-01 6.016745e-03 5.168923e-28 8.337329e-98 7.105344e-219
1.789e+04 9.966771e-01 3.322887e-03 2.567098e-29 8.629931e-102 2.182528e-227
1.853e+04 9.956990e-01 4.301010e-03 3.133846e-29 5.138389e-102 3.009450e-228
1.926e+04 9.985398e-01 1.460212e-03 4.012711e-31 2.604457e-107 3.512149e-239
2.003e+04 9.991057e-01 8.943038e-04 4.970356e-32 6.549448e-110 1.336151e-244
2.084e+04 9.993605e-01 6.394997e-04 1.094230e-32 7.725442e-112 1.171501e-248
2.165e+04 9.989611e-01 1.038918e-03 5.042788e-32 3.208958e-110 1.618900e-245
2.245e+04 9.995715e-01 4.285014e-04 1.332734e-33 1.141674e-114 9.870230e-255
2.325e+04 9.992769e-01 7.231016e-04 6.057636e-33 3.685544e-113 6.767072e-252
2.405e+04 9.986753e-01 1.324718e-03 3.579076e-32 2.268108e-111 1.630977e-248
2.487e+04 9.729397e-01 2.706025e-02 8.798973e-28 3.007049e-100 1.553504e-226
2.570e+04 9.820158e-01 1.798423e-02 1.335702e-28 1.157078e-102 1.264846e-231
2.659e+04 9.078851e-01 9.211487e-02 1.780017e-26 9.960273e-98 2.646787e-222
2.764e+04 4.301347e-01 5.698653e-01 3.353063e-23 3.963762e-89 3.599625e-205
2.899e+04 2.973634e-01 7.026366e-01 9.119951e-23 3.698997e-88 1.898005e-203
3.065e+04 7.058269e-02 9.294173e-01 5.027335e-21 5.563919e-83 8.756845e-193
3.252e+04 2.724360e-02 9.727564e-01 1.627023e-20 7.315831e-82 6.367044e-191
3.446e+04 1.910186e-02 9.808981e-01 8.670005e-21 2.571023e-83 1.407448e-194
3.637e+04 1.081685e-02 9.891831e-01 1.490088e-20 6.873306e-83 5.279097e-194
3.815e+04 1.640893e-02 9.835911e-01 3.090840e-21 2.754251e-85 2.782504e-199
3.975e+04 9.558813e-01 4.411871e-02 3.066794e-29 2.672539e-107 1.302268e-243
4.117e+04 7.441785e-01 2.558215e-01 7.353385e-27 9.295124e-102 3.655451e-233
4.247e+04 6.601760e-02 9.339824e-01 3.893877e-23 1.163838e-91 4.599277e-213
4.369e+04 1.235410e-02 9.876459e-01 1.493515e-21 7.702126e-87 4.117930e-203
4.488e+04 7.625946e-01 2.374054e-01 1.229896e-27 9.825556e-105 5.546001e-240
4.608e+04 3.923887e-01 6.076113e-01 9.465283e-26 9.518285e-100 4.594196e-230
4.729e+04 1.381738e-01 8.618262e-01 1.560618e-24 1.646733e-96 1.001242e-223
4.852e+04 2.546060e-02 9.745394e-01 5.096625e-23 3.872231e-92 6.410550e-215
4.975e+04 7.094733e-01 2.905267e-01 2.845093e-27 9.118485e-104 4.831399e-238
5.101e+04 2.313787e-01 7.686213e-01 4.067849e-25 3.609196e-98 4.517282e-227
5.229e+04 1.148780e-01 8.851220e-01 1.755387e-24 1.579989e-96 6.179067e-224
5.360e+04 9.336075e-01 6.639254e-02 1.570715e-29 2.030073e-109 4.257721e-249
5.492e+04 8.350812e-01 1.649188e-01 2.520313e-28 1.212613e-106 6.848376e-244
5.627e+04 9.930050e-01 6.995024e-03 2.326430e-32 7.363854e-116 3.895043e-261
5.762e+04 8.515650e-01 1.484350e-01 1.878620e-28 6.559001e-107 2.315263e-244
5.899e+04 9.321573e-01 6.784272e-02 2.038018e-29 5.232107e-109 3.613617e-248
6.034e+04 9.945668e-01 5.433170e-03 7.015120e-33 2.052733e-117 1.983746e-264
6.168e+04 9.977324e-01 2.267625e-03 5.237609e-34 4.763309e-120 1.980147e-269
6.297e+04 9.959435e-01 4.056462e-03 2.943908e-33 2.695108e-118 4.203329e-266
6.422e+04 3.692574e-02 9.630743e-01 2.016571e-23 2.033360e-93 1.283567e-217
6.539e+04 9.964185e-01 3.581457e-03 2.033708e-33 1.135109e-118 8.141830e-267
6.646e+04 9.988597e-01 1.140335e-03 6.817810e-35 4.059780e-122 2.337954e-273
6.742e+04 9.791641e-01 2.083589e-02 3.875583e-31 2.461517e-113 1.106444e-256
6.826e+04 9.986068e-01 1.393163e-03 1.234665e-34 1.626295e-121 3.256684e-272
6.896e+04 9.995364e-01 4.635857e-04 4.728508e-36 7.949810e-125 1.693273e-278
6.948e+04 9.996415e-01 3.584611e-04 2.206183e-36 1.338758e-125 5.758533e-280
6.976e+04 9.997355e-01 2.645324e-04 8.963215e-37 1.631610e-126 1.060094e-281
6.989e+04 9.996943e-01 3.056985e-04 1.376145e-36 4.443461e-126 7.098893e-281
6.995e+04 9.999851e-01 1.494247e-05 1.788283e-40 3.679787e-135 4.097426e-298
6.998e+04 9.998421e-01 1.578726e-04 1.940668e-37 4.568703e-128 1.196728e-284
7.000e+04 9.997974e-01 2.025883e-04 4.064511e-37 2.570625e-127 3.176958e-283
#TIME: 114.574676
#NVEL: 114
#vel_mid[km/s] Ti0 Ti1 Ti2 Ti3 Ti4
4.401e+02 2.539294e-04 9.997461e-01 4.995883e-09 2.842090e-39 4.403142e-95
8.862e+02 3.029621e-04 9.996970e-01 3.511899e-09 9.747725e-40 4.880480e-96
9.061e+02 2.826457e-04 9.997174e-01 4.034791e-09 1.485993e-39 1.161386e-95
