#NTIMES: 145 
#NSTAGES: 5 
#TIMES[d]: 4.14 4.22 4.31 4.40 4.49 4.58 4.68 4.77 4.87 4.97 5.08 5.18 5.29 5.40 5.51 5.62 5.74 5.86 5.98 6.10 6.23 6.36 6.49 6.62 6.76 6.90 7.04 7.19 7.34 7.49 7.64 7.80 7.96 8.13 8.30 8.47 8.64 8.82 9.01 9.19 9.38 9.58 9.77 9.98 10.18 10.39 10.61 10.83 11.05 11.28 11.51 11.75 11.99 12.24 12.50 12.75 13.02 13.29 13.56 13.84 14.13 14.42 14.72 15.02 15.33 15.65 15.98 16.31 16.64 16.99 17.34 17.70 18.06 18.44 18.82 19.21 19.60 20.01 20.42 20.85 21.28 21.72 22.17 22.62 23.09 23.57 24.06 24.56 25.06 25.58 26.11 26.65 27.20 27.76 28.34 28.93 29.52 30.13 30.76 31.39 32.04 32.71 33.38 34.07 34.78 35.50 36.23 36.98 37.74 38.53 39.32 40.14 40.97 41.81 42.68 43.56 44.46 45.38 46.32 47.28 48.26 49.25 50.27 51.31 52.37 53.46 54.56 55.69 56.84 58.02 59.22 60.44 61.69 62.97 64.27 65.60 66.96 68.34 69.76 71.20 72.67 74.17 75.71 77.27 78.87 
#
#TIME: 4.14 
#NVEL: 67 
#vel_mid[km/s] al0 al1 al2 al3 al4 
20034.10 7.52e-07 1.00e+00 2.40e-05 1.81e-19 1.18e-37 
20838.00 1.11e-06 1.00e+00 4.08e-06 2.84e-21 1.43e-37 
21647.97 1.39e-06 1.00e+00 1.08e-06 4.35e-23 1.63e-37 
22447.94 1.75e-06 1.00e+00 2.42e-07 1.92e-24 2.02e-37 
23245.88 9.11e-07 1.00e+00 1.20e-07 1.11e-25 2.62e-37 
24052.47 1.25e-06 1.00e+00 4.15e-08 2.37e-26 3.40e-37 
24867.72 1.82e-06 1.00e+00 1.16e-08 1.90e-27 4.43e-37 
25698.86 1.03e-06 1.00e+00 4.84e-09 4.38e-27 5.99e-37 
26587.16 1.24e-06 1.00e+00 1.84e-09 1.07e-26 8.94e-37 
27637.54 7.58e-06 1.00e+00 4.34e-10 1.27e-26 1.58e-36 
28986.97 6.78e-06 1.00e+00 1.06e-10 8.97e-26 3.77e-36 
#TIME: 4.49 
#NVEL: 67 
#vel_mid[km/s] al0 al1 al2 al3 al4 
440.10 5.99e-21 1.49e-13 2.13e-06 1.00e+00 2.07e-08 
999.11 1.46e-21 3.87e-14 7.84e-07 1.00e+00 2.65e-06 
1267.34 4.16e-22 1.25e-14 3.54e-07 1.00e+00 8.45e-05 
1514.05 1.96e-22 6.32e-15 2.13e-07 9.99e-01 8.51e-04 
1808.80 9.87e-23 3.52e-15 1.42e-07 9.96e-01 4.06e-03 
1919.29 6.05e-23 2.35e-15 1.05e-07 9.84e-01 1.65e-02 
2160.92 3.86e-23 1.57e-15 7.78e-08 9.52e-01 4.81e-02 
2292.92 2.28e-23 9.91e-16 5.13e-08 7.80e-01 2.20e-01 
2432.98 1.61e-23 7.49e-16 4.16e-08 7.18e-01 2.82e-01 
2581.60 1.36e-23 6.30e-16 3.59e-08 6.54e-01 3.46e-01 
2739.29 1.07e-23 5.10e-16 3.03e-08 5.94e-01 4.06e-01 
2906.62 9.04e-24 4.40e-16 2.71e-08 5.59e-01 4.41e-01 
3084.17 8.20e-24 4.12e-16 2.63e-08 5.58e-01 4.42e-01 
3272.56 6.50e-24 3.53e-16 2.42e-08 5.52e-01 4.48e-01 
3472.46 5.99e-24 3.49e-16 2.52e-08 5.95e-01 4.05e-01 
3684.57 5.58e-24 3.47e-16 2.66e-08 6.44e-01 3.56e-01 
3909.64 4.73e-24 3.25e-16 2.72e-08 6.91e-01 3.09e-01 
4148.46 4.75e-24 3.45e-16 3.00e-08 7.56e-01 2.44e-01 
4401.86 5.90e-24 4.22e-16 3.53e-08 8.21e-01 1.79e-01 
4670.75 6.85e-24 4.86e-16 4.01e-08 8.73e-01 1.27e-01 
4956.05 5.45e-24 4.31e-16 3.92e-08 8.98e-01 1.02e-01 
5258.79 4.29e-24 3.77e-16 3.77e-08 9.14e-01 8.62e-02 
5580.02 4.10e-24 3.77e-16 3.93e-08 9.38e-01 6.15e-02 
5920.87 3.76e-24 3.69e-16 4.04e-08 9.57e-01 4.25e-02 
6282.54 3.59e-24 3.72e-16 4.23e-08 9.72e-01 2.80e-02 
6666.30 3.52e-24 3.84e-16 4.51e-08 9.83e-01 1.65e-02 
7073.50 4.02e-24 4.45e-16 5.13e-08 9.92e-01 8.33e-03 
7505.58 4.69e-24 5.30e-16 6.01e-08 9.97e-01 3.38e-03 
7964.05 5.49e-24 6.52e-16 7.35e-08 9.99e-01 9.44e-04 
8450.53 7.98e-24 9.64e-16 1.01e-07 1.00e+00 1.81e-04 
8966.72 1.27e-23 1.56e-15 1.49e-07 1.00e+00 2.36e-05 
9514.44 2.87e-23 3.44e-15 2.70e-07 1.00e+00 2.07e-06 
10095.62 9.70e-23 1.13e-14 6.46e-07 1.00e+00 3.33e-08 
10712.30 4.66e-22 5.38e-14 2.00e-06 1.00e+00 1.94e-10 
11366.65 4.90e-21 5.62e-13 9.88e-06 1.00e+00 1.61e-13 
12061.10 9.80e-20 1.26e-11 7.87e-05 1.00e+00 9.90e-18 
12793.43 4.23e-18 5.62e-10 9.09e-04 9.99e-01 1.53e-22 
13528.61 5.84e-16 7.04e-08 1.89e-02 9.81e-01 1.78e-28 
14194.74 6.55e-14 7.13e-06 2.99e-01 7.01e-01 2.68e-31 
14757.77 1.16e-12 1.00e-04 8.50e-01 1.50e-01 5.08e-32 
15240.48 9.88e-12 5.58e-04 9.84e-01 1.59e-02 7.23e-33 
15646.99 9.33e-11 2.86e-03 9.95e-01 1.65e-03 8.84e-34 
15960.30 8.77e-10 1.30e-02 9.87e-01 1.92e-04 1.52e-34 
16187.41 6.54e-09 5.65e-02 9.44e-01 2.09e-05 3.02e-35 
16354.17 1.93e-08 1.27e-01 8.73e-01 5.00e-06 2.06e-35 
16484.18 3.83e-08 2.16e-01 7.84e-01 1.69e-06 1.67e-35 
16593.12 4.94e-08 2.83e-01 7.17e-01 7.87e-07 1.66e-35 
16691.99 8.04e-08 4.27e-01 5.73e-01 2.32e-07 9.29e-36 
16788.59 1.07e-07 5.32e-01 4.68e-01 9.26e-08 1.72e-35 
16888.37 1.37e-07 6.35e-01 3.65e-01 3.73e-08 4.83e-36 
16998.79 1.85e-07 7.71e-01 2.29e-01 8.81e-09 4.11e-36 
17146.37 2.53e-07 8.63e-01 1.37e-01 1.79e-09 3.63e-36 
17415.23 3.36e-07 9.57e-01 4.32e-02 8.39e-11 1.27e-36 
17888.12 4.79e-07 9.92e-01 8.29e-03 1.15e-12 1.97e-36 
18532.37 7.01e-07 9.99e-01 8.61e-04 3.43e-15 1.58e-37 
19260.76 7.85e-07 1.00e+00 1.21e-04 1.50e-17 1.06e-37 
20034.10 7.81e-07 1.00e+00 2.43e-05 1.97e-19 1.26e-37 
20838.00 1.02e-06 1.00e+00 4.85e-06 2.82e-21 1.52e-37 
21647.97 1.57e-06 1.00e+00 9.64e-07 6.94e-23 1.73e-37 
22447.94 1.12e-06 1.00e+00 3.68e-07 2.09e-24 2.14e-37 
23245.88 1.31e-06 1.00e+00 9.60e-08 7.61e-26 2.78e-37 
24052.47 1.40e-06 1.00e+00 3.01e-08 2.47e-27 3.62e-37 
24867.72 1.47e-06 1.00e+00 1.01e-08 1.47e-27 4.71e-37 
25698.86 1.56e-06 1.00e+00 5.13e-09 2.97e-27 6.37e-37 
26587.16 5.33e-06 1.00e+00 1.42e-09 4.38e-27 9.50e-37 
27637.54 2.52e-06 1.00e+00 4.86e-10 1.49e-26 1.68e-36 
28986.97 8.38e-07 1.00e+00 1.88e-10 1.24e-25 4.01e-36 
#TIME: 4.58 
#NVEL: 67 
#vel_mid[km/s] al0 al1 al2 al3 al4 
440.10 2.63e-21 7.92e-14 1.48e-06 1.00e+00 3.79e-08 
999.11 1.06e-21 2.99e-14 6.85e-07 1.00e+00 5.72e-06 
1267.34 3.42e-22 1.09e-14 3.29e-07 1.00e+00 1.36e-04 
1514.05 1.77e-22 5.82e-15 2.07e-07 9.99e-01 1.25e-03 
1808.80 9.45e-23 3.45e-15 1.42e-07 9.96e-01 4.28e-03 
1919.29 6.54e-23 2.45e-15 1.08e-07 9.78e-01 2.17e-02 
2160.92 4.77e-23 1.83e-15 8.56e-08 9.50e-01 4.97e-02 
2292.92 2.43e-23 1.05e-15 5.41e-08 7.97e-01 2.03e-01 
2432.98 1.85e-23 8.23e-16 4.48e-08 7.30e-01 2.70e-01 
2581.60 1.38e-23 6.53e-16 3.80e-08 6.85e-01 3.15e-01 
2739.29 1.14e-23 5.52e-16 3.32e-08 6.37e-01 3.63e-01 
2906.62 9.16e-24 4.66e-16 2.97e-08 6.10e-01 3.90e-01 
3084.17 7.98e-24 4.25e-16 2.83e-08 6.10e-01 3.90e-01 
3272.56 6.61e-24 3.75e-16 2.66e-08 6.09e-01 3.91e-01 
3472.46 5.70e-24 3.50e-16 2.67e-08 6.40e-01 3.60e-01 
3684.57 5.46e-24 3.57e-16 2.85e-08 6.93e-01 3.07e-01 
3909.64 4.60e-24 3.33e-16 2.90e-08 7.40e-01 2.60e-01 
4148.46 4.48e-24 3.46e-16 3.14e-08 7.98e-01 2.02e-01 
4401.86 5.71e-24 4.23e-16 3.67e-08 8.51e-01 1.49e-01 
4670.75 6.38e-24 4.76e-16 4.09e-08 8.96e-01 1.04e-01 
4956.05 5.08e-24 4.22e-16 3.99e-08 9.17e-01 8.29e-02 
5258.79 4.07e-24 3.72e-16 3.86e-08 9.31e-01 6.89e-02 
5580.02 3.79e-24 3.67e-16 3.98e-08 9.52e-01 4.84e-02 
5920.87 3.50e-24 3.60e-16 4.10e-08 9.67e-01 3.33e-02 
6282.54 3.47e-24 3.72e-16 4.35e-08 9.79e-01 2.12e-02 
6666.30 3.61e-24 4.01e-16 4.71e-08 9.87e-01 1.28e-02 
7073.50 4.04e-24 4.57e-16 5.34e-08 9.94e-01 6.15e-03 
7505.58 4.27e-24 5.12e-16 6.07e-08 9.98e-01 2.42e-03 
7964.05 5.31e-24 6.61e-16 7.63e-08 9.99e-01 6.03e-04 
8450.53 7.19e-24 9.35e-16 1.03e-07 1.00e+00 1.17e-04 
8966.72 1.26e-23 1.62e-15 1.58e-07 1.00e+00 1.80e-05 
9514.44 2.91e-23 3.66e-15 2.91e-07 1.00e+00 1.01e-06 
10095.62 1.01e-22 1.23e-14 7.04e-07 1.00e+00 1.94e-08 
10712.30 5.13e-22 6.18e-14 2.24e-06 1.00e+00 1.00e-10 
11366.65 5.86e-21 6.95e-13 1.15e-05 1.00e+00 7.41e-14 
12061.10 1.21e-19 1.62e-11 9.43e-05 1.00e+00 3.72e-18 
12793.43 5.17e-18 7.11e-10 1.07e-03 9.99e-01 6.31e-23 
13528.61 7.44e-16 9.28e-08 2.27e-02 9.77e-01 8.06e-29 
14194.74 7.93e-14 8.84e-06 3.38e-01 6.62e-01 2.67e-31 
14757.77 1.33e-12 1.16e-04 8.74e-01 1.26e-01 4.50e-32 
15240.48 1.01e-11 5.98e-04 9.85e-01 1.44e-02 7.80e-33 
15646.99 9.57e-11 2.99e-03 9.96e-01 1.44e-03 1.09e-33 
15960.30 1.03e-09 1.53e-02 9.85e-01 1.48e-04 1.55e-34 
16187.41 5.69e-09 5.25e-02 9.48e-01 2.24e-05 6.48e-35 
16354.17 1.86e-08 1.30e-01 8.70e-01 5.15e-06 2.18e-35 
16484.18 3.38e-08 2.10e-01 7.90e-01 1.67e-06 1.79e-35 
16593.12 5.97e-08 3.31e-01 6.69e-01 9.13e-07 1.19e-35 
16691.99 7.99e-08 4.35e-01 5.65e-01 2.10e-07 1.24e-35 
16788.59 9.82e-08 5.06e-01 4.94e-01 1.06e-07 1.16e-35 
16888.37 1.30e-07 6.24e-01 3.76e-01 4.00e-08 8.46e-36 
16998.79 1.83e-07 7.61e-01 2.39e-01 9.38e-09 7.08e-36 
17146.37 2.34e-07 8.77e-01 1.23e-01 1.34e-09 2.12e-36 
17415.23 3.22e-07 9.55e-01 4.47e-02 9.00e-11 1.70e-36 
17888.12 4.23e-07 9.90e-01 9.50e-03 1.50e-12 1.65e-36 
18532.37 6.12e-07 9.99e-01 1.01e-03 4.77e-15 5.74e-37 
19260.76 7.93e-07 1.00e+00 1.41e-04 3.29e-17 7.26e-37 
20034.10 9.20e-07 1.00e+00 2.48e-05 1.79e-19 1.34e-37 
20838.00 1.05e-06 1.00e+00 5.62e-06 3.35e-21 1.62e-37 
21647.97 1.18e-06 1.00e+00 1.30e-06 4.62e-23 1.84e-37 
22447.94 1.26e-06 1.00e+00 3.88e-07 3.26e-24 2.28e-37 
23245.88 1.42e-06 1.00e+00 1.09e-07 7.79e-26 2.96e-37 
24052.47 1.16e-06 1.00e+00 4.42e-08 1.38e-26 3.85e-37 
24867.72 7.55e-07 1.00e+00 1.56e-08 3.44e-27 5.01e-37 
25698.86 2.64e-06 1.00e+00 3.63e-09 1.74e-27 6.78e-37 
26587.16 2.02e-06 1.00e+00 1.80e-09 8.01e-27 1.01e-36 
27637.54 2.86e-06 1.00e+00 5.07e-10 1.78e-26 1.79e-36 
28986.97 5.34e-06 1.00e+00 1.60e-10 6.78e-26 4.26e-36 
#TIME: 4.68 
#NVEL: 67 
#vel_mid[km/s] al0 al1 al2 al3 al4 
440.10 5.93e-21 1.33e-13 1.84e-06 1.00e+00 1.73e-05 
999.11 8.16e-22 2.53e-14 6.21e-07 1.00e+00 1.57e-05 
1267.34 2.71e-22 9.28e-15 3.04e-07 1.00e+00 1.32e-04 
1514.05 1.59e-22 5.54e-15 2.03e-07 9.99e-01 9.00e-04 
1808.80 8.18e-23 3.17e-15 1.37e-07 9.96e-01 3.67e-03 
1919.29 5.07e-23 2.11e-15 1.02e-07 9.84e-01 1.55e-02 
2160.92 3.26e-23 1.46e-15 7.81e-08 9.64e-01 3.58e-02 
2292.92 2.31e-23 1.04e-15 5.55e-08 8.27e-01 1.73e-01 
2432.98 1.50e-23 7.48e-16 4.43e-08 7.73e-01 2.27e-01 
2581.60 1.22e-23 6.25e-16 3.86e-08 7.23e-01 2.77e-01 
2739.29 1.03e-23 5.37e-16 3.44e-08 6.82e-01 3.18e-01 
2906.62 8.87e-24 4.76e-16 3.16e-08 6.57e-01 3.43e-01 
3084.17 7.52e-24 4.25e-16 2.98e-08 6.54e-01 3.46e-01 
3272.56 6.60e-24 3.92e-16 2.89e-08 6.62e-01 3.38e-01 
3472.46 5.84e-24 3.71e-16 2.91e-08 6.93e-01 3.07e-01 
3684.57 5.16e-24 3.57e-16 2.98e-08 7.36e-01 2.64e-01 
3909.64 4.48e-24 3.40e-16 3.07e-08 7.86e-01 2.14e-01 
4148.46 4.35e-24 3.49e-16 3.27e-08 8.31e-01 1.69e-01 
4401.86 5.77e-24 4.39e-16 3.88e-08 8.82e-01 1.18e-01 
4670.75 5.71e-24 4.53e-16 4.11e-08 9.14e-01 8.55e-02 
4956.05 4.89e-24 4.21e-16 4.11e-08 9.34e-01 6.62e-02 
5258.79 3.99e-24 3.77e-16 3.99e-08 9.47e-01 5.35e-02 
5580.02 3.43e-24 3.52e-16 4.01e-08 9.62e-01 3.79e-02 
5920.87 3.35e-24 3.58e-16 4.20e-08 9.74e-01 2.56e-02 
6282.54 2.94e-24 3.42e-16 4.27e-08 9.83e-01 1.69e-02 
6666.30 3.28e-24 3.85e-16 4.73e-08 9.90e-01 9.81e-03 
7073.50 3.90e-24 4.60e-16 5.49e-08 9.96e-01 4.43e-03 
7505.58 4.10e-24 5.15e-16 6.27e-08 9.98e-01 1.68e-03 
7964.05 4.83e-24 6.43e-16 7.77e-08 1.00e+00 4.18e-04 
8450.53 7.23e-24 9.73e-16 1.09e-07 1.00e+00 7.85e-05 
8966.72 1.31e-23 1.74e-15 1.69e-07 1.00e+00 9.84e-06 
9514.44 3.05e-23 3.98e-15 3.16e-07 1.00e+00 6.10e-07 
10095.62 1.08e-22 1.37e-14 7.74e-07 1.00e+00 1.08e-08 
10712.30 5.64e-22 7.10e-14 2.51e-06 1.00e+00 5.10e-11 
11366.65 6.92e-21 8.56e-13 1.34e-05 1.00e+00 3.26e-14 
12061.10 1.38e-19 1.96e-11 1.09e-04 1.00e+00 1.49e-18 
12793.43 6.43e-18 9.15e-10 1.26e-03 9.99e-01 2.60e-23 
13528.61 1.03e-15 1.31e-07 2.82e-02 9.72e-01 6.99e-29 
14194.74 9.92e-14 1.13e-05 3.84e-01 6.16e-01 2.73e-31 
14757.77 1.51e-12 1.33e-04 8.94e-01 1.06e-01 4.63e-32 
15240.48 1.02e-11 6.13e-04 9.86e-01 1.38e-02 8.46e-33 
15646.99 9.98e-11 3.27e-03 9.95e-01 1.23e-03 1.10e-33 
15960.30 1.09e-09 1.66e-02 9.83e-01 1.47e-04 2.07e-34 
16187.41 5.15e-09 5.02e-02 9.50e-01 2.38e-05 6.05e-35 
16354.17 2.03e-08 1.39e-01 8.61e-01 4.05e-06 1.97e-35 
16484.18 4.27e-08 2.47e-01 7.53e-01 1.15e-06 1.13e-35 
16593.12 5.17e-08 3.15e-01 6.85e-01 5.38e-07 9.66e-36 
16691.99 8.21e-08 4.66e-01 5.34e-01 7.27e-07 4.14e-35 
16788.59 1.14e-07 5.92e-01 4.08e-01 5.29e-08 5.22e-36 
16888.37 1.41e-07 6.81e-01 3.19e-01 2.24e-08 5.01e-36 
16998.79 1.85e-07 7.81e-01 2.19e-01 6.73e-09 2.73e-36 
17146.37 2.28e-07 8.63e-01 1.37e-01 1.85e-09 6.03e-36 
17415.23 2.98e-07 9.49e-01 5.07e-02 1.18e-10 1.79e-36 
17888.12 4.14e-07 9.90e-01 9.51e-03 1.40e-12 9.02e-37 
18532.37 6.04e-07 9.99e-01 1.16e-03 6.60e-15 4.78e-37 
19260.76 6.90e-07 1.00e+00 1.60e-04 3.10e-17 1.19e-37 
20034.10 6.96e-07 1.00e+00 3.23e-05 2.90e-19 1.42e-37 
20838.00 5.74e-07 1.00e+00 7.80e-06 7.77e-21 1.72e-37 
21647.97 5.81e-07 1.00e+00 2.12e-06 2.10e-22 1.96e-37 
22447.94 1.13e-06 1.00e+00 4.50e-07 3.39e-24 2.42e-37 
23245.88 2.31e-06 1.00e+00 1.34e-07 1.09e-25 3.15e-37 
24052.47 1.27e-06 1.00e+00 5.72e-08 2.67e-26 4.09e-37 
24867.72 2.52e-06 1.00e+00 1.90e-08 3.05e-27 5.32e-37 
25698.86 3.18e-06 1.00e+00 6.89e-09 6.73e-27 7.20e-37 
26587.16 7.90e-07 1.00e+00 2.63e-09 1.07e-26 1.07e-36 
27637.54 3.60e-06 1.00e+00 6.48e-10 2.51e-26 1.90e-36 
28986.97 4.68e-06 1.00e+00 1.59e-10 8.51e-26 4.53e-36 
#TIME: 4.77 
#NVEL: 67 
#vel_mid[km/s] al0 al1 al2 al3 al4 
440.10 3.88e-21 9.79e-14 1.53e-06 1.00e+00 1.33e-06 
999.11 6.27e-22 2.06e-14 5.55e-07 1.00e+00 3.92e-05 
1267.34 2.43e-22 8.60e-15 2.94e-07 1.00e+00 1.37e-04 
1514.05 1.44e-22 5.22e-15 1.98e-07 9.99e-01 9.76e-04 
1808.80 7.77e-23 3.08e-15 1.37e-07 9.96e-01 3.61e-03 
1919.29 5.78e-23 2.31e-15 1.08e-07 9.82e-01 1.75e-02 
2160.92 3.99e-23 1.68e-15 8.51e-08 9.61e-01 3.87e-02 
2292.92 2.47e-23 1.11e-15 5.89e-08 8.50e-01 1.50e-01 
2432.98 1.84e-23 8.67e-16 4.92e-08 7.92e-01 2.08e-01 
2581.60 1.40e-23 6.98e-16 4.24e-08 7.55e-01 2.45e-01 
2739.29 1.15e-23 5.96e-16 3.80e-08 7.25e-01 2.75e-01 
2906.62 9.02e-24 5.00e-16 3.40e-08 7.02e-01 2.98e-01 
3084.17 7.62e-24 4.45e-16 3.21e-08 7.00e-01 3.00e-01 
3272.56 6.23e-24 3.94e-16 3.04e-08 7.08e-01 2.92e-01 
3472.46 5.89e-24 3.90e-16 3.14e-08 7.44e-01 2.56e-01 
3684.57 5.35e-24 3.76e-16 3.21e-08 7.78e-01 2.22e-01 
3909.64 4.57e-24 3.56e-16 3.28e-08 8.24e-01 1.76e-01 
4148.46 4.26e-24 3.54e-16 3.42e-08 8.62e-01 1.38e-01 
4401.86 5.20e-24 4.22e-16 3.92e-08 9.04e-01 9.57e-02 
4670.75 5.60e-24 4.60e-16 4.26e-08 9.32e-01 6.82e-02 
4956.05 4.81e-24 4.26e-16 4.25e-08 9.49e-01 5.11e-02 
5258.79 3.68e-24 3.65e-16 4.03e-08 9.58e-01 4.21e-02 
5580.02 3.29e-24 3.51e-16 4.10e-08 9.70e-01 2.97e-02 
5920.87 3.31e-24 3.64e-16 4.35e-08 9.81e-01 1.93e-02 
6282.54 3.12e-24 3.65e-16 4.51e-08 9.87e-01 1.29e-02 
6666.30 3.23e-24 3.91e-16 4.90e-08 9.93e-01 7.38e-03 
7073.50 3.85e-24 4.68e-16 5.69e-08 9.97e-01 3.30e-03 
7505.58 4.11e-24 5.31e-16 6.56e-08 9.99e-01 1.14e-03 
7964.05 4.77e-24 6.59e-16 8.12e-08 1.00e+00 3.02e-04 
8450.53 7.59e-24 1.05e-15 1.17e-07 1.00e+00 5.76e-05 
8966.72 1.33e-23 1.84e-15 1.81e-07 1.00e+00 6.41e-06 
9514.44 3.31e-23 4.43e-15 3.47e-07 1.00e+00 3.58e-07 
10095.62 1.12e-22 1.48e-14 8.40e-07 1.00e+00 6.18e-09 
10712.30 6.29e-22 8.25e-14 2.83e-06 1.00e+00 2.60e-11 
11366.65 8.15e-21 1.05e-12 1.56e-05 1.00e+00 1.37e-14 
12061.10 1.70e-19 2.51e-11 1.29e-04 1.00e+00 6.25e-19 
12793.43 7.88e-18 1.16e-09 1.48e-03 9.99e-01 1.13e-23 
13528.61 1.27e-15 1.68e-07 3.33e-02 9.67e-01 8.82e-30 
14194.74 1.20e-13 1.39e-05 4.28e-01 5.72e-01 2.68e-31 
14757.77 1.61e-12 1.46e-04 9.08e-01 9.20e-02 4.94e-32 
15240.48 1.17e-11 7.15e-04 9.89e-01 1.04e-02 7.04e-33 
15646.99 1.02e-10 3.38e-03 9.95e-01 1.20e-03 1.45e-33 
15960.30 1.19e-09 1.84e-02 9.82e-01 1.07e-04 1.48e-34 
16187.41 5.41e-09 5.51e-02 9.45e-01 1.94e-05 5.40e-35 
16354.17 2.28e-08 1.59e-01 8.41e-01 3.07e-06 1.64e-35 
16484.18 4.94e-08 2.93e-01 7.07e-01 7.50e-07 1.32e-35 
16593.12 5.34e-08 3.41e-01 6.59e-01 4.59e-07 1.66e-35 
16691.99 6.85e-08 4.14e-01 5.86e-01 3.29e-07 7.20e-36 
16788.59 1.12e-07 5.91e-01 4.09e-01 5.38e-08 1.25e-35 
16888.37 1.34e-07 6.95e-01 3.05e-01 1.89e-08 4.26e-36 
16998.79 1.49e-07 7.69e-01 2.31e-01 7.85e-09 6.78e-36 
17146.37 1.93e-07 8.55e-01 1.45e-01 2.14e-09 6.60e-36 
17415.23 2.73e-07 9.48e-01 5.17e-02 1.19e-10 1.63e-36 
17888.12 3.83e-07 9.91e-01 9.02e-03 1.27e-12 9.99e-37 
18532.37 5.80e-07 9.99e-01 1.17e-03 5.74e-15 5.83e-37 
19260.76 6.76e-07 1.00e+00 1.50e-04 2.30e-17 1.27e-37 
20034.10 7.45e-07 1.00e+00 2.88e-05 2.92e-19 1.51e-37 
20838.00 7.43e-07 1.00e+00 8.14e-06 8.51e-21 1.83e-37 
21647.97 5.18e-07 1.00e+00 2.54e-06 3.33e-22 2.08e-37 
22447.94 9.92e-07 1.00e+00 4.73e-07 3.20e-24 2.58e-37 
23245.88 1.68e-06 1.00e+00 1.38e-07 1.10e-25 3.35e-37 
24052.47 1.35e-06 1.00e+00 7.07e-08 1.84e-26 4.35e-37 
24867.72 1.71e-06 1.00e+00 2.22e-08 4.61e-27 5.66e-37 
25698.86 3.76e-06 1.00e+00 7.52e-09 4.54e-27 7.66e-37 
26587.16 1.45e-06 1.00e+00 3.15e-09 9.23e-27 1.14e-36 
27637.54 3.65e-06 1.00e+00 8.97e-10 3.08e-26 2.02e-36 
28986.97 4.73e-06 1.00e+00 2.24e-10 1.33e-25 4.82e-36 
#TIME: 4.87 
#NVEL: 67 
#vel_mid[km/s] al0 al1 al2 al3 al4 
440.10 3.27e-21 8.40e-14 1.40e-06 1.00e+00 1.58e-05 
999.11 4.92e-22 1.74e-14 5.07e-07 1.00e+00 5.65e-06 
1267.34 2.19e-22 8.09e-15 2.86e-07 1.00e+00 1.75e-04 
1514.05 1.25e-22 4.77e-15 1.90e-07 9.99e-01 8.51e-04 
1808.80 7.06e-23 2.95e-15 1.35e-07 9.97e-01 3.12e-03 
1919.29 4.96e-23 2.14e-15 1.05e-07 9.88e-01 1.22e-02 
2160.92 2.90e-23 1.40e-15 7.92e-08 9.73e-01 2.65e-02 
2292.92 2.42e-23 1.13e-15 6.09e-08 8.76e-01 1.24e-01 
2432.98 1.64e-23 8.33e-16 5.01e-08 8.34e-01 1.66e-01 
2581.60 1.28e-23 6.84e-16 4.37e-08 7.98e-01 2.02e-01 
2739.29 1.14e-23 6.15e-16 4.05e-08 7.71e-01 2.29e-01 
2906.62 9.24e-24 5.24e-16 3.64e-08 7.44e-01 2.56e-01 
3084.17 7.58e-24 4.60e-16 3.41e-08 7.43e-01 2.57e-01 
3272.56 6.22e-24 4.06e-16 3.22e-08 7.48e-01 2.52e-01 
3472.46 5.68e-24 3.94e-16 3.30e-08 7.84e-01 2.16e-01 
3684.57 4.90e-24 3.70e-16 3.31e-08 8.18e-01 1.82e-01 
3909.64 4.32e-24 3.53e-16 3.39e-08 8.57e-01 1.43e-01 
4148.46 4.09e-24 3.55e-16 3.54e-08 8.90e-01 1.10e-01 
4401.86 4.83e-24 4.12e-16 3.99e-08 9.23e-01 7.74e-02 
4670.75 5.38e-24 4.58e-16 4.37e-08 9.47e-01 5.35e-02 
4956.05 4.59e-24 4.24e-16 4.35e-08 9.60e-01 3.96e-02 
5258.79 3.41e-24 3.56e-16 4.09e-08 9.67e-01 3.25e-02 
5580.02 3.20e-24 3.52e-16 4.21e-08 9.77e-01 2.29e-02 
5920.87 2.87e-24 3.40e-16 4.29e-08 9.85e-01 1.50e-02 
6282.54 2.88e-24 3.55e-16 4.56e-08 9.90e-01 9.81e-03 
6666.30 3.23e-24 4.01e-16 5.09e-08 9.95e-01 5.38e-03 
7073.50 3.55e-24 4.57e-16 5.79e-08 9.98e-01 2.24e-03 
7505.58 4.01e-24 5.41e-16 6.81e-08 9.99e-01 7.68e-04 
7964.05 4.75e-24 6.82e-16 8.52e-08 1.00e+00 2.07e-04 
8450.53 7.53e-24 1.09e-15 1.23e-07 1.00e+00 3.58e-05 
8966.72 1.34e-23 1.93e-15 1.92e-07 1.00e+00 4.06e-06 
9514.44 3.21e-23 4.59e-15 3.67e-07 1.00e+00 2.15e-07 
10095.62 1.19e-22 1.64e-14 9.21e-07 1.00e+00 3.52e-09 
10712.30 7.08e-22 9.65e-14 3.19e-06 1.00e+00 1.31e-11 
11366.65 9.59e-21 1.30e-12 1.82e-05 1.00e+00 5.68e-15 
12061.10 2.08e-19 3.21e-11 1.53e-04 1.00e+00 2.54e-19 
12793.43 1.03e-17 1.57e-09 1.82e-03 9.98e-01 4.21e-24 
13528.61 1.50e-15 2.08e-07 3.85e-02 9.62e-01 6.44e-30 
14194.74 1.54e-13 1.82e-05 4.88e-01 5.12e-01 2.66e-31 
14757.77 1.79e-12 1.67e-04 9.22e-01 7.76e-02 5.08e-32 
