#NTIMES: 265
#NSTAGES: 6
#TIMES[d]: 1.0736 1.18096 1.299056 1.428962 1.571858 1.729044 1.901948 2.092143 2.301357 2.531493 2.784642 3.063106 3.369417 3.706359 4.076994 4.484694 4.933163 5.426479 5.969127 6.56604 7.222644 7.944908 8.739399 9.613339 10.574673 11.574673 12.574673 13.574673 14.574673 15.574673 16.574673 17.574673 18.574673 19.574673 20.574673 21.574673 22.574673 23.574673 24.574673 25.574673 26.574673 27.574673 28.574673 29.574673 30.574673 31.574673 32.574673 33.574673 34.574673 35.574673 36.574673 37.574673 38.574673 39.574673 40.574673 41.574673 42.574673 43.574673 44.574673 45.574673 46.574673 47.574673 48.57467 49.57467 50.57467 51.57467 52.57467 53.57467 54.57467 55.57467 56.57467 57.57467 58.57467 59.57467 60.57467 61.57467 62.57467 63.57467 64.57467 65.57467 66.57467 67.57467 68.57467 69.57467 70.57467 71.57467 72.57467 73.57467 74.57467 75.57467 76.57467 77.57467 78.57467 79.57467 80.57467 81.57467 82.57467 83.57467 84.57467 85.57467 86.57467 87.57467 88.57467 89.57467 90.57467 91.57467 92.57467 93.57467 94.57467 95.57467 96.57467 97.574676 98.574676 99.574676 100.574676 101.574676 102.574676 103.574676 104.574676 105.574676 106.574676 107.574676 108.574676 109.574676 110.574676 111.574676 112.574676 113.574676 114.574676 115.574676 116.574676 117.574676 118.574676 119.574676 120.574676 121.574676 122.574676 123.574676 124.574676 125.574676 126.574676 127.574676 128.574676 129.574676 130.574676 131.574676 132.574676 133.574676 134.574676 135.574676 136.574676 137.574676 138.574676 139.574676 140.574676 141.574676 142.574676 143.574676 144.574676 145.574676 146.574676 147.574676 148.574676 149.574676 150.574676 151.574676 152.574676 153.574676 154.574676 155.574676 156.574676 157.574676 158.574676 159.574676 160.574676 161.574676 162.574676 163.574676 164.574676 165.574676 166.574676 167.574676 168.574676 169.574676 170.574676 171.574676 172.574676 173.574676 174.574676 175.574676 176.574676 177.574676 178.574676 179.574676 180.574676 181.574676 182.574676 183.574676 184.574676 185.574676 186.574676 187.574676 188.574676 189.574676 190.574676 191.574676 192.574676 193.574676 194.574676 195.574676 196.574676 197.574676 198.574676 199.574676 200.574676 201.574676 202.574676 203.574676 204.574676 205.574676 206.574676 207.574676 208.574676 209.574676 210.574676 211.574676 212.574676 213.574676 214.574676 215.574676 216.574676 217.574676 218.574676 219.574676 220.574676 221.574676 222.574676 223.574676 224.574676 225.574676 226.574676 227.574676 228.574676 229.574676 230.574676 231.574676 232.574676 233.574676 234.574676 235.574676 236.574676 237.574676 238.574676 239.574676 240.574676 241.574676 242.574676 243.574676 244.574676 245.574676 246.574676 247.574676 248.574676 249.574676 250.574676
#
#TIME: 1.073600
#NVEL: 114
#vel_mid[km/s] C0 C1 C2 C3 C4 C5
2.570e+04 1.000000e+00 1.951741e-18 1.468877e-81 6.339051e-224 0.000000e+00 0.000000e+00
2.659e+04 1.000000e+00 5.760703e-20 5.070334e-87 1.266720e-237 0.000000e+00 0.000000e+00
2.764e+04 1.000000e+00 1.054068e-19 2.140273e-86 1.868742e-236 0.000000e+00 0.000000e+00
2.899e+04 1.000000e+00 3.293350e-17 2.299938e-78 1.955092e-217 0.000000e+00 0.000000e+00
3.065e+04 1.000000e+00 1.087807e-14 6.632960e-70 6.699490e-197 0.000000e+00 0.000000e+00
3.252e+04 1.000000e+00 3.571640e-16 1.641970e-75 2.328131e-211 0.000000e+00 0.000000e+00
3.446e+04 1.000000e+00 1.343622e-17 2.185848e-80 2.557040e-223 0.000000e+00 0.000000e+00
3.637e+04 1.000000e+00 3.391934e-19 8.807219e-86 1.880813e-236 0.000000e+00 0.000000e+00
3.815e+04 1.000000e+00 9.770506e-14 2.563650e-68 2.979714e-195 0.000000e+00 0.000000e+00
3.975e+04 1.000000e+00 8.444530e-17 1.433070e-78 4.336589e-220 0.000000e+00 0.000000e+00
4.117e+04 1.000000e+00 2.735901e-15 8.017605e-74 5.213469e-209 0.000000e+00 0.000000e+00
4.247e+04 1.000000e+00 4.507634e-17 8.886464e-80 2.030642e-223 0.000000e+00 0.000000e+00
4.369e+04 1.000000e+00 3.810650e-14 2.559032e-70 5.770857e-201 0.000000e+00 0.000000e+00
4.488e+04 1.000000e+00 9.410840e-20 7.868222e-89 1.838260e-245 0.000000e+00 0.000000e+00
4.608e+04 1.000000e+00 1.959645e-14 9.097623e-72 3.887779e-205 0.000000e+00 0.000000e+00
4.729e+04 1.000000e+00 1.727361e-24 8.127066e-104 1.401470e-280 0.000000e+00 0.000000e+00
4.852e+04 1.000000e+00 1.668367e-19 4.682041e-88 1.152833e-243 0.000000e+00 0.000000e+00
4.975e+04 1.000000e+00 1.575511e-21 2.945609e-94 6.726358e-258 0.000000e+00 0.000000e+00
5.101e+04 1.000000e+00 3.903534e-21 5.951206e-93 9.373500e-255 0.000000e+00 0.000000e+00
5.229e+04 1.000000e+00 8.822997e-22 5.788445e-95 2.006788e-259 0.000000e+00 0.000000e+00
5.360e+04 1.000000e+00 1.678547e-14 3.534153e-72 2.191221e-206 0.000000e+00 0.000000e+00
5.492e+04 1.000000e+00 1.142049e-21 7.461122e-95 1.609811e-259 0.000000e+00 0.000000e+00
5.627e+04 1.000000e+00 8.108371e-22 2.093983e-95 6.251883e-261 0.000000e+00 0.000000e+00
5.762e+04 1.000000e+00 1.076801e-13 7.747210e-70 3.290700e-201 0.000000e+00 0.000000e+00
5.899e+04 1.000000e+00 1.818358e-23 1.345224e-100 4.642345e-273 0.000000e+00 0.000000e+00
6.034e+04 1.000000e+00 5.477875e-24 3.077337e-102 6.821129e-277 0.000000e+00 0.000000e+00
6.168e+04 1.000000e+00 1.953432e-24 1.197090e-103 3.463696e-280 0.000000e+00 0.000000e+00
6.297e+04 1.000000e+00 5.573954e-24 3.250509e-102 7.751831e-277 0.000000e+00 0.000000e+00
6.422e+04 1.000000e+00 1.961162e-22 2.401450e-97 1.832479e-265 0.000000e+00 0.000000e+00
6.539e+04 1.000000e+00 6.210835e-25 3.244042e-105 7.556621e-284 0.000000e+00 0.000000e+00
6.646e+04 1.000000e+00 2.009034e-22 2.590871e-97 2.188081e-265 0.000000e+00 0.000000e+00
6.742e+04 1.000000e+00 1.781437e-23 1.261086e-100 3.992155e-273 0.000000e+00 0.000000e+00
6.826e+04 1.000000e+00 2.457463e-25 1.750192e-106 8.235749e-287 0.000000e+00 0.000000e+00
6.896e+04 1.000000e+00 5.705944e-22 6.927549e-96 4.718878e-262 0.000000e+00 0.000000e+00
6.948e+04 1.000000e+00 5.344150e-26 1.433497e-108 1.096704e-291 0.000000e+00 0.000000e+00
6.976e+04 1.000000e+00 9.430689e-26 8.574535e-108 7.164113e-290 0.000000e+00 0.000000e+00
6.989e+04 1.000000e+00 3.388043e-26 3.412316e-109 3.833368e-293 0.000000e+00 0.000000e+00
6.995e+04 1.000000e+00 2.096880e-27 5.335934e-113 4.903587e-302 0.000000e+00 0.000000e+00
6.998e+04 1.000000e+00 4.889265e-27 7.678058e-112 2.492090e-299 0.000000e+00 0.000000e+00
7.000e+04 1.000000e+00 5.719966e-28 8.915580e-115 3.450320e-306 0.000000e+00 0.000000e+00
#TIME: 126.574676
#NVEL: 114
#vel_mid[km/s] C0 C1 C2 C3 C4 C5
4.401e+02 9.999999e-01 1.217115e-07 3.695329e-39 1.280913e-112 4.538210e-217 0.000000e+00
8.862e+02 9.999999e-01 8.418811e-08 1.074416e-39 6.412234e-114 2.082286e-219 0.000000e+00
9.061e+02 9.999999e-01 6.536657e-08 4.607623e-40 8.250359e-115 5.223372e-221 0.000000e+00
9.444e+02 9.999999e-01 9.319359e-08 1.510062e-39 1.462959e-113 9.173627e-219 0.000000e+00
9.991e+02 9.999999e-01 1.085699e-07 2.519221e-39 5.058868e-113 8.537954e-218 0.000000e+00
1.061e+03 9.999999e-01 9.417990e-08 1.564354e-39 1.593834e-113 1.070200e-218 0.000000e+00
1.126e+03 9.999999e-01 9.527209e-08 1.626802e-39 1.753684e-113 1.271520e-218 0.000000e+00
1.194e+03 9.999999e-01 1.130130e-07 2.890820e-39 7.092398e-113 1.572593e-217 0.000000e+00
1.267e+03 9.999999e-01 1.274843e-07 4.357722e-39 1.935511e-112 9.627614e-217 0.000000e+00
1.345e+03 9.999999e-01 8.097420e-08 9.564022e-40 4.930391e-114 1.317189e-219 0.000000e+00
1.427e+03 9.999999e-01 1.002243e-07 1.920493e-39 2.608485e-113 2.586070e-218 0.000000e+00
1.514e+03 9.999999e-01 1.213220e-07 3.429138e-39 9.790009e-113 2.620033e-217 0.000000e+00
1.607e+03 9.999998e-01 1.632604e-07 8.647921e-39 8.376331e-112 1.156618e-215 0.000000e+00
1.705e+03 9.999998e-01 1.599482e-07 7.564033e-39 5.537650e-112 5.138222e-216 0.000000e+00
1.809e+03 9.999998e-01 2.144376e-07 1.969279e-38 5.438113e-111 3.042090e-214 0.000000e+00
1.919e+03 9.999998e-01 2.260679e-07 2.223492e-38 6.764670e-111 4.253184e-214 0.000000e+00
2.037e+03 9.999998e-01 2.471617e-07 2.856967e-38 1.162738e-110 1.071617e-213 0.000000e+00
2.161e+03 9.999997e-01 3.163754e-07 6.318190e-38 7.603593e-110 3.028846e-212 0.000000e+00
2.293e+03 9.999997e-01 3.176734e-07 5.869334e-38 5.643042e-110 1.619054e-212 0.000000e+00
2.433e+03 9.999997e-01 3.412692e-07 6.957486e-38 7.744009e-110 2.660875e-212 0.000000e+00
2.582e+03 9.999996e-01 3.846415e-07 1.002513e-37 1.787855e-109 1.154458e-211 0.000000e+00
2.739e+03 9.999996e-01 3.517526e-07 7.088171e-38 7.234018e-110 2.161405e-212 0.000000e+00
2.907e+03 9.999997e-01 2.749156e-07 2.852939e-38 7.100732e-111 3.051552e-214 0.000000e+00
3.084e+03 9.999997e-01 2.523292e-07 1.937991e-38 2.427457e-111 3.997997e-215 0.000000e+00
3.273e+03 9.999998e-01 1.994200e-07 7.467650e-39 1.919204e-112 3.519135e-217 0.000000e+00
3.472e+03 9.999998e-01 1.589372e-07 2.888536e-39 1.481255e-113 2.892620e-219 0.000000e+00
3.685e+03 9.999999e-01 1.141853e-07 7.404340e-40 3.865207e-115 3.168293e-222 0.000000e+00
3.910e+03 9.999999e-01 8.213002e-08 1.788912e-40 8.015025e-117 2.150875e-225 0.000000e+00
4.148e+03 9.999999e-01 5.190535e-08 2.989255e-41 7.429412e-119 3.670284e-229 0.000000e+00
4.402e+03 1.000000e+00 3.677968e-08 8.828761e-42 3.533819e-120 1.436240e-231 0.000000e+00
4.671e+03 1.000000e+00 2.204931e-08 1.498759e-42 4.429620e-122 5.144009e-235 0.000000e+00
4.956e+03 1.000000e+00 1.471389e-08 3.427525e-43 1.051647e-123 5.453823e-238 0.000000e+00
5.259e+03 1.000000e+00 1.017401e-08 8.619939e-44 3.041880e-125 8.045221e-241 0.000000e+00
5.580e+03 1.000000e+00 6.768547e-09 1.936114e-44 6.840145e-127 7.674586e-244 0.000000e+00
5.921e+03 1.000000e+00 4.560319e-09 4.481262e-45 1.626473e-128 7.991672e-247 0.000000e+00
6.282e+03 1.000000e+00 2.802964e-09 7.536180e-46 1.754653e-130 1.985265e-250 0.000000e+00
6.666e+03 1.000000e+00 1.398847e-09 6.539683e-47 4.001364e-133 3.131724e-255 0.000000e+00
7.074e+03 1.000000e+00 5.766852e-10 3.152316e-48 2.357083e-136 4.573461e-261 0.000000e+00
7.506e+03 1.000000e+00 2.042792e-10 9.510359e-50 4.707904e-140 9.953064e-268 0.000000e+00
7.964e+03 1.000000e+00 4.824440e-11 8.326615e-52 5.531780e-145 1.505580e-276 0.000000e+00
8.451e+03 1.000000e+00 8.459455e-12 3.103695e-54 9.985811e-151 9.103523e-287 0.000000e+00
8.967e+03 1.000000e+00 1.108187e-12 4.586167e-57 2.053560e-157 1.168520e-298 0.000000e+00
9.514e+03 1.000000e+00 1.165421e-13 2.971420e-60 5.071372e-165 3.029327e-312 0.000000e+00
1.010e+04 1.000000e+00 1.073566e-14 9.629071e-64 1.660956e-173 0.000000e+00 0.000000e+00
1.071e+04 1.000000e+00 9.988638e-16 2.279374e-67 1.579341e-182 0.000000e+00 0.000000e+00
1.137e+04 1.000000e+00 4.142815e-17 2.325775e-72 4.044919e-195 0.000000e+00 0.000000e+00
1.206e+04 1.000000e+00 2.560018e-18 7.825566e-77 1.536845e-206 0.000000e+00 0.000000e+00
1.279e+04 1.000000e+00 2.928434e-19 2.324970e-80 1.341482e-215 0.000000e+00 0.000000e+00
1.353e+04 1.000000e+00 8.397985e-20 1.931434e-82 5.302118e-221 0.000000e+00 0.000000e+00
1.419e+04 1.000000e+00 5.497884e-20 3.162332e-83 3.869243e-223 0.000000e+00 0.000000e+00
1.476e+04 1.000000e+00 3.008601e-20 2.786534e-84 6.127934e-226 0.000000e+00 0.000000e+00
1.524e+04 1.000000e+00 2.364900e-20 1.011817e-84 3.964197e-227 0.000000e+00 0.000000e+00
1.565e+04 1.000000e+00 1.429912e-20 1.514655e-85 2.965037e-229 0.000000e+00 0.000000e+00
1.596e+04 1.000000e+00 5.024787e-20 1.256227e-83 1.763091e-224 0.000000e+00 0.000000e+00
1.619e+04 1.000000e+00 7.831941e-20 4.565227e-83 3.074553e-223 0.000000e+00 0.000000e+00
1.635e+04 1.000000e+00 6.640067e-20 1.818400e-83 1.997121e-224 0.000000e+00 0.000000e+00
1.648e+04 1.000000e+00 1.184017e-19 1.027877e-82 1.003697e-222 0.000000e+00 0.000000e+00
1.659e+04 1.000000e+00 2.225147e-20 1.949235e-85 1.016220e-229 0.000000e+00 0.000000e+00
1.669e+04 1.000000e+00 1.112016e-19 4.765757e-83 7.254263e-224 0.000000e+00 0.000000e+00
1.679e+04 1.000000e+00 2.749601e-19 9.645494e-82 1.027148e-220 0.000000e+00 0.000000e+00
1.689e+04 1.000000e+00 4.612423e-20 1.337471e-84 5.340855e-228 0.000000e+00 0.000000e+00
1.700e+04 1.000000e+00 5.704527e-20 2.196543e-84 1.323031e-227 0.000000e+00 0.000000e+00
1.715e+04 1.000000e+00 5.232020e-20 1.172320e-84 1.817903e-228 0.000000e+00 0.000000e+00
1.742e+04 1.000000e+00 6.308322e-20 1.438085e-84 1.673456e-228 0.000000e+00 0.000000e+00
1.789e+04 1.000000e+00 5.003530e-21 7.807057e-89 1.242075e-239 0.000000e+00 0.000000e+00
1.853e+04 1.000000e+00 2.668888e-21 4.270355e-90 3.626342e-243 0.000000e+00 0.000000e+00
1.926e+04 1.000000e+00 4.501627e-22 4.993536e-93 9.634767e-251 0.000000e+00 0.000000e+00
2.003e+04 1.000000e+00 3.332495e-22 1.317520e-93 2.444255e-252 0.000000e+00 0.000000e+00
2.084e+04 1.000000e+00 6.095968e-23 2.338305e-96 2.178506e-259 0.000000e+00 0.000000e+00
2.165e+04 1.000000e+00 1.690613e-23 1.860581e-98 8.525151e-265 0.000000e+00 0.000000e+00
2.245e+04 1.000000e+00 1.681065e-23 1.335061e-98 2.484952e-265 0.000000e+00 0.000000e+00
2.325e+04 1.000000e+00 9.394620e-23 4.258809e-96 2.913800e-259 0.000000e+00 0.000000e+00
2.405e+04 1.000000e+00 5.481599e-22 1.537300e-93 4.480254e-253 0.000000e+00 0.000000e+00
2.487e+04 1.000000e+00 1.006063e-21 8.745325e-93 2.020840e-251 0.000000e+00 0.000000e+00
2.570e+04 1.000000e+00 7.201727e-21 5.992770e-90 1.383730e-244 0.000000e+00 0.000000e+00
2.659e+04 1.000000e+00 2.653906e-19 9.379406e-85 4.559899e-232 0.000000e+00 0.000000e+00
2.764e+04 1.000000e+00 1.707405e-17 5.068951e-79 1.283447e-218 0.000000e+00 0.000000e+00
2.899e+04 1.000000e+00 1.698820e-18 1.207367e-82 9.185119e-228 0.000000e+00 0.000000e+00
3.065e+04 1.000000e+00 5.792736e-16 1.882775e-74 2.641836e-208 0.000000e+00 0.000000e+00
3.252e+04 1.000000e+00 2.194508e-13 8.294980e-66 2.408212e-187 0.000000e+00 0.000000e+00
3.446e+04 1.000000e+00 2.072312e-18 5.369761e-83 1.709645e-229 0.000000e+00 0.000000e+00
3.637e+04 1.000000e+00 1.238689e-14 4.123768e-71 9.822973e-202 0.000000e+00 0.000000e+00
3.815e+04 1.000000e+00 1.888019e-21 8.736217e-94 1.811558e-256 0.000000e+00 0.000000e+00
3.975e+04 1.000000e+00 1.116396e-19 8.176745e-88 6.025454e-242 0.000000e+00 0.000000e+00
4.117e+04 1.000000e+00 3.217251e-13 8.501780e-67 7.381320e-192 0.000000e+00 0.000000e+00
4.247e+04 1.000000e+00 2.771080e-18 1.108463e-83 1.136766e-232 0.000000e+00 0.000000e+00
4.369e+04 1.000000e+00 2.959292e-19 3.575167e-87 1.856867e-241 0.000000e+00 0.000000e+00
4.488e+04 1.000000e+00 5.691178e-14 6.904080e-70 3.955402e-200 0.000000e+00 0.000000e+00
4.608e+04 1.000000e+00 6.974663e-24 1.016969e-101 2.097062e-275 0.000000e+00 0.000000e+00
4.729e+04 1.000000e+00 8.988065e-20 6.964302e-89 1.428686e-245 0.000000e+00 0.000000e+00
4.852e+04 1.000000e+00 1.252510e-22 7.538543e-98 1.768345e-266 0.000000e+00 0.000000e+00
4.975e+04 1.000000e+00 2.402223e-21 1.415299e-93 3.741550e-256 0.000000e+00 0.000000e+00
5.101e+04 1.000000e+00 1.594935e-21 2.203814e-94 2.116128e-258 0.000000e+00 0.000000e+00
5.229e+04 1.000000e+00 9.050130e-22 6.225943e-95 2.354480e-259 0.000000e+00 0.000000e+00
5.360e+04 1.000000e+00 9.948370e-25 1.430098e-104 2.418955e-282 0.000000e+00 0.000000e+00
5.492e+04 1.000000e+00 8.116957e-21 6.260810e-92 2.455574e-252 0.000000e+00 0.000000e+00
5.627e+04 1.000000e+00 2.588097e-22 5.750639e-97 1.409154e-264 0.000000e+00 0.000000e+00
5.762e+04 1.000000e+00 7.791451e-24 9.331168e-102 9.107086e-276 0.000000e+00 0.000000e+00
5.899e+04 1.000000e+00 5.126152e-22 4.944083e-96 2.146027e-262 0.000000e+00 0.000000e+00
6.034e+04 1.000000e+00 2.312100e-24 2.035381e-103 1.197046e-279 0.000000e+00 0.000000e+00
6.168e+04 1.000000e+00 1.038800e-24 1.638708e-104 3.325002e-282 0.000000e+00 0.000000e+00
6.297e+04 1.000000e+00 8.928132e-25 1.017171e-104 1.091205e-282 0.000000e+00 0.000000e+00
6.422e+04 1.000000e+00 3.606433e-15 1.736730e-74 4.443609e-212 0.000000e+00 0.000000e+00
6.539e+04 1.000000e+00 9.693308e-23 2.612158e-98 1.028745e-267 0.000000e+00 0.000000e+00
6.646e+04 1.000000e+00 7.692076e-25 6.362157e-105 3.645619e-283 0.000000e+00 0.000000e+00
6.742e+04 1.000000e+00 8.633117e-23 1.813966e-98 4.388751e-268 0.000000e+00 0.000000e+00
6.826e+04 1.000000e+00 3.545593e-23 1.101211e-99 6.307306e-271 0.000000e+00 0.000000e+00
6.896e+04 1.000000e+00 9.749746e-26 9.521744e-108 9.151430e-290 0.000000e+00 0.000000e+00
6.948e+04 1.000000e+00 2.342951e-26 1.067976e-109 2.539719e-294 0.000000e+00 0.000000e+00
6.976e+04 1.000000e+00 4.945877e-26 1.123229e-108 6.202683e-292 0.000000e+00 0.000000e+00
6.989e+04 1.000000e+00 1.419208e-27 1.560416e-113 2.771669e-303 0.000000e+00 0.000000e+00
6.995e+04 1.000000e+00 2.903047e-27 1.486630e-112 5.374722e-301 0.000000e+00 0.000000e+00
6.998e+04 1.000000e+00 5.189769e-28 6.562674e-115 1.686155e-306 0.000000e+00 0.000000e+00
7.000e+04 1.000000e+00 3.019722e-28 1.191997e-115 3.131354e-308 0.000000e+00 0.000000e+00
#TIME: 127.574676
#NVEL: 114
#vel_mid[km/s] C0 C1 C2 C3 C4 C5
4.401e+02 9.999999e-01 9.315930e-08 1.471733e-39 1.329307e-113 7.529473e-219 0.000000e+00
8.862e+02 9.999999e-01 5.926246e-08 3.239869e-40 3.401414e-115 1.036236e-221 0.000000e+00
9.061e+02 9.999999e-01 5.577313e-08 2.645415e-40 2.082796e-115 4.292934e-222 0.000000e+00
9.444e+02 9.999999e-01 6.119628e-08 3.606827e-40 4.409938e-115 1.652286e-221 0.000000e+00
9.991e+02 9.999999e-01 8.504424e-08 1.084554e-39 6.343569e-114 1.991357e-219 0.000000e+00
1.061e+03 9.999999e-01 7.198930e-08 6.208968e-40 1.642747e-114 1.755787e-220 0.000000e+00
1.126e+03 9.999999e-01 7.621496e-08 7.518498e-40 2.613199e-114 4.046242e-220 0.000000e+00
1.194e+03 9.999999e-01 6.203088e-08 3.785688e-40 4.979327e-115 2.061841e-221 0.000000e+00
1.267e+03 9.999999e-01 8.269072e-08 9.966663e-40 5.236393e-114 1.424450e-219 0.000000e+00
1.345e+03 9.999999e-01 6.998373e-08 5.724920e-40 1.374525e-114 1.292207e-220 0.000000e+00
1.427e+03 9.999999e-01 7.891656e-08 8.378905e-40 3.359405e-114 6.301447e-220 0.000000e+00
1.514e+03 9.999999e-01 9.508574e-08 1.463593e-39 1.185070e-113 5.673601e-219 0.000000e+00
1.607e+03 9.999999e-01 1.195245e-07 2.906714e-39 5.601511e-113 8.524855e-218 0.000000e+00
1.705e+03 9.999999e-01 1.416605e-07 4.865108e-39 1.812467e-112 6.656666e-217 0.000000e+00
1.809e+03 9.999999e-01 1.456701e-07 5.054270e-39 1.842989e-112 6.478562e-217 0.000000e+00
1.919e+03 9.999998e-01 1.820196e-07 1.023480e-38 9.637644e-112 1.215871e-215 0.000000e+00
2.037e+03 9.999998e-01 2.054413e-07 1.465138e-38 2.156641e-111 4.929739e-215 0.000000e+00
2.161e+03 9.999998e-01 2.334295e-07 2.135027e-38 5.007198e-111 2.125669e-214 0.000000e+00
2.293e+03 9.999997e-01 2.559641e-07 2.692840e-38 7.913821e-111 4.472479e-214 0.000000e+00
2.433e+03 9.999997e-01 2.803732e-07 3.415406e-38 1.283832e-110 9.956014e-214 0.000000e+00
2.582e+03 9.999997e-01 2.782760e-07 3.151147e-38 9.791230e-111 5.777034e-214 0.000000e+00
2.739e+03 9.999997e-01 2.649712e-07 2.561090e-38 5.583801e-111 2.012916e-214 0.000000e+00
2.907e+03 9.999998e-01 2.326415e-07 1.547724e-38 1.501613e-111 1.770173e-215 0.000000e+00
3.084e+03 9.999998e-01 2.010048e-07 8.482079e-39 3.000039e-112 8.718568e-217 0.000000e+00
3.273e+03 9.999998e-01 1.694198e-07 4.097367e-39 4.161028e-113 2.130893e-218 0.000000e+00
3.472e+03 9.999999e-01 1.362855e-07 1.636204e-39 3.473087e-114 2.017935e-220 0.000000e+00
3.685e+03 9.999999e-01 8.768636e-08 2.828879e-40 3.375105e-116 3.650113e-224 0.000000e+00
3.910e+03 9.999999e-01 6.446666e-08 7.408943e-41 8.595746e-118 3.612895e-227 0.000000e+00
4.148e+03 1.000000e+00 4.057582e-08 1.226712e-41 7.840747e-120 6.017639e-231 0.000000e+00
4.402e+03 1.000000e+00 2.598854e-08 2.563314e-42 1.595651e-121 5.077800e-234 0.000000e+00
4.671e+03 1.000000e+00 1.614683e-08 4.965753e-43 2.801548e-123 3.375846e-237 0.000000e+00
4.956e+03 1.000000e+00 1.030437e-08 9.738846e-44 4.558156e-125 1.806865e-240 0.000000e+00
5.259e+03 1.000000e+00 7.938470e-09 3.554362e-44 3.297056e-126 1.399659e-242 0.000000e+00
5.580e+03 1.000000e+00 5.086477e-09 7.001049e-45 5.353389e-128 7.393661e-246 0.000000e+00
5.921e+03 1.000000e+00 3.397720e-09 1.574892e-45 1.188365e-129 6.805632e-249 0.000000e+00
6.282e+03 1.000000e+00 1.963196e-09 2.154315e-46 7.777391e-132 6.887252e-253 0.000000e+00
6.666e+03 1.000000e+00 1.040601e-09 2.332241e-47 3.112833e-134 3.047256e-257 0.000000e+00
7.074e+03 1.000000e+00 4.298897e-10 1.152234e-48 1.994015e-137 5.269071e-263 0.000000e+00
7.506e+03 1.000000e+00 1.316127e-10 2.184220e-50 1.334323e-141 1.645557e-270 0.000000e+00
7.964e+03 1.000000e+00 3.195901e-11 2.124700e-52 2.057611e-146 4.109419e-279 0.000000e+00
8.451e+03 1.000000e+00 5.786717e-12 8.882616e-55 4.953714e-152 4.200790e-289 0.000000e+00
8.967e+03 1.000000e+00 6.443307e-13 7.780124e-58 2.953721e-159 5.952674e-302 0.000000e+00
9.514e+03 1.000000e+00 7.562674e-14 6.998430e-61 1.530081e-166 5.610602e-315 0.000000e+00
1.010e+04 1.000000e+00 9.157211e-15 5.491749e-64 4.094011e-174 0.000000e+00 0.000000e+00
1.071e+04 1.000000e+00 5.677380e-16 3.115237e-68 1.110571e-184 0.000000e+00 0.000000e+00
1.137e+04 1.000000e+00 2.569621e-17 4.198013e-73 5.472529e-197 0.000000e+00 0.000000e+00
1.206e+04 1.000000e+00 1.785316e-18 2.125223e-77 5.719598e-208 0.000000e+00 0.000000e+00
1.279e+04 1.000000e+00 3.790963e-19 5.735836e-80 1.261425e-214 0.000000e+00 0.000000e+00
1.353e+04 1.000000e+00 1.158273e-19 5.980403e-82 8.825613e-220 0.000000e+00 0.000000e+00
1.419e+04 1.000000e+00 3.749355e-20 7.899433e-84 1.162033e-224 0.000000e+00 0.000000e+00
1.476e+04 1.000000e+00 3.242763e-20 3.575185e-84 1.118257e-225 0.000000e+00 0.000000e+00
1.524e+04 1.000000e+00 2.640411e-20 1.472566e-84 9.926328e-227 0.000000e+00 0.000000e+00
1.565e+04 1.000000e+00 2.698983e-20 1.440957e-84 8.267307e-227 0.000000e+00 0.000000e+00
1.596e+04 1.000000e+00 1.498554e-20 1.631473e-85 3.169834e-229 0.000000e+00 0.000000e+00
1.619e+04 1.000000e+00 5.003718e-20 9.042316e-84 5.165752e-225 0.000000e+00 0.000000e+00
1.635e+04 1.000000e+00 1.034340e-19 8.683224e-83 9.837254e-223 0.000000e+00 0.000000e+00
1.648e+04 1.000000e+00 1.217731e-19 1.114880e-82 1.200940e-222 0.000000e+00 0.000000e+00
1.659e+04 1.000000e+00 1.168139e-19 7.114544e-83 2.645372e-223 0.000000e+00 0.000000e+00
1.669e+04 1.000000e+00 1.116379e-19 4.742062e-83 6.991758e-224 0.000000e+00 0.000000e+00
1.679e+04 1.000000e+00 1.383048e-19 8.200998e-83 2.090702e-223 0.000000e+00 0.000000e+00
1.689e+04 1.000000e+00 3.056036e-19 1.102657e-81 1.051091e-220 0.000000e+00 0.000000e+00
1.700e+04 1.000000e+00 9.070336e-20 1.124945e-83 7.735055e-226 0.000000e+00 0.000000e+00
1.715e+04 1.000000e+00 1.843007e-20 2.785041e-86 1.504812e-232 0.000000e+00 0.000000e+00
1.742e+04 1.000000e+00 4.833548e-20 5.467950e-85 1.449387e-229 0.000000e+00 0.000000e+00
1.789e+04 1.000000e+00 3.580245e-21 2.318878e-89 5.770680e-241 0.000000e+00 0.000000e+00
1.853e+04 1.000000e+00 3.106235e-21 7.204404e-90 1.314298e-242 0.000000e+00 0.000000e+00
1.926e+04 1.000000e+00 3.276640e-22 1.573029e-93 5.172945e-252 0.000000e+00 0.000000e+00
2.003e+04 1.000000e+00 9.382530e-23 1.381700e-95 2.543346e-257 0.000000e+00 0.000000e+00
2.084e+04 1.000000e+00 2.361544e-23 7.681678e-98 3.986489e-263 0.000000e+00 0.000000e+00
2.165e+04 1.000000e+00 1.601538e-23 1.503901e-98 4.874704e-265 0.000000e+00 0.000000e+00
2.245e+04 1.000000e+00 2.439976e-23 4.915965e-98 6.315287e-264 0.000000e+00 0.000000e+00
2.325e+04 1.000000e+00 6.734407e-22 4.804211e-93 1.312717e-251 0.000000e+00 0.000000e+00
2.405e+04 1.000000e+00 2.718969e-22 1.233205e-94 7.797892e-256 0.000000e+00 0.000000e+00
