#NTIMES: 265
#NSTAGES: 5
#TIMES[d]: 1.0736 1.18096 1.299056 1.428962 1.571858 1.729044 1.901948 2.092143 2.301357 2.531493 2.784642 3.063106 3.369417 3.706359 4.076994 4.484694 4.933163 5.426479 5.969127 6.56604 7.222644 7.944908 8.739399 9.613339 10.574673 11.574673 12.574673 13.574673 14.574673 15.574673 16.574673 17.574673 18.574673 19.574673 20.574673 21.574673 22.574673 23.574673 24.574673 25.574673 26.574673 27.574673 28.574673 29.574673 30.574673 31.574673 32.574673 33.574673 34.574673 35.574673 36.574673 37.574673 38.574673 39.574673 40.574673 41.574673 42.574673 43.574673 44.574673 45.574673 46.574673 47.574673 48.57467 49.57467 50.57467 51.57467 52.57467 53.57467 54.57467 55.57467 56.57467 57.57467 58.57467 59.57467 60.57467 61.57467 62.57467 63.57467 64.57467 65.57467 66.57467 67.57467 68.57467 69.57467 70.57467 71.57467 72.57467 73.57467 74.57467 75.57467 76.57467 77.57467 78.57467 79.57467 80.57467 81.57467 82.57467 83.57467 84.57467 85.57467 86.57467 87.57467 88.57467 89.57467 90.57467 91.57467 92.57467 93.57467 94.57467 95.57467 96.57467 97.574676 98.574676 99.574676 100.574676 101.574676 102.574676 103.574676 104.574676 105.574676 106.574676 107.574676 108.574676 109.574676 110.574676 111.574676 112.574676 113.574676 114.574676 115.574676 116.574676 117.574676 118.574676 119.574676 120.574676 121.574676 122.574676 123.574676 124.574676 125.574676 126.574676 127.574676 128.574676 129.574676 130.574676 131.574676 132.574676 133.574676 134.574676 135.574676 136.574676 137.574676 138.574676 139.574676 140.574676 141.574676 142.574676 143.574676 144.574676 145.574676 146.574676 147.574676 148.574676 149.574676 150.574676 151.574676 152.574676 153.574676 154.574676 155.574676 156.574676 157.574676 158.574676 159.574676 160.574676 161.574676 162.574676 163.574676 164.574676 165.574676 166.574676 167.574676 168.574676 169.574676 170.574676 171.574676 172.574676 173.574676 174.574676 175.574676 176.574676 177.574676 178.574676 179.574676 180.574676 181.574676 182.574676 183.574676 184.574676 185.574676 186.574676 187.574676 188.574676 189.574676 190.574676 191.574676 192.574676 193.574676 194.574676 195.574676 196.574676 197.574676 198.574676 199.574676 200.574676 201.574676 202.574676 203.574676 204.574676 205.574676 206.574676 207.574676 208.574676 209.574676 210.574676 211.574676 212.574676 213.574676 214.574676 215.574676 216.574676 217.574676 218.574676 219.574676 220.574676 221.574676 222.574676 223.574676 224.574676 225.574676 226.574676 227.574676 228.574676 229.574676 230.574676 231.574676 232.574676 233.574676 234.574676 235.574676 236.574676 237.574676 238.574676 239.574676 240.574676 241.574676 242.574676 243.574676 244.574676 245.574676 246.574676 247.574676 248.574676 249.574676 250.574676
#
#TIME: 1.073600
#NVEL: 114
#vel_mid[km/s] Ni0 Ni1 Ni2 Ni3 Ni4
2.739e+03 1.291581e-01 8.708419e-01 2.177776e-15 8.566620e-57 1.723210e-130
2.907e+03 1.340697e-01 8.659303e-01 1.850722e-15 5.143643e-57 5.872518e-131
3.084e+03 1.314065e-01 8.685935e-01 1.754023e-15 4.031552e-57 3.265560e-131
3.273e+03 1.354943e-01 8.645057e-01 1.379455e-15 1.794346e-57 5.601821e-132
3.472e+03 1.440649e-01 8.559351e-01 9.676107e-16 5.653230e-58 4.691585e-133
3.685e+03 1.577189e-01 8.422811e-01 5.907961e-16 1.154707e-58 1.574408e-134
3.910e+03 1.555247e-01 8.444753e-01 4.511942e-16 4.151743e-59 1.531596e-135
4.148e+03 1.715312e-01 8.284688e-01 2.734104e-16 8.465226e-60 5.221223e-137
4.402e+03 2.419479e-01 7.580521e-01 8.640847e-17 3.235781e-61 7.209776e-140
4.671e+03 3.033566e-01 6.966434e-01 3.658121e-17 2.913674e-62 5.669853e-142
4.956e+03 3.897279e-01 6.102721e-01 1.132740e-17 1.069165e-63 7.000715e-145
5.259e+03 4.809508e-01 5.190492e-01 3.470885e-18 4.014315e-65 9.296211e-148
5.580e+03 5.932541e-01 4.067459e-01 8.186272e-19 8.234893e-67 3.966743e-151
5.921e+03 6.895426e-01 3.104574e-01 1.925735e-19 1.699610e-68 1.687898e-154
6.282e+03 7.820284e-01 2.179716e-01 3.281664e-20 1.485603e-70 1.260898e-158
6.666e+03 8.495806e-01 1.504194e-01 5.698094e-21 1.396186e-72 1.090381e-162
7.074e+03 9.060234e-01 9.397657e-02 6.687687e-22 4.668216e-75 1.179200e-167
7.506e+03 9.422627e-01 5.773734e-02 7.332684e-23 1.255993e-77 7.890872e-173
7.964e+03 9.681841e-01 3.181589e-02 5.727337e-24 1.533612e-80 1.183070e-178
8.451e+03 9.867709e-01 1.322906e-02 1.923692e-25 2.847497e-84 5.494621e-186
8.967e+03 9.959051e-01 4.094857e-03 2.858493e-27 9.431259e-89 1.172034e-194
9.514e+03 9.990540e-01 9.460331e-04 1.752003e-29 4.293013e-94 6.376141e-205
1.010e+04 9.998261e-01 1.739450e-04 5.101730e-32 3.435439e-100 1.297388e-216
1.071e+04 9.999724e-01 2.762976e-05 7.608077e-35 4.478899e-107 6.657503e-230
1.137e+04 9.999961e-01 3.866049e-06 4.450958e-38 3.306893e-115 7.586240e-246
1.206e+04 9.999995e-01 4.931043e-07 9.855295e-42 1.047047e-124 9.344566e-265
1.279e+04 9.999999e-01 8.163533e-08 4.596775e-45 1.640755e-133 2.048870e-282
1.353e+04 1.000000e+00 3.071863e-08 5.760920e-47 1.245916e-138 9.162300e-293
1.419e+04 1.000000e+00 1.768926e-08 4.161937e-48 9.102169e-142 3.678300e-299
1.476e+04 1.000000e+00 1.297500e-08 8.233631e-49 9.296737e-144 2.865862e-303
1.524e+04 1.000000e+00 9.881805e-09 2.226316e-49 2.528429e-145 1.822824e-306
1.565e+04 1.000000e+00 1.049369e-08 2.489820e-49 2.937426e-145 2.165255e-306
1.596e+04 1.000000e+00 1.408142e-08 7.446271e-49 4.527868e-144 4.536710e-304
1.619e+04 1.000000e+00 1.526823e-08 7.002340e-49 2.553290e-144 1.001110e-304
1.635e+04 1.000000e+00 3.698852e-08 1.617093e-47 5.406739e-141 2.665556e-298
1.648e+04 9.999999e-01 9.410068e-08 4.376656e-46 1.655820e-137 1.422622e-291
1.659e+04 9.999999e-01 6.149547e-08 5.367961e-47 4.849726e-140 9.167810e-297
1.669e+04 9.999999e-01 6.318308e-08 4.321869e-47 1.955524e-140 1.103130e-297
1.679e+04 9.999999e-01 7.760183e-08 7.356234e-47 5.631434e-140 6.769953e-297
1.689e+04 9.999999e-01 7.317040e-08 4.334974e-47 1.051207e-140 1.824074e-298
1.700e+04 9.999999e-01 6.752255e-08 2.219113e-47 1.287369e-141 2.020261e-300
1.715e+04 9.999999e-01 5.176133e-08 5.027694e-48 1.784498e-143 2.771211e-304
1.742e+04 9.999999e-01 7.584266e-08 1.235064e-47 9.181794e-143 3.863661e-303
1.789e+04 9.999999e-01 7.840631e-08 4.869499e-48 2.657135e-144 1.219988e-306
1.853e+04 1.000000e+00 2.628320e-08 2.634213e-50 1.542578e-150 2.302988e-319
1.926e+04 1.000000e+00 1.047001e-08 3.889841e-52 1.668552e-155 0.000000e+00
2.003e+04 1.000000e+00 6.667929e-09 4.470689e-53 4.306834e-158 0.000000e+00
2.084e+04 1.000000e+00 2.877839e-09 1.064818e-54 1.891047e-162 0.000000e+00
2.165e+04 1.000000e+00 2.271009e-09 2.976609e-55 4.983848e-164 0.000000e+00
2.245e+04 1.000000e+00 1.384674e-09 2.585543e-56 5.579243e-167 0.000000e+00
2.325e+04 1.000000e+00 1.723827e-09 3.770198e-56 8.615720e-167 0.000000e+00
2.405e+04 1.000000e+00 1.061565e-08 3.378899e-53 2.091950e-159 0.000000e+00
2.487e+04 1.000000e+00 3.639205e-08 2.478441e-51 6.769732e-155 0.000000e+00
2.570e+04 9.999998e-01 2.207318e-07 1.188167e-48 1.785166e-148 2.909085e-317
2.659e+04 9.999968e-01 3.241287e-06 8.757840e-45 2.262157e-139 5.420700e-300
2.764e+04 9.999914e-01 8.587746e-06 1.555561e-43 1.249026e-136 5.486558e-295
2.899e+04 9.999827e-01 1.728963e-05 9.569749e-43 4.678636e-135 2.777948e-292
3.065e+04 9.992745e-01 7.255462e-04 1.557860e-36 2.350270e-119 2.002801e-261
3.252e+04 9.997951e-01 2.048614e-04 1.101274e-39 1.690826e-128 1.757090e-280
3.446e+04 9.960841e-01 3.915868e-03 2.672048e-35 5.311159e-118 2.154223e-260
3.637e+04 9.946857e-01 5.314317e-03 2.559045e-35 1.215350e-118 3.366703e-262
3.815e+04 9.989572e-01 1.042762e-03 2.362524e-38 1.117578e-126 2.490645e-278
3.975e+04 9.999820e-01 1.804225e-05 1.073674e-44 2.937307e-142 1.552417e-308
4.117e+04 9.999990e-01 9.858464e-07 4.618078e-49 9.005617e-153 0.000000e+00
4.247e+04 9.999975e-01 2.460657e-06 5.663707e-48 1.662139e-150 0.000000e+00
4.369e+04 9.999975e-01 2.478663e-06 2.826879e-48 1.272649e-151 0.000000e+00
4.488e+04 9.934807e-01 6.519283e-03 2.383785e-36 8.643731e-123 8.950666e-272
4.608e+04 9.984021e-01 1.597895e-03 8.339973e-39 3.964526e-129 2.371345e-284
4.729e+04 9.999624e-01 3.758657e-05 8.217466e-45 4.693922e-144 1.877100e-313
4.852e+04 9.891794e-01 1.082064e-02 2.742043e-36 1.615689e-123 5.079781e-274
4.975e+04 9.997210e-01 2.790344e-04 7.305016e-42 4.944986e-137 4.769055e-300
5.101e+04 9.999995e-01 4.735456e-07 7.012141e-51 4.817479e-158 0.000000e+00
5.229e+04 9.999998e-01 1.502576e-07 1.135874e-52 1.945244e-162 0.000000e+00
5.360e+04 9.973078e-01 2.692231e-03 6.592104e-39 1.774091e-130 5.205057e-288
5.492e+04 9.999995e-01 4.660404e-07 7.510132e-51 6.630219e-158 0.000000e+00
5.627e+04 9.999997e-01 2.896446e-07 8.885615e-52 2.113319e-160 0.000000e+00
5.762e+04 1.000000e+00 1.762680e-08 6.857849e-56 3.445833e-170 0.000000e+00
5.899e+04 1.000000e+00 1.109621e-08 1.504152e-56 9.906426e-172 0.000000e+00
6.034e+04 9.999998e-01 1.962168e-07 1.846471e-52 3.637011e-162 0.000000e+00
6.168e+04 9.990158e-01 9.841713e-04 2.434568e-40 7.926535e-134 2.415585e-294
6.297e+04 1.000000e+00 6.559786e-09 2.684762e-57 1.758462e-173 0.000000e+00
6.422e+04 1.000000e+00 1.719175e-08 6.318444e-56 2.844901e-170 0.000000e+00
6.539e+04 1.000000e+00 9.121439e-09 7.911830e-57 2.203907e-172 0.000000e+00
6.646e+04 1.000000e+00 3.642044e-08 7.400860e-55 8.993825e-168 0.000000e+00
6.742e+04 1.000000e+00 1.056915e-08 1.282355e-56 6.820819e-172 0.000000e+00
6.826e+04 1.000000e+00 9.843929e-10 5.347272e-60 8.440933e-180 0.000000e+00
6.896e+04 1.000000e+00 2.012798e-08 1.059468e-55 9.532014e-170 0.000000e+00
6.948e+04 1.000000e+00 1.986332e-10 2.809216e-62 3.913281e-185 0.000000e+00
6.976e+04 9.999998e-01 1.701094e-07 1.156478e-52 1.217498e-162 0.000000e+00
6.989e+04 1.000000e+00 1.637295e-09 2.835666e-59 4.183751e-178 0.000000e+00
6.995e+04 1.000000e+00 5.576489e-11 4.356237e-64 2.281507e-189 0.000000e+00
6.998e+04 1.000000e+00 5.654552e-11 4.559472e-64 2.538425e-189 0.000000e+00
7.000e+04 1.000000e+00 5.209124e-11 3.483642e-64 1.352203e-189 0.000000e+00
#TIME: 115.574676
#NVEL: 114
#vel_mid[km/s] Ni0 Ni1 Ni2 Ni3 Ni4
4.401e+02 2.877908e-01 7.122092e-01 2.354092e-16 2.229564e-59 1.521206e-135
8.862e+02 3.249775e-01 6.750225e-01 1.483193e-16 6.331717e-60 1.244989e-136
9.061e+02 3.596446e-01 6.403554e-01 9.802798e-17 2.064150e-60 1.345173e-137
9.444e+02 2.931885e-01 7.068115e-01 2.198218e-16 1.848840e-59 1.048051e-135
9.991e+02 3.194773e-01 6.805227e-01 1.585950e-16 7.595468e-60 1.787311e-136
1.061e+03 3.188843e-01 6.811157e-01 1.597583e-16 7.748311e-60 1.859602e-136
1.126e+03 2.874561e-01 7.125439e-01 2.365738e-16 2.261266e-59 1.565552e-135
1.194e+03 2.927189e-01 7.072811e-01 2.219518e-16 1.904776e-59 1.116028e-135
1.267e+03 3.043386e-01 6.956614e-01 1.933144e-16 1.315911e-59 5.387438e-136
1.345e+03 3.031762e-01 6.968238e-01 2.002481e-16 1.477152e-59 6.916117e-136
1.427e+03 2.670677e-01 7.329323e-01 3.275783e-16 5.838168e-59 1.096550e-134
1.514e+03 2.680355e-01 7.319645e-01 3.224508e-16 5.575177e-59 9.975052e-135
1.607e+03 2.263184e-01 7.736816e-01 5.542260e-16 2.409935e-58 1.791248e-133
1.705e+03 2.570214e-01 7.429786e-01 3.534301e-16 6.821193e-59 1.415346e-134
1.809e+03 2.427751e-01 7.572249e-01 4.256741e-16 1.129841e-58 3.838920e-134
1.919e+03 2.255373e-01 7.744627e-01 5.338467e-16 2.079399e-58 1.274997e-133
2.037e+03 2.095277e-01 7.904723e-01 6.647865e-16 3.762411e-58 4.098627e-133
2.161e+03 2.065198e-01 7.934802e-01 6.708507e-16 3.735159e-58 3.904515e-133
2.293e+03 2.059683e-01 7.940317e-01 6.276945e-16 2.905139e-58 2.204771e-133
2.433e+03 1.901135e-01 8.098865e-01 7.478546e-16 4.435176e-58 4.797804e-133
2.582e+03 1.920254e-01 8.079746e-01 6.860907e-16 3.321418e-58 2.557112e-133
2.739e+03 1.893552e-01 8.106448e-01 6.882707e-16 3.236139e-58 2.340212e-133
2.907e+03 2.005442e-01 7.994558e-01 5.426292e-16 1.581672e-58 5.291486e-134
3.084e+03 1.965177e-01 8.034823e-01 5.185066e-16 1.266388e-58 3.069503e-134
3.273e+03 2.145551e-01 7.854449e-01 3.354821e-16 3.277778e-59 1.780111e-135
3.472e+03 2.235023e-01 7.764977e-01 2.444160e-16 1.154718e-59 1.866801e-136
3.685e+03 2.463597e-01 7.536403e-01 1.388663e-16 1.945864e-60 4.265041e-138
3.910e+03 2.548365e-01 7.451635e-01 8.960164e-17 4.339990e-61 1.581805e-139
4.148e+03 2.757358e-01 7.242642e-01 5.404605e-17 8.778669e-62 5.281041e-141
4.402e+03 3.451377e-01 6.548623e-01 2.117661e-17 6.370248e-63 2.665650e-143
4.671e+03 4.317876e-01 5.682124e-01 7.222662e-18 3.321782e-64 7.160099e-146
4.956e+03 5.101605e-01 4.898395e-01 2.563902e-18 1.876027e-65 2.150633e-148
5.259e+03 5.877673e-01 4.122327e-01 8.845777e-19 1.016253e-66 6.051892e-151
5.580e+03 6.846456e-01 3.153544e-01 2.146493e-19 2.335457e-68 3.269907e-154
5.921e+03 7.674036e-01 2.325964e-01 4.719235e-20 4.110518e-70 1.012036e-157
6.282e+03 8.328799e-01 1.671201e-01 9.552078e-21 5.677515e-72 1.859715e-161
6.666e+03 8.834510e-01 1.165490e-01 1.803526e-21 6.661387e-74 2.483500e-165
7.074e+03 9.250939e-01 7.490608e-02 2.466570e-22 3.347727e-76 6.047585e-170
7.506e+03 9.535758e-01 4.642419e-02 2.893876e-23 1.095269e-78 6.053767e-175
7.964e+03 9.748613e-01 2.513871e-02 2.208196e-24 1.313540e-81 9.077392e-181
8.451e+03 9.905795e-01 9.420549e-03 5.443981e-26 1.227100e-85 1.191394e-188
8.967e+03 9.971122e-01 2.887824e-03 8.326763e-28 4.691661e-90 3.590702e-197
9.514e+03 9.993251e-01 6.749448e-04 5.420842e-30 2.529498e-95 2.765275e-207
1.010e+04 9.998753e-01 1.247210e-04 1.613083e-32 2.144147e-101 6.315252e-219
1.071e+04 9.999795e-01 2.054717e-05 2.640742e-35 3.359391e-108 4.431745e-232
1.137e+04 9.999972e-01 2.765983e-06 1.245684e-38 1.334606e-116 1.393139e-248
1.206e+04 9.999997e-01 3.472319e-07 2.410761e-42 2.767609e-126 6.918333e-268
1.279e+04 9.999999e-01 6.745644e-08 2.075169e-45 2.042475e-134 3.189744e-284
1.353e+04 1.000000e+00 2.512574e-08 2.483758e-47 1.369881e-139 1.109411e-294
1.419e+04 1.000000e+00 1.106768e-08 6.030180e-49 5.909514e-144 1.600984e-303
1.476e+04 1.000000e+00 1.114835e-08 4.325186e-49 1.701475e-144 9.535492e-305
1.524e+04 1.000000e+00 8.832091e-09 1.372204e-49 7.001300e-146 1.381331e-307
1.565e+04 1.000000e+00 1.251680e-08 4.958011e-49 1.702007e-144 6.941327e-305
1.596e+04 1.000000e+00 1.130575e-08 2.971088e-49 4.063783e-145 3.661310e-306
1.619e+04 1.000000e+00 2.350812e-08 3.912826e-48 2.135690e-142 6.454797e-301
1.635e+04 1.000000e+00 1.793953e-08 8.458643e-49 2.543133e-144 6.369790e-305
1.648e+04 1.000000e+00 4.012769e-08 1.405498e-47 2.281299e-141 3.058762e-299
1.659e+04 9.999999e-01 5.318483e-08 2.920378e-47 9.807506e-141 3.750292e-298
1.669e+04 9.999999e-01 5.232300e-08 1.977916e-47 2.535050e-141 1.869907e-299
1.679e+04 9.999999e-01 9.514261e-08 1.605943e-46 4.055856e-139 3.282424e-295
1.689e+04 9.999999e-01 1.373706e-07 5.080794e-46 5.601968e-138 4.392962e-293
1.700e+04 9.999998e-01 1.768329e-07 9.560660e-46 1.901212e-137 3.428577e-292
1.715e+04 9.999999e-01 8.037795e-08 2.805577e-47 1.431680e-141 1.589184e-300
1.742e+04 1.000000e+00 4.902836e-08 2.130423e-48 9.792741e-145 4.694785e-307
1.789e+04 1.000000e+00 2.975398e-08 1.019250e-49 1.266721e-148 3.318613e-315
1.853e+04 1.000000e+00 1.157570e-08 9.564342e-52 2.895848e-154 0.000000e+00
1.926e+04 1.000000e+00 9.027632e-09 2.081996e-52 3.220912e-156 0.000000e+00
2.003e+04 1.000000e+00 4.802052e-09 1.152467e-53 1.251628e-159 0.000000e+00
2.084e+04 1.000000e+00 3.800135e-09 3.210950e-54 3.219808e-161 0.000000e+00
2.165e+04 1.000000e+00 1.602122e-09 6.989257e-56 1.125499e-165 0.000000e+00
2.245e+04 1.000000e+00 1.263748e-09 1.735566e-56 1.928088e-167 0.000000e+00
2.325e+04 1.000000e+00 1.582568e-09 2.602826e-56 3.216416e-167 0.000000e+00
2.405e+04 9.999999e-01 5.187032e-08 1.706723e-50 1.693362e-152 0.000000e+00
2.487e+04 1.000000e+00 2.842493e-08 9.163630e-52 5.178769e-156 0.000000e+00
2.570e+04 9.999990e-01 1.048429e-06 3.074391e-46 1.417987e-142 7.522778e-306
2.659e+04 9.999992e-01 7.573432e-07 4.596273e-47 5.560649e-145 7.093755e-311
2.764e+04 9.999841e-01 1.592780e-05 1.763470e-42 6.210501e-134 1.169180e-289
2.899e+04 9.999788e-01 2.118842e-05 2.110876e-42 3.505825e-134 1.474279e-290
3.065e+04 9.983582e-01 1.641784e-03 5.372742e-35 2.884561e-115 3.341676e-253
3.252e+04 9.993915e-01 6.085445e-04 8.669395e-38 1.311443e-123 8.791516e-271
3.446e+04 9.956847e-01 4.315338e-03 3.865657e-35 1.346095e-117 1.335333e-259
3.637e+04 9.982291e-01 1.770889e-03 3.093239e-37 1.372643e-123 5.163219e-272
3.815e+04 9.978384e-01 2.161577e-03 3.489117e-37 9.027867e-124 1.162455e-272
3.975e+04 9.999626e-01 3.735696e-05 1.192326e-43 8.433174e-140 7.108756e-304
4.117e+04 9.999994e-01 6.466426e-07 1.040608e-49 2.393984e-154 0.000000e+00
4.247e+04 9.999972e-01 2.833141e-06 8.768990e-48 4.472558e-150 4.940656e-324
4.369e+04 9.999897e-01 1.032836e-05 3.383313e-46 1.062899e-146 7.331974e-318
4.488e+04 9.935054e-01 6.494632e-03 2.271906e-36 7.371396e-123 6.321785e-272
4.608e+04 9.999999e-01 8.568987e-08 2.124310e-53 4.781041e-164 0.000000e+00
4.729e+04 9.999616e-01 3.840840e-05 8.549386e-45 4.942061e-144 1.986069e-313
4.852e+04 9.911556e-01 8.844419e-03 1.119242e-36 1.463747e-124 3.998454e-276
4.975e+04 9.976397e-01 2.360344e-03 9.587314e-39 1.228439e-129 5.809809e-286
5.101e+04 9.997649e-01 2.350762e-04 3.587625e-42 7.704638e-138 1.166123e-301
5.229e+04 9.999992e-01 7.517406e-07 3.507246e-50 2.356883e-156 0.000000e+00
5.360e+04 1.000000e+00 5.826125e-09 2.269535e-57 1.586249e-173 0.000000e+00
5.492e+04 9.999895e-01 1.046053e-05 1.147886e-46 1.941074e-148 8.695555e-322
5.627e+04 9.999989e-01 1.055782e-06 7.856648e-50 1.039190e-155 0.000000e+00
5.762e+04 9.999999e-01 8.471962e-08 1.992758e-53 3.975611e-164 0.000000e+00
5.899e+04 1.000000e+00 4.891062e-08 1.945427e-54 8.625065e-167 0.000000e+00
6.034e+04 1.000000e+00 6.197571e-09 2.228608e-57 1.137459e-173 0.000000e+00
6.168e+04 1.000000e+00 2.855460e-09 1.756502e-58 2.982207e-176 0.000000e+00
6.297e+04 9.990356e-01 9.644408e-04 2.278324e-40 6.788052e-134 1.801887e-294
6.422e+04 9.999999e-01 1.466941e-07 7.118116e-53 3.912802e-163 0.000000e+00
6.539e+04 1.000000e+00 1.827677e-08 7.722141e-56 4.548667e-170 0.000000e+00
6.646e+04 9.999999e-01 6.871007e-08 5.927042e-54 1.168076e-165 0.000000e+00
6.742e+04 9.999999e-01 1.186449e-07 3.550787e-53 7.691813e-164 0.000000e+00
6.826e+04 1.000000e+00 1.629046e-09 2.789091e-59 4.024740e-178 0.000000e+00
6.896e+04 1.000000e+00 1.901817e-08 8.797234e-56 6.170316e-170 0.000000e+00
6.948e+04 1.000000e+00 2.775492e-10 8.415324e-62 5.099197e-184 0.000000e+00
6.976e+04 1.000000e+00 7.920884e-10 2.621798e-60 1.592776e-180 0.000000e+00
6.989e+04 1.000000e+00 1.624089e-10 1.451451e-62 8.345792e-186 0.000000e+00
6.995e+04 1.000000e+00 1.263008e-10 6.362679e-63 1.211585e-186 0.000000e+00
6.998e+04 1.000000e+00 8.146367e-11 1.510124e-63 4.184757e-188 0.000000e+00
7.000e+04 1.000000e+00 7.508704e-11 1.155859e-63 2.238534e-188 0.000000e+00
#TIME: 116.574676
#NVEL: 114
#vel_mid[km/s] Ni0 Ni1 Ni2 Ni3 Ni4
4.401e+02 3.789512e-01 6.210488e-01 7.575008e-17 9.993705e-61 3.094139e-138
8.862e+02 4.230785e-01 5.769215e-01 4.551622e-17 2.553787e-61 2.074785e-139
9.061e+02 5.136692e-01 4.863308e-01 1.598775e-17 1.597596e-62 8.685736e-142
9.444e+02 4.264309e-01 5.735691e-01 4.379797e-17 2.304626e-61 1.693370e-139
9.991e+02 4.270553e-01 5.729447e-01 4.348528e-17 2.261007e-61 1.630543e-139
1.061e+03 3.730370e-01 6.269630e-01 8.116206e-17 1.203308e-60 4.471519e-138
1.126e+03 3.864046e-01 6.135954e-01 6.951285e-17 7.938478e-61 1.961776e-138
1.194e+03 3.941310e-01 6.058690e-01 6.375724e-17 6.314058e-61 1.250101e-138
1.267e+03 3.938175e-01 6.061825e-01 6.447934e-17 6.556731e-61 1.357268e-138
1.345e+03 3.931099e-01 6.068901e-01 6.633442e-17 7.216787e-61 1.674330e-138
1.427e+03 3.861076e-01 6.138924e-01 7.390311e-17 9.902913e-61 3.218554e-138
1.514e+03 3.529803e-01 6.470197e-01 1.083993e-16 2.765929e-60 2.456064e-137
1.607e+03 3.011125e-01 6.988875e-01 1.966584e-16 1.349325e-59 5.538794e-136
1.705e+03 3.183239e-01 6.816761e-01 1.552978e-16 6.939073e-60 1.443722e-136
1.809e+03 3.336587e-01 6.663413e-01 1.270286e-16 3.964998e-60 4.681187e-137
1.919e+03 3.082188e-01 6.917812e-01 1.700365e-16 8.602645e-60 2.142430e-136
2.037e+03 2.926151e-01 7.073849e-01 2.026411e-16 1.362634e-59 5.246970e-136
2.161e+03 2.758298e-01 7.241702e-01 2.424740e-16 2.153988e-59 1.261574e-135
2.293e+03 2.809809e-01 7.190191e-01 2.097878e-16 1.347456e-59 4.602823e-136
2.433e+03 2.482298e-01 7.517702e-01 3.023170e-16 3.449772e-59 2.804269e-135
2.582e+03 2.538571e-01 7.461429e-01 2.645931e-16 2.269498e-59 1.153830e-135
2.739e+03 2.542469e-01 7.457531e-01 2.528850e-16 1.931802e-59 8.059525e-136
2.907e+03 2.655486e-01 7.344514e-01 2.046878e-16 1.022127e-59 2.141703e-136
3.084e+03 2.819994e-01 7.180006e-01 1.474571e-16 3.745437e-60 2.605138e-137
3.273e+03 3.018573e-01 6.981427e-01 9.762907e-17 1.044845e-60 1.761938e-138
3.472e+03 3.271680e-01 6.728320e-01 5.900916e-17 2.214857e-61 6.707445e-140
3.685e+03 3.422728e-01 6.577272e-01 3.850304e-17 5.510441e-62 3.338906e-141
3.910e+03 3.668311e-01 6.331689e-01 2.053619e-17 7.288534e-63 4.338619e-143
4.148e+03 3.976839e-01 6.023161e-01 1.121396e-17 1.127926e-63 8.438448e-145
4.402e+03 4.711427e-01 5.288573e-01 4.403505e-18 8.552678e-65 4.694797e-147
4.671e+03 5.518389e-01 4.481611e-01 1.594223e-18 5.511428e-66 1.963435e-149
4.956e+03 6.257360e-01 3.742640e-01 5.523548e-19 3.053277e-67 5.795597e-152
5.259e+03 6.917836e-01 3.082164e-01 1.922200e-19 1.751314e-68 1.850927e-154
5.580e+03 7.625242e-01 2.374758e-01 5.365922e-20 5.949359e-70 2.175180e-157
5.921e+03 8.260974e-01 1.739026e-01 1.217163e-20 1.144949e-71 7.978518e-161
6.282e+03 8.709174e-01 1.290826e-01 2.955856e-21 2.551185e-73 3.764544e-164
6.666e+03 9.085190e-01 9.148102e-02 6.141026e-22 3.855722e-75 8.292676e-168
7.074e+03 9.403561e-01 5.964389e-02 9.167903e-23 2.462827e-77 3.272382e-172
7.506e+03 9.643059e-01 3.569411e-02 9.656452e-24 6.264918e-80 2.032007e-177
7.964e+03 9.803236e-01 1.967637e-02 8.342522e-25 1.085669e-82 6.584817e-183
8.451e+03 9.927821e-01 7.217871e-03 2.038893e-26 1.071522e-86 1.031908e-190
8.967e+03 9.979674e-01 2.032577e-03 2.423473e-28 2.345193e-91 1.117530e-199
9.514e+03 9.995696e-01 4.303547e-04 1.149761e-30 6.086068e-97 2.178356e-210
1.010e+04 9.999173e-01 8.270731e-05 3.906221e-33 7.070159e-103 9.071245e-222
1.071e+04 9.999858e-01 1.423093e-05 7.072443e-36 1.327479e-109 8.486195e-235
1.137e+04 9.999979e-01 2.056390e-06 3.972321e-39 7.354537e-118 4.638663e-251
1.206e+04 9.999997e-01 2.953986e-07 1.237381e-42 4.857355e-127 2.153309e-269
1.279e+04 9.999999e-01 6.057114e-08 1.308576e-45 6.025842e-135 2.752665e-285
1.353e+04 1.000000e+00 2.473665e-08 2.269066e-47 1.053070e-139 6.408756e-295
1.419e+04 1.000000e+00 1.700551e-08 3.358569e-48 4.927748e-142 1.030905e-299
1.476e+04 1.000000e+00 1.034528e-08 3.106516e-49 7.008484e-145 1.592444e-305
1.524e+04 1.000000e+00 1.098459e-08 3.240915e-49 6.319740e-145 1.070105e-305
1.565e+04 1.000000e+00 8.461658e-09 9.829666e-50 2.489497e-146 1.517918e-308
1.596e+04 1.000000e+00 1.477888e-08 8.579180e-49 6.168282e-144 7.963042e-304
1.619e+04 1.000000e+00 2.146460e-08 2.635461e-48 7.458850e-143 7.775179e-302
1.635e+04 1.000000e+00 2.824910e-08 5.161847e-48 2.663821e-142 6.404197e-301
1.648e+04 9.999999e-01 9.493162e-08 4.287159e-46 1.478437e-137 1.076214e-291
1.659e+04 1.000000e+00 1.672126e-08 2.688821e-49 5.234333e-146 1.242231e-308
